PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",0,1756272526396,1756272526480,p,80, rarely, physical-keyboard,0,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",1,1756272526788,1756272526894,u,85, rarely, physical-keyboard,1,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",2,1756272527152,1756272527274,t,84, rarely, physical-keyboard,2,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",3,1756272527348,1756272527512, ,32, rarely, physical-keyboard,3,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",4,1756272527962,1756272528085,a,65, rarely, physical-keyboard,4,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",5,1756272528140,1756272528284, ,32, rarely, physical-keyboard,5,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",6,1756272528588,1756272528702,r,82, rarely, physical-keyboard,6,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",7,1756272528920,1756272529040,e,69, rarely, physical-keyboard,7,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",8,1756272529481,1756272529599,m,77, rarely, physical-keyboard,8,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",9,1756272529792,1756272529881,i,73, rarely, physical-keyboard,9,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",10,1756272530285,1756272530387,n,78, rarely, physical-keyboard,10,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",11,1756272530976,1756272531088,d,68, rarely, physical-keyboard,11,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",12,1756272531223,1756272531330,e,69, rarely, physical-keyboard,12,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",13,1756272531442,1756272531543,r,82, rarely, physical-keyboard,13,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",14,1756272531740,1756272531862, ,32, rarely, physical-keyboard,14,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",15,1756272532247,1756272532346,i,73, rarely, physical-keyboard,15,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",16,1756272532575,1756272532731,n,78, rarely, physical-keyboard,16,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",17,1756272532732,1756272532876, ,32, rarely, physical-keyboard,17,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",18,1756272533154,1756272533249,m,77, rarely, physical-keyboard,18,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",19,1756272533642,1756272533743,y,89, rarely, physical-keyboard,19,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",20,1756272533836,1756272533984, ,32, rarely, physical-keyboard,20,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",21,1756272534363,1756272534424,d,68, rarely, physical-keyboard,21,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",22,1756272534530,1756272534632,i,73, rarely, physical-keyboard,22,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",23,1756272534920,1756272535043,a,65, rarely, physical-keyboard,23,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",24,1756272535283,1756272535376,r,82, rarely, physical-keyboard,24,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",25,1756272535893,1756272536022,y,89, rarely, physical-keyboard,25,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",26,1756272536191,1756272536351, ,32, rarely, physical-keyboard,26,0,1
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",27,1756272537723,1756272537817,t,84, rarely, physical-keyboard,27,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",28,1756272538092,1756272538159,h,72, rarely, physical-keyboard,27,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",29,1756272539863,1756272539992,Backspace,8, rarely, physical-keyboard,27,0,0
6725c4a8e3ab0787551acf38,text-to-prompt,0,3,4,put a reminder in my diary for Friday morning to submit Q3 report,"[31,65]","[15,26]",30,1756272541934,1756272542073,Backspace,8, rarely, physical-keyboard,27,0,0
