PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",0,1756285604715,1756285604896,a,65, weekly, physical-keyboard,0,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",1,1756285604900,1756285604982, ,32, weekly, physical-keyboard,1,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",2,1756285605225,1756285605349,p,80, weekly, physical-keyboard,2,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",3,1756285605465,1756285605580,e,69, weekly, physical-keyboard,3,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",4,1756285605752,1756285605911,a,65, weekly, physical-keyboard,4,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",5,1756285605983,1756285606118,c,67, weekly, physical-keyboard,5,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",6,1756285606212,1756285606457,e,69, weekly, physical-keyboard,6,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",7,1756285606721,1756285606908,f,70, weekly, physical-keyboard,7,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",8,1756285607028,1756285607095,u,85, weekly, physical-keyboard,8,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",9,1756285607266,1756285607377,l,76, weekly, physical-keyboard,9,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",10,1756285607503,1756285607584, ,32, weekly, physical-keyboard,10,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",11,1756285609338,1756285609415,l,76, weekly, physical-keyboard,11,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",12,1756285609511,1756285609818,a,65, weekly, physical-keyboard,12,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",13,1756285609825,1756285609966,k,75, weekly, physical-keyboard,13,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",14,1756285610014,1756285610251,e,69, weekly, physical-keyboard,14,1,0
673f7365f63a4a3036aae1f2,image-to-prompt,1,5,2,a peaceful lake surrounded by pine trees and green hills with ducks swimming on its calm surface and blue sky dotted with white clouds,"[0,56]","[57,134]",15,1756285610186,1756285610342, ,32, weekly, physical-keyboard,15,1,0
