PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",0,1756288163529,1756288163654,CapsLock,20, rarely, physical-keyboard,-1,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",1,1756288164106,1756288164160,F,70, rarely, physical-keyboard,0,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",2,1756288164598,1756288164663,Backspace,8, rarely, physical-keyboard,0,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",3,1756288164964,1756288165068,G,71, rarely, physical-keyboard,0,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",4,1756288165141,1756288165318,CapsLock,20, rarely, physical-keyboard,-1,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",5,1756288165367,1756288165433,i,73, rarely, physical-keyboard,1,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",6,1756288165632,1756288165712,v,86, rarely, physical-keyboard,2,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",7,1756288165861,1756288166000,e,69, rarely, physical-keyboard,3,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",8,1756288166073,1756288166140, ,32, rarely, physical-keyboard,4,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",9,1756288166325,1756288166430,m,77, rarely, physical-keyboard,5,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",10,1756288166568,1756288166771,e,69, rarely, physical-keyboard,6,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",11,1756288166907,1756288167036, ,32, rarely, physical-keyboard,7,0,0
65fb34c4df61f03ce0dd6dd9,prompt-to-image,1,4,2,Give me a rough but detailed picture of the design of my gaming room,"[20,68]","[10,15]",12,1756288167612,1756288167805,a,65, rarely, physical-keyboard,8,0,0
