PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR
673d0377254c407e5da57f97,prompt-to-text,1,4,4,create a picture of a dog riding a sail boat,"[21,25]","[35,44]",0,1756290996644,1756290996705,c,67, weekly, physical-keyboard,0,0,0
673d0377254c407e5da57f97,prompt-to-text,1,4,4,create a picture of a dog riding a sail boat,"[21,25]","[35,44]",1,1756290996791,1756290996883,r,82, weekly, physical-keyboard,1,0,0
673d0377254c407e5da57f97,prompt-to-text,1,4,4,create a picture of a dog riding a sail boat,"[21,25]","[35,44]",2,1756290996957,1756290997047,e,69, weekly, physical-keyboard,2,0,0
673d0377254c407e5da57f97,prompt-to-text,1,4,4,create a picture of a dog riding a sail boat,"[21,25]","[35,44]",3,1756290997107,1756290997209,a,65, weekly, physical-keyboard,3,0,0
673d0377254c407e5da57f97,prompt-to-text,1,4,4,create a picture of a dog riding a sail boat,"[21,25]","[35,44]",4,1756290997367,1756290997413,t,84, weekly, physical-keyboard,4,0,0
673d0377254c407e5da57f97,prompt-to-text,1,4,4,create a picture of a dog riding a sail boat,"[21,25]","[35,44]",5,1756290997531,1756290997657,e,69, weekly, physical-keyboard,5,0,0
673d0377254c407e5da57f97,prompt-to-text,1,4,4,create a picture of a dog riding a sail boat,"[21,25]","[35,44]",6,1756290997727,1756290997833, ,32, weekly, physical-keyboard,6,0,0
673d0377254c407e5da57f97,prompt-to-text,1,4,4,create a picture of a dog riding a sail boat,"[21,25]","[35,44]",7,1756290997834,1756290997939,a,65, weekly, physical-keyboard,7,0,0
673d0377254c407e5da57f97,prompt-to-text,1,4,4,create a picture of a dog riding a sail boat,"[21,25]","[35,44]",8,1756290998195,1756290998293, ,32, weekly, physical-keyboard,8,0,0
673d0377254c407e5da57f97,prompt-to-text,1,4,4,create a picture of a dog riding a sail boat,"[21,25]","[35,44]",9,1756290998413,1756290998523,p,80, weekly, physical-keyboard,9,0,0
673d0377254c407e5da57f97,prompt-to-text,1,4,4,create a picture of a dog riding a sail boat,"[21,25]","[35,44]",10,1756290998683,1756290998843,i,73, weekly, physical-keyboard,10,0,0
