PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",0,1756229552166,1756229552398,Shift,16, weekly, physical-keyboard,0,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",1,1756229552318,1756229552430,P,80, weekly, physical-keyboard,0,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",2,1756229552478,1756229552573,l,76, weekly, physical-keyboard,1,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",3,1756229552534,1756229552646,e,69, weekly, physical-keyboard,2,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",4,1756229552589,1756229552766,a,65, weekly, physical-keyboard,3,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",5,1756229552694,1756229552838,s,83, weekly, physical-keyboard,4,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",6,1756229552773,1756229552877,e,69, weekly, physical-keyboard,5,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",7,1756229552894,1756229552982, ,32, weekly, physical-keyboard,6,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",8,1756229553702,1756229553814,g,71, weekly, physical-keyboard,7,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",9,1756229553910,1756229554006,e,69, weekly, physical-keyboard,8,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",10,1756229553990,1756229554069,n,78, weekly, physical-keyboard,9,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",11,1756229554078,1756229554173,e,69, weekly, physical-keyboard,10,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",12,1756229554230,1756229554334,r,82, weekly, physical-keyboard,11,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",13,1756229554310,1756229554445,a,65, weekly, physical-keyboard,12,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",14,1756229554518,1756229554614,t,84, weekly, physical-keyboard,13,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",15,1756229554710,1756229554798,e,69, weekly, physical-keyboard,14,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",16,1756229555342,1756229555422, ,32, weekly, physical-keyboard,15,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",17,1756229555694,1756229555822,a,65, weekly, physical-keyboard,16,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",18,1756229555798,1756229555886,n,78, weekly, physical-keyboard,17,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",19,1756229555966,1756229556038, ,32, weekly, physical-keyboard,18,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",20,1756229556150,1756229556238,i,73, weekly, physical-keyboard,19,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",21,1756229556294,1756229556389,m,77, weekly, physical-keyboard,20,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",22,1756229556382,1756229556486,a,65, weekly, physical-keyboard,21,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",23,1756229556558,1756229556654,g,71, weekly, physical-keyboard,22,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",24,1756229556742,1756229556822,e,69, weekly, physical-keyboard,23,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",25,1756229556958,1756229557046, ,32, weekly, physical-keyboard,24,1,0
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",26,1756229557350,1756229557462,o,79, weekly, physical-keyboard,25,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",27,1756229557534,1756229557637,f,70, weekly, physical-keyboard,26,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",28,1756229557614,1756229557694, ,32, weekly, physical-keyboard,27,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",29,1756229557854,1756229558134,Shift,16, weekly, physical-keyboard,28,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",30,1756229558014,1756229558118,L,76, weekly, physical-keyboard,28,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",31,1756229558246,1756229558350,i,73, weekly, physical-keyboard,28,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",32,1756229558469,1756229558558,Backspace,8, weekly, physical-keyboard,28,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",33,1756229558606,1756229558686,Backspace,8, weekly, physical-keyboard,28,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",34,1756229558878,1756229559150,Shift,16, weekly, physical-keyboard,28,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",35,1756229559038,1756229559142,K,75, weekly, physical-keyboard,28,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",36,1756229559214,1756229559318,i,73, weekly, physical-keyboard,29,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",37,1756229559382,1756229559470,n,78, weekly, physical-keyboard,30,0,1
6136cb52db0f1cb2262bbf5d,prompt-to-image,1,7,5,"Please generate an image of King Arthur on a beach, fighting alongside a mythical creature of your choice against giant flies.","[0,24]","[25,125]",38,1756229559478,1756229559581,g,71, weekly, physical-keyboard,31,0,1
