filename,PARTICIPANT_ID,span_index,mean_dwell_ms,var_dwell_ms,median_dwell_ms,min_dwell_ms,max_dwell_ms,mean_flight_ms,var_flight_ms,median_flight_ms,min_flight_ms,max_flight_ms,label
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,13,62.5,56.25,62.5,55.0,70.0,111.0,0.0,111.0,111.0,111.0,0
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,14,75.16666666666667,73.13888888888889,75.5,61.0,87.0,361.8,117700.16,154.0,103.0,1016.0,0
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,15,92.5,306.25,92.5,75.0,110.0,226.0,0.0,226.0,226.0,226.0,0
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,16,79.2,149.76,81.0,61.0,93.0,188.75,9199.6875,189.5,74.0,302.0,0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,16,66.8,420.56000000000006,66.0,34.0,93.0,128.5,4451.25,111.0,55.0,237.0,0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,17,86.0,660.3333333333334,82.0,58.0,122.0,66.4,759.04,73.0,15.0,94.0,0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,18,85.0,64.0,85.0,77.0,93.0,28.0,0.0,28.0,28.0,28.0,0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,19,79.05882352941177,289.1141868512112,74.0,66.0,143.0,188.3125,46360.21484375,97.0,13.0,925.0,0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,20,79.71428571428571,786.4897959183672,74.0,49.0,142.0,86.5,3560.25,92.0,13.0,184.0,0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,21,90.75,100.1875,91.5,77.0,103.0,96.66666666666667,427.5555555555556,106.0,68.0,116.0,0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,22,88.0,81.0,88.0,79.0,97.0,36.0,0.0,36.0,36.0,36.0,0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,23,72.66666666666667,323.5555555555555,74.0,50.0,94.0,135.0,400.0,135.0,115.0,155.0,0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,24,88.66666666666667,988.5555555555555,80.5,61.0,154.0,56.6,231.83999999999997,55.0,34.0,80.0,0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,47,2109.0454545454545,13236062.407024795,87.5,55.0,9389.0,2184.9523809523807,13604581.569160998,131.0,2.0,9360.0,1
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,48,90.0,96.8,87.0,79.0,107.0,167.5,7258.25,142.5,78.0,307.0,1
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,49,80.66666666666667,333.88888888888886,82.0,51.0,111.0,70.6,698.24,82.0,18.0,87.0,1
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,50,81.5,20.25,81.5,77.0,86.0,29.0,0.0,29.0,29.0,29.0,1
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,51,86.33333333333333,476.2222222222222,74.0,68.0,117.0,584.0,233289.0,584.0,101.0,1067.0,1
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,52,68.8,124.96000000000001,70.0,53.0,91.0,89.22222222222223,3653.5061728395067,62.0,49.0,251.0,1
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,53,75.75,213.1875,74.0,57.0,98.0,50.0,1248.6666666666667,34.0,17.0,99.0,1
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,54,94.5,72.25,94.5,86.0,103.0,227.0,0.0,227.0,227.0,227.0,1
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,55,65.33333333333333,54.88888888888889,64.0,57.0,75.0,50.5,380.25,50.5,31.0,70.0,1
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,56,77.8,96.96000000000001,82.0,62.0,88.0,100.25,1081.6875,110.0,47.0,134.0,1
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,57,82.0,349.1111111111111,79.0,62.0,117.0,78.75,2692.6875,81.5,3.0,181.0,1
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,3,80.66666666666667,152.88888888888889,74.0,70.0,98.0,126.0,8649.0,126.0,33.0,219.0,1
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,4,1264.875,13946599.109375,75.5,13.0,15457.0,1448.9333333333334,14534626.86222222,154.0,16.0,15425.0,1
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,5,67.2,78.96000000000001,64.0,58.0,84.0,106.0,585.0,116.0,65.0,127.0,1
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,8,78.16666666666667,180.47222222222226,80.0,59.0,94.0,242.6,37671.439999999995,148.0,69.0,589.0,0
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,9,80.85714285714286,386.97959183673476,77.0,58.0,116.0,100.16666666666667,5614.13888888889,84.0,4.0,197.0,0
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,10,70.2,99.76,68.0,59.0,89.0,106.25,806.6875,105.5,67.0,147.0,0
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,11,81.0,0.0,81.0,81.0,81.0,,,,,,0
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,12,61.0,312.72727272727275,62.0,35.0,107.0,581.4,1479413.2399999998,107.5,20.0,4124.0,0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,0,109.33333333333333,468.2222222222222,109.0,83.0,136.0,149.0,4.0,149.0,147.0,151.0,1
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,1,94.25,261.6875,93.0,75.0,116.0,206.33333333333334,29006.88888888889,136.0,42.0,441.0,1
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,2,100.5,306.25,100.5,83.0,118.0,104.0,0.0,104.0,104.0,104.0,1
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,3,79.0,503.3333333333333,75.5,43.0,108.0,102.4,1721.0400000000002,92.0,56.0,169.0,1
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,4,94.5,1056.25,94.5,62.0,127.0,67.0,0.0,67.0,67.0,67.0,1
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,5,78.33333333333333,314.75555555555553,72.0,50.0,114.0,275.14285714285717,59690.26530612245,122.5,46.0,782.0,1
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,6,82.75,716.6875,74.0,43.0,136.0,100.71428571428571,3076.775510204082,89.0,46.0,207.0,0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,7,96.0,36.0,96.0,90.0,102.0,30.0,0.0,30.0,30.0,30.0,0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,8,84.0,411.6,82.0,61.0,114.0,57.0,1125.5,69.5,2.0,87.0,0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,9,77.85714285714286,516.9795918367347,78.0,48.0,121.0,271.5,86873.25,143.5,101.0,927.0,0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,10,83.66666666666667,40.22222222222222,86.0,75.0,90.0,81.0,576.0,81.0,57.0,105.0,0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,11,84.0,1.0,84.0,83.0,85.0,19.0,0.0,19.0,19.0,19.0,0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,12,72.0,76.0,67.0,63.0,84.0,56.5,1615.25,54.5,2.0,115.0,0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,13,15931.967741935483,644519337.7086369,101.0,57.0,79212.0,16505.733333333334,654876234.7288889,309.0,1.0,79181.0,0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,14,81.5,170.91666666666666,83.0,62.0,102.0,100.0,93.6,101.0,89.0,112.0,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,3,78.6,153.83999999999997,75.0,67.0,102.0,81.25,570.6875,94.0,40.0,97.0,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,4,83.0,144.0,83.0,71.0,95.0,72.0,0.0,72.0,72.0,72.0,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,5,118.0,0.0,118.0,118.0,118.0,,,,,,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,6,88.4,176.23999999999998,94.0,63.0,99.0,190.0,4634.0,198.0,106.0,258.0,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,7,87.0,424.6666666666667,91.0,60.0,110.0,128.0,16.0,128.0,124.0,132.0,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,8,77.25,518.1875,72.5,51.0,113.0,117.66666666666667,50.88888888888889,120.0,108.0,125.0,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,9,102.0,0.0,102.0,102.0,102.0,,,,,,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,10,79.55555555555556,890.9135802469136,78.0,36.0,131.0,341.375,106491.984375,252.5,73.0,1138.0,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,11,82.33333333333333,109.55555555555556,86.5,59.0,88.0,58.6,907.8400000000001,52.0,19.0,112.0,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,12,79.83333333333333,285.47222222222223,73.5,63.0,113.0,345.6,97840.23999999999,145.0,84.0,878.0,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,13,74.5,2.25,74.5,73.0,76.0,92.0,0.0,92.0,92.0,92.0,0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,34,70.75,228.1875,66.5,55.0,95.0,189.0,23022.0,105.0,60.0,402.0,1
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,35,66.5,72.25,66.5,58.0,75.0,127.0,0.0,127.0,127.0,127.0,1
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,36,132.0,0.0,132.0,132.0,132.0,,,,,,1
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,37,86.25,158.6875,82.5,73.0,107.0,135.33333333333334,2537.555555555555,146.0,69.0,191.0,1
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,38,78.5,42.25,78.5,72.0,85.0,85.0,0.0,85.0,85.0,85.0,1
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,39,145.0,0.0,145.0,145.0,145.0,,,,,,1
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,40,86.2,558.5600000000001,87.0,56.0,122.0,59.75,1165.6875,47.5,29.0,115.0,1
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,41,74.6,102.64000000000001,72.0,63.0,93.0,81.75,1761.6875,82.5,35.0,127.0,1
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,42,80.75,737.6875,72.5,43.0,133.0,128.57142857142858,305.67346938775506,129.0,105.0,165.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,0,71.6,437.84,64.0,46.0,107.0,129.75,4745.1875,103.5,66.0,246.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,1,63.5,72.25,63.5,55.0,72.0,79.0,0.0,79.0,79.0,79.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,2,72.33333333333333,266.88888888888886,73.0,52.0,92.0,62.0,49.0,62.0,55.0,69.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,3,81.2,888.5600000000001,83.0,31.0,114.0,699.75,1021044.6875,137.5,75.0,2449.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,4,70.33333333333333,107.55555555555556,63.0,63.0,85.0,151.0,529.0,151.0,128.0,174.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,5,64.0,632.0,56.0,38.0,98.0,178.5,812.25,178.5,150.0,207.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,6,77.70588235294117,84.56055363321799,76.0,68.0,109.0,175.5,37666.5,100.0,33.0,780.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,7,80.85714285714286,260.40816326530614,79.0,57.0,108.0,144.66666666666666,26581.88888888889,90.5,14.0,502.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,8,76.0,49.0,76.0,69.0,83.0,1.0,0.0,1.0,1.0,1.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,9,70.66666666666667,153.55555555555554,68.0,57.0,87.0,66.5,56.25,66.5,59.0,74.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,10,81.6,243.04000000000002,83.0,57.0,105.0,93.75,4467.6875,69.5,35.0,201.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,11,68.5,12.25,68.5,65.0,72.0,36.0,0.0,36.0,36.0,36.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,12,86.16666666666667,409.47222222222223,87.5,58.0,114.0,401.4,514293.83999999997,24.0,1.0,1833.0,0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,20,65.0,77.71428571428571,62.0,55.0,84.0,116.66666666666667,1499.5555555555557,114.0,60.0,167.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,21,82.4,220.23999999999995,90.0,63.0,97.0,56.5,1269.25,65.5,2.0,93.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,22,85.28571428571429,88.48979591836735,86.0,71.0,103.0,84.66666666666667,1737.2222222222224,69.5,33.0,142.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,23,83.57142857142857,371.9591836734694,83.0,52.0,118.0,78.5,1177.5833333333333,91.5,17.0,120.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,24,93.5,342.25,93.5,75.0,112.0,54.0,0.0,54.0,54.0,54.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,25,74.66666666666667,74.8888888888889,73.0,65.0,86.0,53.0,841.0,53.0,24.0,82.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,26,86.8,378.56000000000006,81.0,63.0,112.0,91.5,4244.75,62.0,39.0,203.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,27,67.0,300.0,74.0,43.0,86.0,96.0,1074.5,97.5,58.0,131.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,28,74.66666666666667,230.2222222222222,66.0,62.0,96.0,203.0,5776.0,203.0,127.0,279.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,29,74.0,35.333333333333336,77.0,61.0,78.0,103.6,1191.44,94.0,51.0,146.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,30,70.78571428571429,347.1683673469388,68.0,46.0,118.0,213.07692307692307,83392.99408284023,125.0,23.0,1173.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,31,87.0,81.0,87.0,78.0,96.0,54.0,0.0,54.0,54.0,54.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,32,71.2,54.56,69.0,61.0,83.0,124.25,589.6875,127.5,87.0,155.0,1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,33,75.85714285714286,222.69387755102042,71.0,58.0,99.0,81.33333333333333,1502.222222222222,90.5,26.0,137.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,0,78.0,355.6666666666667,83.0,42.0,103.0,191.2,2191.76,180.0,136.0,275.0,0
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,1,65.0,784.0,65.0,37.0,93.0,145.0,0.0,145.0,145.0,145.0,0
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,2,107.0,0.0,107.0,107.0,107.0,,,,,,0
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,3,66.88888888888889,173.20987654320987,62.0,50.0,88.0,90.125,3762.359375,97.0,2.0,218.0,0
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,4,75.0,66.0,78.0,63.0,83.0,92.75,1094.1875,82.5,59.0,147.0,0
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,5,79.0,158.66666666666666,76.5,66.0,102.0,228.4,37139.04,127.0,23.0,515.0,0
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,6,82.5,240.25,82.5,67.0,98.0,95.0,0.0,95.0,95.0,95.0,0
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,7,73.0,74.0,71.0,62.0,88.0,73.5,1160.25,68.0,35.0,123.0,0
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,15,79.0,387.6,72.0,49.0,119.0,2242.714285714286,16847489.489795916,128.0,39.0,12751.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,16,75.4,507.43999999999994,64.0,56.0,117.0,72.5,2094.25,77.0,10.0,126.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,17,86.375,655.984375,78.0,56.0,135.0,300.0,165009.14285714287,135.0,73.0,1287.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,18,67.0,49.0,67.0,60.0,74.0,75.0,0.0,75.0,75.0,75.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,19,86.0,64.0,86.0,78.0,94.0,104.0,0.0,104.0,104.0,104.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,20,84.66666666666667,70.22222222222223,82.0,76.0,96.0,144.5,9120.25,144.5,49.0,240.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,21,86.2,260.56000000000006,97.0,62.0,103.0,174.5,13505.25,133.5,68.0,363.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,22,76.5,104.91666666666667,77.0,62.0,91.0,84.2,2089.3599999999997,91.0,27.0,152.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,23,93.66666666666667,827.5555555555555,83.0,65.0,133.0,47.5,132.25,47.5,36.0,59.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,24,82.0,323.5,81.0,49.0,111.0,166.57142857142858,10702.530612244898,106.0,80.0,370.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,25,51.5,240.25,51.5,36.0,67.0,84.0,0.0,84.0,84.0,84.0,1
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,26,80.55555555555556,341.8024691358024,85.0,57.0,119.0,221.375,21935.734375,148.5,73.0,469.0,1
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,1,52.0,0.0,52.0,52.0,52.0,,,,,,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,2,69.5,61.25,68.5,61.0,80.0,118.66666666666667,434.88888888888886,127.0,90.0,139.0,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,3,64.25,206.6875,59.0,51.0,88.0,101.0,232.66666666666666,104.0,81.0,118.0,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,4,57.5,132.25,57.5,46.0,69.0,196.0,0.0,196.0,196.0,196.0,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,5,82.33333333333333,1170.888888888889,73.0,45.0,150.0,179.2,13652.960000000001,135.0,83.0,408.0,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,6,68.0,0.0,68.0,68.0,68.0,,,,,,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,7,60.166666666666664,246.80555555555554,56.5,46.0,94.0,137.8,2888.96,147.0,41.0,207.0,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,8,59.25,99.1875,59.0,46.0,73.0,190.66666666666666,8040.222222222222,137.0,118.0,317.0,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,9,63.75,210.1875,61.0,47.0,86.0,168.33333333333334,139.55555555555557,161.0,159.0,185.0,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,10,86.0,59.5,85.0,78.0,96.0,132.33333333333334,4550.88888888889,148.0,43.0,206.0,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,11,60.42857142857143,64.81632653061224,63.0,44.0,71.0,180.16666666666666,6143.13888888889,153.5,108.0,345.0,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,12,60.5,200.25,61.5,41.0,78.0,149.66666666666666,226.8888888888889,145.0,134.0,170.0,0
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,13,55.4,47.04,55.0,46.0,64.0,90.75,2114.1875,94.5,27.0,147.0,0
