filename,PARTICIPANT_ID,words,mean_dwell_confident_ms,mean_flight_confident_ms,mean_dwell_unconfident_ms,mean_flight_unconfident_ms
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,45,73.80032467532467,132.78541666666666,69.7840909090909,178.47835497835496
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,25,93.3026455026455,180.57962962962964,74.54937888198758,142.91666666666666
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,58,81.85071584189231,91.33101851851852,250.3348484848485,140.75656565656564
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,13,74.2447619047619,257.60416666666663,470.91388888888895,162.88888888888889
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,30,1843.7490612732545,103.38271604938271,113.6388888888889,150.64603174603175
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,43,86.40656565656566,158.4990740740741,91.17222222222222,115.20068027210884
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,39,88.41803490627021,155.64743589743588,77.98095238095239,105.16617357001974
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,44,83.19146825396825,130.85357142857143,80.82199074074073,307.5598214285714
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,22,73.56634920634922,180.77214452214454,90.2,490.75
experiment_5accb373436f5500010037ee_20250826221152.csv,5accb373436f5500010037ee,24,64.2173520923521,287.68425925925925,872.7833333333333,702.8888888888888
experiment_5accb373436f5500010037ee_20250826221422.csv,5accb373436f5500010037ee,27,67.23463203463203,170.51555555555552,61.56018518518518,248.92261904761904
experiment_5accb373436f5500010037ee_20250826221929.csv,5accb373436f5500010037ee,51,69.8347619047619,339.31450617283946,71.5547619047619,320.3895604395604
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,28,67.50486111111111,291.92559523809524,61.425,216.52083333333331
experiment_5accb373436f5500010037ee_20250826222601.csv,5accb373436f5500010037ee,55,68.47146697388634,188.08653530377669,64.21428571428572,210.83333333333331
experiment_5accb373436f5500010037ee_20250826223512.csv,5accb373436f5500010037ee,29,4598.064112103175,1222.4302380952383,65.66666666666667,137.67499999999998
experiment_5accb373436f5500010037ee_20250826223839.csv,5accb373436f5500010037ee,20,66.03722222222221,321.6854166666667,82.94801587301588,204.73333333333332
experiment_5adae3ebdec767000128c131_20250819161542.csv,5adae3ebdec767000128c131,25,180.0,295.66666666666663,142.04444444444442,304.40555555555557
experiment_5adae3ebdec767000128c131_20250819161703.csv,5adae3ebdec767000128c131,15,578.7541666666667,232.07142857142858,119.68095238095238,325.3333333333333
experiment_5adae3ebdec767000128c131_20250819161830.csv,5adae3ebdec767000128c131,17,138.33148148148146,237.91296296296298,140.12291666666664,283.8333333333333
experiment_5adae3ebdec767000128c131_20250819161945.csv,5adae3ebdec767000128c131,13,138.6626472094214,355.9611111111111,139.74305555555554,226.5
experiment_5adae3ebdec767000128c131_20250819162111.csv,5adae3ebdec767000128c131,21,133.98571428571427,282.05454545454546,124.36011904761905,303.625
experiment_5adae3ebdec767000128c131_20250819162323.csv,5adae3ebdec767000128c131,27,122.6,809.14,128.00396825396825,662.3518518518518
experiment_5adae3ebdec767000128c131_20250819162433.csv,5adae3ebdec767000128c131,20,126.17034632034633,273.219696969697,129.42407407407407,288.6759259259259
experiment_5adae3ebdec767000128c131_20250819162658.csv,5adae3ebdec767000128c131,26,118.54444444444445,335.12654320987656,116.77333333333334,470.9051282051281
experiment_5bf368846edd7200017136c7_20250819173015.csv,5bf368846edd7200017136c7,19,131.34909297052153,106.48148148148148,139.75,
experiment_5bf368846edd7200017136c7_20250819173115.csv,5bf368846edd7200017136c7,21,138.78171550671553,58.3939393939394,152.5,50.5
experiment_5bf368846edd7200017136c7_20250819173224.csv,5bf368846edd7200017136c7,18,132.04397893772895,49.35119047619048,125.93333333333334,75.66666666666667
experiment_5bf368846edd7200017136c7_20250819173345.csv,5bf368846edd7200017136c7,18,134.11078042328043,146.45357142857142,123.82142857142857,51.75
experiment_5bf368846edd7200017136c7_20250819173434.csv,5bf368846edd7200017136c7,15,132.7076530612245,82.30952380952382,133.25,43.0
