PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",0,1756297972740,1756297972822,Backspace,8, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",1,1756297972935,1756297972999,Backspace,8, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",2,1756297973185,1756297973276,CapsLock,20, rarely, physical-keyboard,-1,0,0,0
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",3,1756297973281,1756297973364,I,73, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",4,1756297973336,1756297973409,CapsLock,20, rarely, physical-keyboard,-1,0,0,0
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",5,1756297973935,1756297973998,Backspace,8, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",6,1756297974068,1756297974146,Backspace,8, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",7,1756297974358,1756297974426,a,65, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",8,1756297974829,1756297974901,Backspace,8, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",9,1756297975469,1756297975550,a,65, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",10,1756297975857,1756297975932,Backspace,8, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",11,1756297976392,1756297976460,a,65, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",12,1756297976732,1756297976803,Backspace,8, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",13,1756297977199,1756297977275,CapsLock,20, rarely, physical-keyboard,-1,0,0,0
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",14,1756297977607,1756297977679,Backspace,8, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",15,1756297978248,1756297978323,Backspace,8, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",16,1756297978601,1756297978682,I,73, rarely, physical-keyboard,0,1,0,1
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",17,1756297978775,1756297978849,CapsLock,20, rarely, physical-keyboard,-1,0,0,0
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",18,1756297979022,1756297979089, ,32, rarely, physical-keyboard,1,1,0,0
5fbfe145e52a44000a9c2966,text-to-prompt,0,0,7,"I need an example of a reminder email stating that all documents for the Q3 report are due by Friday at noon. And very importantly, these files must be uploaded to the shared folder.","[51,109];[132,182];[0,31];[38,50];[50,51]","[32,37];[110,131]",19,1756297979237,1756297979311,n,78, rarely, physical-keyboard,2,1,0,1
