PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,WORD
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",0,1755619655133,1755619655269,Shift,16, monthly, physical-keyboard,0,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",1,1755619655230,1755619655317,C,67, monthly, physical-keyboard,0,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",2,1755619655742,1755619655829,r,82, monthly, physical-keyboard,1,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",3,1755619655902,1755619655997,e,69, monthly, physical-keyboard,2,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",4,1755619656110,1755619656221,a,65, monthly, physical-keyboard,3,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",5,1755619656206,1755619656269,t,84, monthly, physical-keyboard,4,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",6,1755619656342,1755619656453,e,69, monthly, physical-keyboard,5,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",7,1755619656550,1755619656637, ,32, monthly, physical-keyboard,6,0
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",8,1755619656886,1755619656949,t,84, monthly, physical-keyboard,7,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",9,1755619657014,1755619657093,e,69, monthly, physical-keyboard,8,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",10,1755619657204,1755619657348,x,88, monthly, physical-keyboard,9,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",11,1755619657292,1755619657363,t,84, monthly, physical-keyboard,10,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",12,1755619657830,1755619657892, ,32, monthly, physical-keyboard,11,0
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",13,1755619657941,1755619658012,d,68, monthly, physical-keyboard,12,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",14,1755619658108,1755619658220,e,69, monthly, physical-keyboard,13,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",15,1755619658406,1755619658501,s,83, monthly, physical-keyboard,14,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",16,1755619658598,1755619658709,c,67, monthly, physical-keyboard,15,1
6643495b44af166c626762cd,text-to-prompt,1,7,3,"Create text describing a small turtle walking along a riverbank. There ar leaves floating on the water, add its footprints in the mud.","[0,63]","[65,134]",17,1755619658798,1755619658877,i,73, monthly, physical-keyboard,17,1
