PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD
67d80b3db0cac8b1bd982fb2,image-to-prompt,5,0,5,"Two people working side by side in a modern office ,sitting on chairs at a desk with computers, large windows in the background, bright natural lights and desk lamps.","[0,95]","[129,151]",0,1756296620248,1756296620555,Meta,91, weekly, physical-keyboard,0,1,0,1
67d80b3db0cac8b1bd982fb2,image-to-prompt,5,0,5,"Two people working side by side in a modern office ,sitting on chairs at a desk with computers, large windows in the background, bright natural lights and desk lamps.","[0,95]","[129,151]",1,1756296620250,1756296620550,Shift,16, weekly, physical-keyboard,0,1,0,1
67d80b3db0cac8b1bd982fb2,image-to-prompt,5,0,5,"Two people working side by side in a modern office ,sitting on chairs at a desk with computers, large windows in the background, bright natural lights and desk lamps.","[0,95]","[129,151]",2,1756296660878,1756296660979,t,84, weekly, physical-keyboard,0,1,0,1
67d80b3db0cac8b1bd982fb2,image-to-prompt,5,0,5,"Two people working side by side in a modern office ,sitting on chairs at a desk with computers, large windows in the background, bright natural lights and desk lamps.","[0,95]","[129,151]",3,1756296662004,1756296662050,Backspace,8, weekly, physical-keyboard,0,1,0,1
67d80b3db0cac8b1bd982fb2,image-to-prompt,5,0,5,"Two people working side by side in a modern office ,sitting on chairs at a desk with computers, large windows in the background, bright natural lights and desk lamps.","[0,95]","[129,151]",4,1756296662345,1756296662609,Shift,16, weekly, physical-keyboard,0,1,0,1
67d80b3db0cac8b1bd982fb2,image-to-prompt,5,0,5,"Two people working side by side in a modern office ,sitting on chairs at a desk with computers, large windows in the background, bright natural lights and desk lamps.","[0,95]","[129,151]",5,1756296662594,1756296662676,T,84, weekly, physical-keyboard,0,1,0,1
67d80b3db0cac8b1bd982fb2,image-to-prompt,5,0,5,"Two people working side by side in a modern office ,sitting on chairs at a desk with computers, large windows in the background, bright natural lights and desk lamps.","[0,95]","[129,151]",6,1756296662858,1756296662980,w,87, weekly, physical-keyboard,1,1,0,1
67d80b3db0cac8b1bd982fb2,image-to-prompt,5,0,5,"Two people working side by side in a modern office ,sitting on chairs at a desk with computers, large windows in the background, bright natural lights and desk lamps.","[0,95]","[129,151]",7,1756296663031,1756296663087,i,73, weekly, physical-keyboard,2,1,0,1
67d80b3db0cac8b1bd982fb2,image-to-prompt,5,0,5,"Two people working side by side in a modern office ,sitting on chairs at a desk with computers, large windows in the background, bright natural lights and desk lamps.","[0,95]","[129,151]",8,1756296663866,1756296663941,Backspace,8, weekly, physical-keyboard,2,1,0,1
67d80b3db0cac8b1bd982fb2,image-to-prompt,5,0,5,"Two people working side by side in a modern office ,sitting on chairs at a desk with computers, large windows in the background, bright natural lights and desk lamps.","[0,95]","[129,151]",9,1756296664604,1756296664665,o,79, weekly, physical-keyboard,2,1,0,1
