PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,WORD
6140ef8d27499e70e8740918,image-to-prompt,0,0,4,"Create a home office image where there is two desks with computers, sitting on the desks are to the left a guy with short brown hair and to the right a girl with long black hair. You only see their backs as they are sitting facing the screens, in front of them you should be able to see two big windows, filling the room with natural light. The colors should be kept to monotone and muted, with the people wearing grey clothes, sitting in grey chairs and the space being mainly white. To their front there is still two other desks with chairs and computers but more blurred out and nobody appears to be sitting on them.","[42,177];[183,242];[341,388];[390,483]","[9,20];[244,302];[304,339];[484,619]",0,1755621698222,1755621698312,CapsLock,20, weekly, physical-keyboard,-1,0
6140ef8d27499e70e8740918,image-to-prompt,0,0,4,"Create a home office image where there is two desks with computers, sitting on the desks are to the left a guy with short brown hair and to the right a girl with long black hair. You only see their backs as they are sitting facing the screens, in front of them you should be able to see two big windows, filling the room with natural light. The colors should be kept to monotone and muted, with the people wearing grey clothes, sitting in grey chairs and the space being mainly white. To their front there is still two other desks with chairs and computers but more blurred out and nobody appears to be sitting on them.","[42,177];[183,242];[341,388];[390,483]","[9,20];[244,302];[304,339];[484,619]",1,1755621698335,1755621698455,C,67, weekly, physical-keyboard,0,1
6140ef8d27499e70e8740918,image-to-prompt,0,0,4,"Create a home office image where there is two desks with computers, sitting on the desks are to the left a guy with short brown hair and to the right a girl with long black hair. You only see their backs as they are sitting facing the screens, in front of them you should be able to see two big windows, filling the room with natural light. The colors should be kept to monotone and muted, with the people wearing grey clothes, sitting in grey chairs and the space being mainly white. To their front there is still two other desks with chairs and computers but more blurred out and nobody appears to be sitting on them.","[42,177];[183,242];[341,388];[390,483]","[9,20];[244,302];[304,339];[484,619]",2,1755621698415,1755621698543,CapsLock,20, weekly, physical-keyboard,-1,0
6140ef8d27499e70e8740918,image-to-prompt,0,0,4,"Create a home office image where there is two desks with computers, sitting on the desks are to the left a guy with short brown hair and to the right a girl with long black hair. You only see their backs as they are sitting facing the screens, in front of them you should be able to see two big windows, filling the room with natural light. The colors should be kept to monotone and muted, with the people wearing grey clothes, sitting in grey chairs and the space being mainly white. To their front there is still two other desks with chairs and computers but more blurred out and nobody appears to be sitting on them.","[42,177];[183,242];[341,388];[390,483]","[9,20];[244,302];[304,339];[484,619]",3,1755621698591,1755621698679,r,82, weekly, physical-keyboard,1,1
6140ef8d27499e70e8740918,image-to-prompt,0,0,4,"Create a home office image where there is two desks with computers, sitting on the desks are to the left a guy with short brown hair and to the right a girl with long black hair. You only see their backs as they are sitting facing the screens, in front of them you should be able to see two big windows, filling the room with natural light. The colors should be kept to monotone and muted, with the people wearing grey clothes, sitting in grey chairs and the space being mainly white. To their front there is still two other desks with chairs and computers but more blurred out and nobody appears to be sitting on them.","[42,177];[183,242];[341,388];[390,483]","[9,20];[244,302];[304,339];[484,619]",4,1755621698776,1755621698952,e,69, weekly, physical-keyboard,2,1
6140ef8d27499e70e8740918,image-to-prompt,0,0,4,"Create a home office image where there is two desks with computers, sitting on the desks are to the left a guy with short brown hair and to the right a girl with long black hair. You only see their backs as they are sitting facing the screens, in front of them you should be able to see two big windows, filling the room with natural light. The colors should be kept to monotone and muted, with the people wearing grey clothes, sitting in grey chairs and the space being mainly white. To their front there is still two other desks with chairs and computers but more blurred out and nobody appears to be sitting on them.","[42,177];[183,242];[341,388];[390,483]","[9,20];[244,302];[304,339];[484,619]",5,1755621698895,1755621699015,a,65, weekly, physical-keyboard,3,1
6140ef8d27499e70e8740918,image-to-prompt,0,0,4,"Create a home office image where there is two desks with computers, sitting on the desks are to the left a guy with short brown hair and to the right a girl with long black hair. You only see their backs as they are sitting facing the screens, in front of them you should be able to see two big windows, filling the room with natural light. The colors should be kept to monotone and muted, with the people wearing grey clothes, sitting in grey chairs and the space being mainly white. To their front there is still two other desks with chairs and computers but more blurred out and nobody appears to be sitting on them.","[42,177];[183,242];[341,388];[390,483]","[9,20];[244,302];[304,339];[484,619]",6,1755621699039,1755621699159,t,84, weekly, physical-keyboard,4,1
6140ef8d27499e70e8740918,image-to-prompt,0,0,4,"Create a home office image where there is two desks with computers, sitting on the desks are to the left a guy with short brown hair and to the right a girl with long black hair. You only see their backs as they are sitting facing the screens, in front of them you should be able to see two big windows, filling the room with natural light. The colors should be kept to monotone and muted, with the people wearing grey clothes, sitting in grey chairs and the space being mainly white. To their front there is still two other desks with chairs and computers but more blurred out and nobody appears to be sitting on them.","[42,177];[183,242];[341,388];[390,483]","[9,20];[244,302];[304,339];[484,619]",7,1755621699247,1755621699367,e,69, weekly, physical-keyboard,5,1
6140ef8d27499e70e8740918,image-to-prompt,0,0,4,"Create a home office image where there is two desks with computers, sitting on the desks are to the left a guy with short brown hair and to the right a girl with long black hair. You only see their backs as they are sitting facing the screens, in front of them you should be able to see two big windows, filling the room with natural light. The colors should be kept to monotone and muted, with the people wearing grey clothes, sitting in grey chairs and the space being mainly white. To their front there is still two other desks with chairs and computers but more blurred out and nobody appears to be sitting on them.","[42,177];[183,242];[341,388];[390,483]","[9,20];[244,302];[304,339];[484,619]",8,1755621699438,1755621699487, ,32, weekly, physical-keyboard,6,0
6140ef8d27499e70e8740918,image-to-prompt,0,0,4,"Create a home office image where there is two desks with computers, sitting on the desks are to the left a guy with short brown hair and to the right a girl with long black hair. You only see their backs as they are sitting facing the screens, in front of them you should be able to see two big windows, filling the room with natural light. The colors should be kept to monotone and muted, with the people wearing grey clothes, sitting in grey chairs and the space being mainly white. To their front there is still two other desks with chairs and computers but more blurred out and nobody appears to be sitting on them.","[42,177];[183,242];[341,388];[390,483]","[9,20];[244,302];[304,339];[484,619]",9,1755621699879,1755621699984,a,65, weekly, physical-keyboard,7,1
