PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,WORD
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",0,1756247321056,1756247321608,Shift,16, daily, physical-keyboard,0,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",1,1756247321554,1756247321626,P,80, daily, physical-keyboard,0,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",2,1756247321753,1756247321802,l,76, daily, physical-keyboard,1,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",3,1756247322149,1756247322195,e,69, daily, physical-keyboard,2,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",4,1756247322347,1756247322392,a,65, daily, physical-keyboard,3,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",5,1756247322534,1756247322613,s,83, daily, physical-keyboard,4,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",6,1756247322765,1756247322834,e,69, daily, physical-keyboard,5,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",7,1756247323904,1756247323952,.,190, daily, physical-keyboard,6,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",8,1756247324118,1756247324178, ,32, daily, physical-keyboard,7,0
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",9,1756247324593,1756247325506,Shift,16, daily, physical-keyboard,8,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",10,1756247325112,1756247634272,Shift,16, daily, physical-keyboard,8,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",11,1756247325149,1756247667892,Shift,16, daily, physical-keyboard,8,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",12,1756247325182,0,Shift,16, daily, physical-keyboard,8,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",13,1756247325216,0,Shift,16, daily, physical-keyboard,8,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",14,1756247325251,0,Shift,16, daily, physical-keyboard,8,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",15,1756247325284,0,Shift,16, daily, physical-keyboard,8,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",16,1756247325317,0,Shift,16, daily, physical-keyboard,8,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",17,1756247325350,1756247325438,C,67, daily, physical-keyboard,8,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",18,1756247395644,1756247395698,r,82, daily, physical-keyboard,9,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",19,1756247395797,1756247395846,e,69, daily, physical-keyboard,10,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",20,1756247395869,1756247395948,a,65, daily, physical-keyboard,11,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",21,1756247396114,1756247396175,t,84, daily, physical-keyboard,12,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",22,1756247396235,1756247396297,e,69, daily, physical-keyboard,13,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",23,1756247396363,1756247396427, ,32, daily, physical-keyboard,14,0
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",24,1756247396510,1756247396588,a,65, daily, physical-keyboard,15,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",25,1756247396839,1756247396934, ,32, daily, physical-keyboard,16,0
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",26,1756247397000,1756247397064,r,82, daily, physical-keyboard,17,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",27,1756247397181,1756247397228,e,69, daily, physical-keyboard,18,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",28,1756247397324,1756247397395,m,77, daily, physical-keyboard,19,1
5accb373436f5500010037ee,text-to-prompt,0,6,2,Please. Create a reminder in my calendar to remind me to submit the Q3 report documents by friday at noon at the latest. These document must be uploaded in the shared folder,"[8,105]","[153,173]",29,1756247397536,1756247397591,i,73, daily, physical-keyboard,20,1
