PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,WORD
6140ef8d27499e70e8740918,prompt-to-text,0,2,4,"Hey! I'm looking to create a story, I'll give you the main synopsis so you can create me a full story based on that. The story is going to be later drawn out in japanese manga style so feel free to use references from japan tropes in stories. The main subject is a young girl that is starting to explore her working life and adapting while still keeping her main hobby of dressing up in gothic lolita clothes. The story ends up being a romantic comedy as she finds a boy in a similar situation through her work that likes japanese fashion but they both look normal as they work. So the story should be a period of them trying to find out about each other while getting certain hints that they might be into the same things but not being sure.","[117,181];[265,320];[358,408];[436,451];[455,510];[511,538];[579,741]","[198,241]",0,1755622254154,1755622254258,CapsLock,20, weekly, physical-keyboard,-1,0
6140ef8d27499e70e8740918,prompt-to-text,0,2,4,"Hey! I'm looking to create a story, I'll give you the main synopsis so you can create me a full story based on that. The story is going to be later drawn out in japanese manga style so feel free to use references from japan tropes in stories. The main subject is a young girl that is starting to explore her working life and adapting while still keeping her main hobby of dressing up in gothic lolita clothes. The story ends up being a romantic comedy as she finds a boy in a similar situation through her work that likes japanese fashion but they both look normal as they work. So the story should be a period of them trying to find out about each other while getting certain hints that they might be into the same things but not being sure.","[117,181];[265,320];[358,408];[436,451];[455,510];[511,538];[579,741]","[198,241]",1,1755622254297,1755622254410,H,72, weekly, physical-keyboard,0,1
6140ef8d27499e70e8740918,prompt-to-text,0,2,4,"Hey! I'm looking to create a story, I'll give you the main synopsis so you can create me a full story based on that. The story is going to be later drawn out in japanese manga style so feel free to use references from japan tropes in stories. The main subject is a young girl that is starting to explore her working life and adapting while still keeping her main hobby of dressing up in gothic lolita clothes. The story ends up being a romantic comedy as she finds a boy in a similar situation through her work that likes japanese fashion but they both look normal as they work. So the story should be a period of them trying to find out about each other while getting certain hints that they might be into the same things but not being sure.","[117,181];[265,320];[358,408];[436,451];[455,510];[511,538];[579,741]","[198,241]",2,1755622254371,1755622254506,CapsLock,20, weekly, physical-keyboard,-1,0
6140ef8d27499e70e8740918,prompt-to-text,0,2,4,"Hey! I'm looking to create a story, I'll give you the main synopsis so you can create me a full story based on that. The story is going to be later drawn out in japanese manga style so feel free to use references from japan tropes in stories. The main subject is a young girl that is starting to explore her working life and adapting while still keeping her main hobby of dressing up in gothic lolita clothes. The story ends up being a romantic comedy as she finds a boy in a similar situation through her work that likes japanese fashion but they both look normal as they work. So the story should be a period of them trying to find out about each other while getting certain hints that they might be into the same things but not being sure.","[117,181];[265,320];[358,408];[436,451];[455,510];[511,538];[579,741]","[198,241]",3,1755622254530,1755622254641,e,69, weekly, physical-keyboard,1,1
6140ef8d27499e70e8740918,prompt-to-text,0,2,4,"Hey! I'm looking to create a story, I'll give you the main synopsis so you can create me a full story based on that. The story is going to be later drawn out in japanese manga style so feel free to use references from japan tropes in stories. The main subject is a young girl that is starting to explore her working life and adapting while still keeping her main hobby of dressing up in gothic lolita clothes. The story ends up being a romantic comedy as she finds a boy in a similar situation through her work that likes japanese fashion but they both look normal as they work. So the story should be a period of them trying to find out about each other while getting certain hints that they might be into the same things but not being sure.","[117,181];[265,320];[358,408];[436,451];[455,510];[511,538];[579,741]","[198,241]",4,1755622254713,1755622254753,y,89, weekly, physical-keyboard,2,1
6140ef8d27499e70e8740918,prompt-to-text,0,2,4,"Hey! I'm looking to create a story, I'll give you the main synopsis so you can create me a full story based on that. The story is going to be later drawn out in japanese manga style so feel free to use references from japan tropes in stories. The main subject is a young girl that is starting to explore her working life and adapting while still keeping her main hobby of dressing up in gothic lolita clothes. The story ends up being a romantic comedy as she finds a boy in a similar situation through her work that likes japanese fashion but they both look normal as they work. So the story should be a period of them trying to find out about each other while getting certain hints that they might be into the same things but not being sure.","[117,181];[265,320];[358,408];[436,451];[455,510];[511,538];[579,741]","[198,241]",5,1755622254992,1755622255297,Shift,16, weekly, physical-keyboard,3,1
6140ef8d27499e70e8740918,prompt-to-text,0,2,4,"Hey! I'm looking to create a story, I'll give you the main synopsis so you can create me a full story based on that. The story is going to be later drawn out in japanese manga style so feel free to use references from japan tropes in stories. The main subject is a young girl that is starting to explore her working life and adapting while still keeping her main hobby of dressing up in gothic lolita clothes. The story ends up being a romantic comedy as she finds a boy in a similar situation through her work that likes japanese fashion but they both look normal as they work. So the story should be a period of them trying to find out about each other while getting certain hints that they might be into the same things but not being sure.","[117,181];[265,320];[358,408];[436,451];[455,510];[511,538];[579,741]","[198,241]",6,1755622255154,1755622255257,!,49, weekly, physical-keyboard,3,1
6140ef8d27499e70e8740918,prompt-to-text,0,2,4,"Hey! I'm looking to create a story, I'll give you the main synopsis so you can create me a full story based on that. The story is going to be later drawn out in japanese manga style so feel free to use references from japan tropes in stories. The main subject is a young girl that is starting to explore her working life and adapting while still keeping her main hobby of dressing up in gothic lolita clothes. The story ends up being a romantic comedy as she finds a boy in a similar situation through her work that likes japanese fashion but they both look normal as they work. So the story should be a period of them trying to find out about each other while getting certain hints that they might be into the same things but not being sure.","[117,181];[265,320];[358,408];[436,451];[455,510];[511,538];[579,741]","[198,241]",7,1755622255330,1755622255418, ,32, weekly, physical-keyboard,4,0
6140ef8d27499e70e8740918,prompt-to-text,0,2,4,"Hey! I'm looking to create a story, I'll give you the main synopsis so you can create me a full story based on that. The story is going to be later drawn out in japanese manga style so feel free to use references from japan tropes in stories. The main subject is a young girl that is starting to explore her working life and adapting while still keeping her main hobby of dressing up in gothic lolita clothes. The story ends up being a romantic comedy as she finds a boy in a similar situation through her work that likes japanese fashion but they both look normal as they work. So the story should be a period of them trying to find out about each other while getting certain hints that they might be into the same things but not being sure.","[117,181];[265,320];[358,408];[436,451];[455,510];[511,538];[579,741]","[198,241]",8,1755622255482,1755622255561,CapsLock,20, weekly, physical-keyboard,-1,0
6140ef8d27499e70e8740918,prompt-to-text,0,2,4,"Hey! I'm looking to create a story, I'll give you the main synopsis so you can create me a full story based on that. The story is going to be later drawn out in japanese manga style so feel free to use references from japan tropes in stories. The main subject is a young girl that is starting to explore her working life and adapting while still keeping her main hobby of dressing up in gothic lolita clothes. The story ends up being a romantic comedy as she finds a boy in a similar situation through her work that likes japanese fashion but they both look normal as they work. So the story should be a period of them trying to find out about each other while getting certain hints that they might be into the same things but not being sure.","[117,181];[265,320];[358,408];[436,451];[455,510];[511,538];[579,741]","[198,241]",9,1755622255602,1755622255674,I,73, weekly, physical-keyboard,5,1
