PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,WORD
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",0,1756294237586,1756294238142,Shift,16, weekly, physical-keyboard,0,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",1,1756294237949,1756294238099,W,87, weekly, physical-keyboard,0,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",2,1756294238518,1756294238627,r,82, weekly, physical-keyboard,1,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",3,1756294238674,1756294238737,i,73, weekly, physical-keyboard,2,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",4,1756294238838,1756294238923,t,84, weekly, physical-keyboard,3,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",5,1756294239112,1756294239200,e,69, weekly, physical-keyboard,4,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",6,1756294239502,1756294239609, ,32, weekly, physical-keyboard,5,0
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",7,1756294241005,1756294241158,a,65, weekly, physical-keyboard,6,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",8,1756294241922,1756294242071, ,32, weekly, physical-keyboard,7,0
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",9,1756294242221,1756294242345,s,83, weekly, physical-keyboard,8,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",10,1756294242403,1756294242468,h,72, weekly, physical-keyboard,9,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",11,1756294242702,1756294242768,o,79, weekly, physical-keyboard,10,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",12,1756294242889,1756294243000,r,82, weekly, physical-keyboard,11,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",13,1756294243145,1756294243208,t,84, weekly, physical-keyboard,12,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",14,1756294243476,1756294243542, ,32, weekly, physical-keyboard,13,0
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",15,1756294245835,1756294245902,p,80, weekly, physical-keyboard,14,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",16,1756294246139,1756294246247,a,65, weekly, physical-keyboard,15,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",17,1756294246275,1756294246340,r,82, weekly, physical-keyboard,16,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",18,1756294246386,1756294246497,a,65, weekly, physical-keyboard,17,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",19,1756294246586,1756294246671,g,71, weekly, physical-keyboard,18,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",20,1756294246838,1756294246901,r,82, weekly, physical-keyboard,19,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",21,1756294247014,1756294247102,a,65, weekly, physical-keyboard,20,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",22,1756294247405,1756294247471,p,80, weekly, physical-keyboard,21,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",23,1756294247718,1756294247784,h,72, weekly, physical-keyboard,22,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",24,1756294248069,1756294248112, ,32, weekly, physical-keyboard,23,0
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",25,1756294248328,1756294248420,d,68, weekly, physical-keyboard,24,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",26,1756294248552,1756294248596,e,69, weekly, physical-keyboard,25,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",27,1756294248771,1756294248859,s,83, weekly, physical-keyboard,26,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",28,1756294249042,1756294249132,c,67, weekly, physical-keyboard,27,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",29,1756294249484,1756294249550,r,82, weekly, physical-keyboard,28,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",30,1756294249778,1756294249842,i,73, weekly, physical-keyboard,29,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",31,1756294250022,1756294250111,b,66, weekly, physical-keyboard,30,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",32,1756294250245,1756294250313,i,73, weekly, physical-keyboard,31,1
65eafe348dd7dad3b69be921,text-to-prompt,1,1,6,Write a short paragraph describing a turtle walking in nature near riverbank,"[0,61]","[62,76]",33,1756294250472,1756294250535,n,78, weekly, physical-keyboard,32,1
