PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",0,1756282334455,1756282334543,CapsLock,20, monthly, physical-keyboard,-1,0,0,0
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",1,1756282334752,1756282334834,A,65, monthly, physical-keyboard,0,0,0,1
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",2,1756282335044,1756282335104,CapsLock,20, monthly, physical-keyboard,-1,0,0,0
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",3,1756282335703,1756282335834, ,32, monthly, physical-keyboard,1,0,0,0
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",4,1756282336025,1756282336122,c,67, monthly, physical-keyboard,2,0,0,1
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",5,1756282336272,1756282336402,o,79, monthly, physical-keyboard,3,0,0,1
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",6,1756282336469,1756282336579,u,85, monthly, physical-keyboard,4,0,0,1
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",7,1756282336647,1756282336751,p,80, monthly, physical-keyboard,5,0,0,1
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",8,1756282336882,1756282337018,l,76, monthly, physical-keyboard,6,0,0,1
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",9,1756282337151,1756282337233,e,69, monthly, physical-keyboard,7,0,0,1
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",10,1756282337332,1756282337411, ,32, monthly, physical-keyboard,8,0,0,0
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",11,1756282337560,1756282337696,o,79, monthly, physical-keyboard,9,0,0,1
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",12,1756282337731,1756282337811,f,70, monthly, physical-keyboard,10,0,0,1
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",13,1756282337953,1756282338035, ,32, monthly, physical-keyboard,11,0,0,0
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",14,1756282338109,1756282338177,t,84, monthly, physical-keyboard,12,0,0,1
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",15,1756282338421,1756282338497,e,69, monthly, physical-keyboard,13,0,0,1
65a3ec77f674ac3e98f0c6ac,prompt-to-text,0,2,4,A couple of teenagers skateboarding in a park.,"[22,35]","[36,45]",16,1756282338634,1756282338695,e,69, monthly, physical-keyboard,14,0,0,1
