PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",0,1756306893775,1756306893890,w,87, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",1,1756306893961,1756306894048,h,72, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",2,1756306894124,1756306894284,a,65, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",3,1756306894334,1756306894409,t,84, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",4,1756306894633,1756306894712, ,32, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",5,1756306895994,1756306896114,Backspace,8, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",6,1756306896197,1756306896545,Backspace,8, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",7,1756306896603,1756306896778,Backspace,8, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",8,1756306896888,1756306897043,Backspace,8, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",9,1756306897069,1756306897180,Backspace,8, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",10,1756306897287,1756306897334,Backspace,8, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",11,1756306898058,1756306898169,e,69, monthly, physical-keyboard,0
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",12,1756306898603,1756306898706,x,88, monthly, physical-keyboard,1
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",13,1756306898993,1756306899064,p,80, monthly, physical-keyboard,2
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",14,1756306899204,1756306899291,l,76, monthly, physical-keyboard,3
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",15,1756306899400,1756306899547,a,65, monthly, physical-keyboard,4
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",16,1756306899822,1756306899912,i,73, monthly, physical-keyboard,5
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",17,1756306900075,1756306900182,n,78, monthly, physical-keyboard,6
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",18,1756306900320,1756306900423, ,32, monthly, physical-keyboard,7
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",19,1756306901185,1756306901268,t,84, monthly, physical-keyboard,8
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",20,1756306901683,1756306901756,o,79, monthly, physical-keyboard,9
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",21,1756306902094,1756306902171, ,32, monthly, physical-keyboard,10
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",22,1756306902806,1756306902865,m,77, monthly, physical-keyboard,11
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",23,1756306903087,1756306903214,e,69, monthly, physical-keyboard,12
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",24,1756306903370,1756306903450, ,32, monthly, physical-keyboard,13
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",25,1756306905036,1756306905095,l,76, monthly, physical-keyboard,14
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",26,1756306905260,1756306905351,i,73, monthly, physical-keyboard,15
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",27,1756306905482,1756306905552,k,75, monthly, physical-keyboard,16
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",28,1756306905694,1756306905810,e,69, monthly, physical-keyboard,17
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",29,1756306905901,1756306905988, ,32, monthly, physical-keyboard,18
664fa86722f5339adebd32ec,prompt-to-text,1,2,3,explain to me like a child what democracy means,"[32,47];[0,13];[27,47]","[0,26];[0,25]",30,1756306906466,1756306906576,a,65, monthly, physical-keyboard,19
