PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",0,1756305382143,1756305382308,Shift,16, daily, physical-keyboard,0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",1,1756305382230,1756305382322,A,65, daily, physical-keyboard,0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",2,1756305382425,1756305382541, ,32, daily, physical-keyboard,-1
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",3,1756305382630,1756305382706,r,82, daily, physical-keyboard,2
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",4,1756305382744,1756305382819,i,73, daily, physical-keyboard,3
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",5,1756305382832,1756305382926,v,86, daily, physical-keyboard,4
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",6,1756305382974,1756305383109,e,69, daily, physical-keyboard,5
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",7,1756305383074,1756305383182,r,82, daily, physical-keyboard,6
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",8,1756305383300,1756305383502,Backspace,8, daily, physical-keyboard,6
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",9,1756305384468,1756305384551,r,82, daily, physical-keyboard,6
