PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",0,1756293696606,1756293696686,m,77, monthly, physical-keyboard,0
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",1,1756293696759,1756293696879,a,65, monthly, physical-keyboard,1
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",2,1756293697007,1756293697078,k,75, monthly, physical-keyboard,2
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",3,1756293697223,1756293697319,e,69, monthly, physical-keyboard,3
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",4,1756293697463,1756293697542, ,32, monthly, physical-keyboard,-1
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",5,1756293697590,1756293697742,a,65, monthly, physical-keyboard,7
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",6,1756293698151,1756293698247,t,84, monthly, physical-keyboard,8
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",7,1756293698383,1756293698462,e,69, monthly, physical-keyboard,9
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",8,1756293698735,1756293698830,x,88, monthly, physical-keyboard,10
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",9,1756293699183,1756293699255,t,84, monthly, physical-keyboard,11
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",10,1756293699967,1756293700046, ,32, monthly, physical-keyboard,-1
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",11,1756293701599,1756293701663,Backspace,8, monthly, physical-keyboard,11
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",12,1756293701847,1756293701895,Backspace,8, monthly, physical-keyboard,10
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",13,1756293702015,1756293702079,Backspace,8, monthly, physical-keyboard,9
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",14,1756293702183,1756293702239,Backspace,8, monthly, physical-keyboard,8
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",15,1756293702359,1756293702407,Backspace,8, monthly, physical-keyboard,7
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",16,1756293702687,1756293702815, ,32, monthly, physical-keyboard,-1
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",17,1756293703399,1756293703518,t,84, monthly, physical-keyboard,7
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",18,1756293703615,1756293703687,e,69, monthly, physical-keyboard,8
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",19,1756293704015,1756293704127,x,88, monthly, physical-keyboard,9
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",20,1756293704415,1756293704519,t,84, monthly, physical-keyboard,10
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",21,1756293705518,1756293705575,.,190, monthly, physical-keyboard,11
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",22,1756293705783,1756293705887, ,32, monthly, physical-keyboard,-1
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",23,1756293706567,1756293706695,t,84, monthly, physical-keyboard,13
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",24,1756293706823,1756293706902,h,72, monthly, physical-keyboard,14
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",25,1756293706959,1756293707055,e,69, monthly, physical-keyboard,15
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",26,1756293707175,1756293707255, ,32, monthly, physical-keyboard,-1
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",27,1756293707359,1756293707455,t,84, monthly, physical-keyboard,17
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",28,1756293707615,1756293707679,e,69, monthly, physical-keyboard,18
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",29,1756293707975,1756293708079,x,88, monthly, physical-keyboard,19
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",30,1756293708279,1756293708399,t,84, monthly, physical-keyboard,20
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",31,1756293708535,1756293708615, ,32, monthly, physical-keyboard,-1
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",32,1756293708815,1756293708919,s,83, monthly, physical-keyboard,22
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",33,1756293709127,1756293709191,h,72, monthly, physical-keyboard,23
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",34,1756293709623,1756293709687,o,79, monthly, physical-keyboard,24
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",35,1756293709831,1756293709902,u,85, monthly, physical-keyboard,25
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",36,1756293710103,1756293710199,l,76, monthly, physical-keyboard,26
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",37,1756293710303,1756293710391,d,68, monthly, physical-keyboard,29
66321cfc446914f3b199e193,text-to-prompt,1,7,3,make a text. the text should mention a small turtle. the turtle should walk along the riverbank. the turtle should stop to watch the leaves floating on the water. then it should walk away leaving footprints on the mud.,"[0,52];[53,95];[97,188]","[188,217]",38,1756293710503,1756293710591, ,32, monthly, physical-keyboard,-1
