PARTICIPANT_ID,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,D1U1,D1D2,U1U2,D1U2,U1D2,WORD_ID,D1U1_MEAN_WORD,D1D2_MEAN_WORD,U1U2_MEAN_WORD,D1U2_MEAN_WORD,U1D2_MEAN_WORD,WORD_LEN_KEYS,WORD_DURATION,OVERLAP_FLAG,MS_PER_KEY_WORD,D1U1_WORD_STD,D1U1_WORD_IQR,D1U1_WORD_RANGE,D1U1_WORD_CV,D1D2_WORD_STD,D1D2_WORD_IQR,D1D2_WORD_RANGE,D1D2_WORD_CV,U1U2_WORD_STD,U1U2_WORD_IQR,U1U2_WORD_RANGE,U1U2_WORD_CV,D1U2_WORD_STD,D1U2_WORD_IQR,D1U2_WORD_RANGE,D1U2_WORD_CV,U1D2_WORD_STD,U1D2_WORD_IQR,U1D2_WORD_RANGE,U1D2_WORD_CV,PAUSE_FLAG_X2,PAUSE_FLAG_P90,PAUSE_RATE_WORD,OVERLAP_MAG,OVERLAP_RATE_WORD,OVERLAP_MAG_MEAN_WORD,BACKSPACE_FLAG,BACKSPACE_RATE_WORD,TRI_RP_SUM,tri_1KeyLat[0],tri_1KeyLat[1],tri_2KeyLat[0],tri_2KeyLat[1],tri_1D2D[0],tri_2D3D[0],tri_Dur[0],tri_Dur[1],tri_NumEvents[0],tri_NumEvents[1],TRI_RP_SUM_WORD_MEAN,tri_2KeyLat[0]_WORD_MEAN,tri_2KeyLat[1]_WORD_MEAN,tri_1D2D[0]_WORD_MEAN,tri_2D3D[0]_WORD_MEAN,tri_Dur[0]_WORD_MEAN,TRI_RP_SUM_DEV_FROM_TRIGRAM_MEAN,tri_2KeyLat[0]_DEV_FROM_TRIGRAM_MEAN,tri_2KeyLat[1]_DEV_FROM_TRIGRAM_MEAN,tri_Dur[0]_DEV_FROM_TRIGRAM_MEAN
65fda4aa45ba55e983e2a2d9,1,0,180,,,166.0,-91.0,1.0,128.5,89.0,-14.0,237.0,-91.0,2.0,166.0,1,83.0,72.8319984622144,51.5,103,0.5667859802506957,,0.0,0,,,0.0,0,,100.40916292848976,71.0,142,0.4236673541286487,168.99852070358486,119.5,239,5.929772656266136,0,0,0.0,91,1,1,0,0,57.0,89.0,225.0,-91.0,148.0,257.0,160.0,340.0,397.0,1,0,91.0,28.5,62.5,208.5,189.0,317.5,0.0,0.0,0.0,0.0
65fda4aa45ba55e983e2a2d9,1,0,77,89.0,-14.0,308.0,148.0,1.0,128.5,89.0,-14.0,237.0,-91.0,2.0,166.0,0,83.0,72.8319984622144,51.5,103,0.5667859802506957,,0.0,0,,,0.0,0,,100.40916292848976,71.0,142,0.4236673541286487,168.99852070358486,119.5,239,5.929772656266136,0,0,0.0,0,1,1,0,0,125.0,225.0,60.0,148.0,-23.0,160.0,218.0,295.0,420.0,1,0,91.0,28.5,62.5,208.5,189.0,317.5,0.0,0.0,0.0,0.0
65fda4aa45ba55e983e2a2d9,1,0,83,225.0,231.0,195.0,-23.0,,,,,,,,,1,,23.68286948151146,34.0,106,0.2328371999586801,1851.9524442652687,118.0,7486,2.277424060759258,1854.267857056872,104.75,7537,2.2591375858320606,1401.3487777228754,583.75,5787,1.3940796481290596,1402.03334718321,602.25,5785,1.7880634808075555,0,0,0.1785714285714285,23,1,1,0,0,103.0,60.0,261.0,-23.0,126.0,218.0,256.0,339.0,442.0,1,0,893.5714285714286,784.1071428571429,109.46428571428572,221.1071428571429,228.53571428571428,330.25,0.0,0.0,0.0,0.0
65fda4aa45ba55e983e2a2d9,1,0,135,60.0,112.0,382.0,126.0,2.0,98.16666666666669,168.16666666666666,175.5,279.8333333333333,97.4,6.0,1076.0,0,179.33333333333334,32.8232641074386,53.5,73,0.334362622486641,83.8222325321073,97.5,217,0.4984473688727887,58.87529193133568,96.5,135,0.3354717488964996,74.58261638389115,108.75,186,0.2665251329978242,42.56955093334515,52.75,108,0.4774155244861138,0,0,0.0,0,0,0,0,0,282.0,261.0,277.0,126.0,156.0,256.0,193.0,328.0,610.0,0,0,164.83333333333334,89.16666666666667,75.66666666666667,190.66666666666663,186.0,284.1666666666667,0.0,0.0,0.0,0.0
65fda4aa45ba55e983e2a2d9,1,0,121,261.0,247.0,349.0,156.0,2.0,98.16666666666669,168.16666666666666,175.5,279.8333333333333,97.4,6.0,1076.0,0,179.33333333333334,32.8232641074386,53.5,73,0.334362622486641,83.8222325321073,97.5,217,0.4984473688727887,58.87529193133568,96.5,135,0.3354717488964996,74.58261638389115,108.75,186,0.2665251329978242,42.56955093334515,52.75,108,0.4774155244861138,0,0,0.0,0,0,0,0,0,218.0,277.0,134.0,156.0,62.0,193.0,144.0,265.0,483.0,0,0,164.83333333333334,89.16666666666667,75.66666666666667,190.66666666666663,186.0,284.1666666666667,0.0,0.0,0.0,0.0
65fda4aa45ba55e983e2a2d9,1,0,72,277.0,228.0,206.0,62.0,2.0,98.16666666666669,168.16666666666666,175.5,279.8333333333333,97.4,6.0,1076.0,0,179.33333333333334,32.8232641074386,53.5,73,0.334362622486641,83.8222325321073,97.5,217,0.4984473688727887,58.87529193133568,96.5,135,0.3354717488964996,74.58261638389115,108.75,186,0.2665251329978242,42.56955093334515,52.75,108,0.4774155244861138,0,0,0.0,0,0,0,0,0,124.0,134.0,134.0,62.0,62.0,144.0,134.0,206.0,330.0,0,0,164.83333333333334,89.16666666666667,75.66666666666667,190.66666666666663,186.0,284.1666666666667,0.0,0.0,0.0,0.0
65fda4aa45ba55e983e2a2d9,1,0,72,134.0,134.0,196.0,62.0,2.0,98.16666666666669,168.16666666666666,175.5,279.8333333333333,97.4,6.0,1076.0,0,179.33333333333334,32.8232641074386,53.5,73,0.334362622486641,83.8222325321073,97.5,217,0.4984473688727887,58.87529193133568,96.5,135,0.3354717488964996,74.58261638389115,108.75,186,0.2665251329978242,42.56955093334515,52.75,108,0.4774155244861138,0,0,0.0,0,0,0,0,0,143.0,134.0,143.0,62.0,81.0,134.0,189.0,261.0,404.0,0,0,164.83333333333334,89.16666666666667,75.66666666666667,190.66666666666663,186.0,284.1666666666667,0.0,0.0,0.0,0.0
65fda4aa45ba55e983e2a2d9,1,0,62,134.0,124.0,270.0,81.0,2.0,98.16666666666669,168.16666666666666,175.5,279.8333333333333,97.4,6.0,1076.0,0,179.33333333333334,32.8232641074386,53.5,73,0.334362622486641,83.8222325321073,97.5,217,0.4984473688727887,58.87529193133568,96.5,135,0.3354717488964996,74.58261638389115,108.75,186,0.2665251329978242,42.56955093334515,52.75,108,0.4774155244861138,0,0,0.0,0,0,0,0,0,129.0,143.0,175.0,81.0,48.0,189.0,228.0,290.0,419.0,0,0,164.83333333333334,89.16666666666667,75.66666666666667,190.66666666666663,186.0,284.1666666666667,0.0,0.0,0.0,0.0
65fda4aa45ba55e983e2a2d9,1,0,127,143.0,208.0,276.0,48.0,2.0,98.16666666666669,168.16666666666666,175.5,279.8333333333333,97.4,6.0,1076.0,0,179.33333333333334,32.8232641074386,53.5,73,0.334362622486641,83.8222325321073,97.5,217,0.4984473688727887,58.87529193133568,96.5,135,0.3354717488964996,74.58261638389115,108.75,186,0.2665251329978242,42.56955093334515,52.75,108,0.4774155244861138,0,0,0.0,0,0,0,0,0,93.0,175.0,146.0,48.0,45.0,228.0,228.0,355.0,448.0,0,0,164.83333333333334,89.16666666666667,75.66666666666667,190.66666666666663,186.0,284.1666666666667,0.0,0.0,0.0,0.0
65fda4aa45ba55e983e2a2d9,1,0,101,175.0,149.0,273.0,45.0,,,,,,,,,0,,23.68286948151146,34.0,106,0.2328371999586801,1851.9524442652687,118.0,7486,2.277424060759258,1854.267857056872,104.75,7537,2.2591375858320606,1401.3487777228754,583.75,5787,1.3940796481290596,1402.03334718321,602.25,5785,1.7880634808075555,0,0,0.1785714285714285,0,1,1,0,0,282.0,146.0,364.0,45.0,237.0,228.0,186.0,287.0,569.0,0,0,893.5714285714286,784.1071428571429,109.46428571428572,221.1071428571429,228.53571428571428,330.25,-33.0,-38.0,5.0,12.5
