filename,PARTICIPANT_ID,span_index,words,duration_seconds,WPM_file,PARTICIPANT_ID_error_word,words_error_word,backspaces_in_words,ERRORRATE_FILE,PARTICIPANT_ID_flight_dwell,mean_dwell_ms,mean_flight_ms,label
experiment_5adae3ebdec767000128c131_20250819162658.csv,5adae3ebdec767000128c131,5,26,109.702,14.220342,5adae3ebdec767000128c131,26,5,0.192308,5adae3ebdec767000128c131,120.0,424.3333333333333,1
experiment_5bf368846edd7200017136c7_20250819173015.csv,5bf368846edd7200017136c7,0,19,17.806,64.023363,5bf368846edd7200017136c7,19,9,0.473684,5bf368846edd7200017136c7,160.16666666666666,11.6,0
experiment_5bf368846edd7200017136c7_20250819173115.csv,5bf368846edd7200017136c7,0,21,19.335,65.166796,5bf368846edd7200017136c7,21,0,0.0,5bf368846edd7200017136c7,145.0,9.75,1
experiment_5bf368846edd7200017136c7_20250819173224.csv,5bf368846edd7200017136c7,3,18,35.971,30.024186,5bf368846edd7200017136c7,18,7,0.388889,5bf368846edd7200017136c7,142.75,-16.0,0
experiment_5bf368846edd7200017136c7_20250819173345.csv,5bf368846edd7200017136c7,3,18,37.945,28.462248,5bf368846edd7200017136c7,18,0,0.0,5bf368846edd7200017136c7,147.71428571428572,9.166666666666666,0
experiment_5bf368846edd7200017136c7_20250819173434.csv,5bf368846edd7200017136c7,3,15,15.772,57.06315,5bf368846edd7200017136c7,15,0,0.0,5bf368846edd7200017136c7,97.0,74.25,0
experiment_5bf368846edd7200017136c7_20250819173531.csv,5bf368846edd7200017136c7,2,14,20.591,40.794522,5bf368846edd7200017136c7,14,1,0.071429,5bf368846edd7200017136c7,136.4,-5.0,1
experiment_5bf368846edd7200017136c7_20250819173657.csv,5bf368846edd7200017136c7,2,23,31.352,44.016331,5bf368846edd7200017136c7,23,2,0.086957,5bf368846edd7200017136c7,132.4,-15.75,1
experiment_5bf368846edd7200017136c7_20250819173744.csv,5bf368846edd7200017136c7,3,7,4.386,95.759234,5bf368846edd7200017136c7,7,0,0.0,5bf368846edd7200017136c7,108.4,-16.0,0
experiment_5c4f5967aac8be0001716a65_20250827072337.csv,5c4f5967aac8be0001716a65,0,31,56.044,33.188209,5c4f5967aac8be0001716a65,31,16,0.516129,5c4f5967aac8be0001716a65,115.33333333333331,15.4,0
experiment_5c4f5967aac8be0001716a65_20250827072604.csv,5c4f5967aac8be0001716a65,0,31,80.299,23.163427,5c4f5967aac8be0001716a65,31,16,0.516129,5c4f5967aac8be0001716a65,1916.619047619048,-1079.1,0
experiment_5c4f5967aac8be0001716a65_20250827072740.csv,5c4f5967aac8be0001716a65,0,21,40.93,30.784266,5c4f5967aac8be0001716a65,21,8,0.380952,5c4f5967aac8be0001716a65,244.0,-188.0,0
experiment_5c4f5967aac8be0001716a65_20250827072858.csv,5c4f5967aac8be0001716a65,0,12,52.403,13.739671,5c4f5967aac8be0001716a65,12,40,3.333333,5c4f5967aac8be0001716a65,303.0,-237.0,0
experiment_5c4f5967aac8be0001716a65_20250827073017.csv,5c4f5967aac8be0001716a65,0,29,48.72,35.714286,5c4f5967aac8be0001716a65,29,14,0.482759,5c4f5967aac8be0001716a65,315.5,-184.0,1
experiment_5c4f5967aac8be0001716a65_20250827073135.csv,5c4f5967aac8be0001716a65,3,31,27.201,68.379839,5c4f5967aac8be0001716a65,31,4,0.129032,5c4f5967aac8be0001716a65,127.25,48.0,0
experiment_5c4f5967aac8be0001716a65_20250827073247.csv,5c4f5967aac8be0001716a65,0,29,48.284,36.036782,5c4f5967aac8be0001716a65,29,12,0.413793,5c4f5967aac8be0001716a65,205.0,-147.0,1
experiment_5c4f5967aac8be0001716a65_20250827073348.csv,5c4f5967aac8be0001716a65,0,22,34.604,38.145879,5c4f5967aac8be0001716a65,22,2,0.090909,5c4f5967aac8be0001716a65,3725.222222222222,-3845.75,1
experiment_5caa534a19731a00190bb935_20250826134753.csv,5caa534a19731a00190bb935,0,19,79.743,14.295926,5caa534a19731a00190bb935,19,11,0.578947,5caa534a19731a00190bb935,157.5,179.66666666666666,0
experiment_5caa534a19731a00190bb935_20250826134934.csv,5caa534a19731a00190bb935,0,25,68.33,21.95229,5caa534a19731a00190bb935,25,10,0.4,5caa534a19731a00190bb935,124.16666666666669,150.4,0
experiment_5caa534a19731a00190bb935_20250826135056.csv,5caa534a19731a00190bb935,0,24,53.741,26.795184,5caa534a19731a00190bb935,24,7,0.291667,5caa534a19731a00190bb935,127.4,58.0,0
experiment_5caa534a19731a00190bb935_20250826135247.csv,5caa534a19731a00190bb935,0,22,71.282,18.517999,5caa534a19731a00190bb935,22,9,0.409091,5caa534a19731a00190bb935,167.75,68.0,0
experiment_5caa534a19731a00190bb935_20250826135512.csv,5caa534a19731a00190bb935,1,37,69.653,31.872281,5caa534a19731a00190bb935,37,6,0.162162,5caa534a19731a00190bb935,136.5,-66.0,0
experiment_5caa534a19731a00190bb935_20250826135711.csv,5caa534a19731a00190bb935,0,28,72.915,23.040527,5caa534a19731a00190bb935,28,11,0.392857,5caa534a19731a00190bb935,117.0,70.33333333333333,0
experiment_5caa534a19731a00190bb935_20250826135920.csv,5caa534a19731a00190bb935,0,22,72.784,18.135854,5caa534a19731a00190bb935,22,23,1.045455,5caa534a19731a00190bb935,129.25,21.0,0
experiment_5caa534a19731a00190bb935_20250826140059.csv,5caa534a19731a00190bb935,0,22,62.101,21.255696,5caa534a19731a00190bb935,22,9,0.409091,5caa534a19731a00190bb935,137.0,-98.0,0
experiment_5cab22cd68194f001511b2d6_20250826123221.csv,5cab22cd68194f001511b2d6,2,12,118.967,6.052098,5cab22cd68194f001511b2d6,12,46,3.833333,5cab22cd68194f001511b2d6,95.13513513513512,1422.4166666666667,0
experiment_5cab22cd68194f001511b2d6_20250826123421.csv,5cab22cd68194f001511b2d6,4,16,79.997,12.00045,5cab22cd68194f001511b2d6,16,51,3.1875,5cab22cd68194f001511b2d6,96.75,106.33333333333331,0
experiment_5cab22cd68194f001511b2d6_20250826123618.csv,5cab22cd68194f001511b2d6,2,22,85.088,15.513351,5cab22cd68194f001511b2d6,22,18,0.818182,5cab22cd68194f001511b2d6,98.8,78.0,0
experiment_5cab22cd68194f001511b2d6_20250826123817.csv,5cab22cd68194f001511b2d6,8,51,83.851,36.493304,5cab22cd68194f001511b2d6,51,11,0.215686,5cab22cd68194f001511b2d6,128.0,388.0,1
experiment_5cab22cd68194f001511b2d6_20250826124016.csv,5cab22cd68194f001511b2d6,9,54,69.031,46.935435,5cab22cd68194f001511b2d6,54,15,0.277778,5cab22cd68194f001511b2d6,126.75,138.0,0
experiment_5cab22cd68194f001511b2d6_20250826124150.csv,5cab22cd68194f001511b2d6,5,39,46.519,50.302027,5cab22cd68194f001511b2d6,39,4,0.102564,5cab22cd68194f001511b2d6,83.66666666666667,176.0,1
experiment_5cab22cd68194f001511b2d6_20250826124351.csv,5cab22cd68194f001511b2d6,2,43,77.118,33.455224,5cab22cd68194f001511b2d6,43,11,0.255814,5cab22cd68194f001511b2d6,108.2,26.5,0
experiment_5cab22cd68194f001511b2d6_20250826124438.csv,5cab22cd68194f001511b2d6,2,12,15.885,45.325779,5cab22cd68194f001511b2d6,12,0,0.0,5cab22cd68194f001511b2d6,107.875,108.57142857142856,1
experiment_5ced66139b5b490001b688ed_20250819173629.csv,5ced66139b5b490001b688ed,6,16,100.996,9.505327,5ced66139b5b490001b688ed,16,74,4.625,5ced66139b5b490001b688ed,91.6,8.0,0
experiment_5ced66139b5b490001b688ed_20250819173808.csv,5ced66139b5b490001b688ed,12,41,55.567,44.27088,5ced66139b5b490001b688ed,41,12,0.292683,5ced66139b5b490001b688ed,82.28571428571429,25.33333333333333,0
experiment_5ced66139b5b490001b688ed_20250819173856.csv,5ced66139b5b490001b688ed,2,20,17.978,66.748248,5ced66139b5b490001b688ed,20,3,0.15,5ced66139b5b490001b688ed,95.75,113.33333333333331,0
experiment_5ced66139b5b490001b688ed_20250819173958.csv,5ced66139b5b490001b688ed,5,25,33.812,44.362948,5ced66139b5b490001b688ed,25,2,0.08,5ced66139b5b490001b688ed,94.63636363636364,32.6,0
experiment_5ced66139b5b490001b688ed_20250819174044.csv,5ced66139b5b490001b688ed,5,17,19.179,53.183169,5ced66139b5b490001b688ed,17,0,0.0,5ced66139b5b490001b688ed,103.0,377.75,0
experiment_5ced66139b5b490001b688ed_20250819174211.csv,5ced66139b5b490001b688ed,0,29,34.335,50.677152,5ced66139b5b490001b688ed,29,1,0.034483,5ced66139b5b490001b688ed,118.42857142857144,2.0,0
experiment_5ced66139b5b490001b688ed_20250819174300.csv,5ced66139b5b490001b688ed,5,18,28.779,37.527364,5ced66139b5b490001b688ed,18,10,0.555556,5ced66139b5b490001b688ed,109.8,18.75,0
experiment_5ced66139b5b490001b688ed_20250819174412.csv,5ced66139b5b490001b688ed,0,30,44.375,40.56338,5ced66139b5b490001b688ed,30,10,0.333333,5ced66139b5b490001b688ed,114.14285714285714,47.333333333333336,0
experiment_5d3b0da8a884020001881773_20250827085711.csv,5d3b0da8a884020001881773,2,61,203.202,18.011634,5d3b0da8a884020001881773,61,11,0.180328,5d3b0da8a884020001881773,66.2,52.25,0
experiment_5d3b0da8a884020001881773_20250827085854.csv,5d3b0da8a884020001881773,1,30,35.724,50.386295,5d3b0da8a884020001881773,30,0,0.0,5d3b0da8a884020001881773,70.33333333333333,90.5,0
experiment_5d3b0da8a884020001881773_20250827085949.csv,5d3b0da8a884020001881773,1,24,28.925,49.783924,5d3b0da8a884020001881773,24,1,0.041667,5d3b0da8a884020001881773,68.5,52.333333333333336,0
experiment_5d3b0da8a884020001881773_20250827090043.csv,5d3b0da8a884020001881773,1,20,24.942,48.111619,5d3b0da8a884020001881773,20,5,0.25,5d3b0da8a884020001881773,64.66666666666667,50.0,0
experiment_5d3b0da8a884020001881773_20250827090418.csv,5d3b0da8a884020001881773,0,38,53.346,42.739849,5d3b0da8a884020001881773,38,7,0.184211,5d3b0da8a884020001881773,169.5,42.4,0
experiment_5d3b0da8a884020001881773_20250827090613.csv,5d3b0da8a884020001881773,0,24,33.291,43.254934,5d3b0da8a884020001881773,24,0,0.0,5d3b0da8a884020001881773,114.0,29.0,0
experiment_5d3b0da8a884020001881773_20250827090909.csv,5d3b0da8a884020001881773,0,26,34.491,45.22919,5d3b0da8a884020001881773,26,11,0.423077,5d3b0da8a884020001881773,122.66666666666669,64.8,0
experiment_5d3b0da8a884020001881773_20250827091048.csv,5d3b0da8a884020001881773,0,30,36.221,49.694928,5d3b0da8a884020001881773,30,2,0.066667,5d3b0da8a884020001881773,214.5,-153.0,0
experiment_5d40a12f4994c40001e4b80c_20250826171318.csv,5d40a12f4994c40001e4b80c,0,23,86.743,15.909065,5d40a12f4994c40001e4b80c,23,0,0.0,5d40a12f4994c40001e4b80c,115.0,118.33333333333331,0
experiment_5d40a12f4994c40001e4b80c_20250826171605.csv,5d40a12f4994c40001e4b80c,0,9,26.876,20.092276,5d40a12f4994c40001e4b80c,9,0,0.0,5d40a12f4994c40001e4b80c,91.77777777777776,200.625,1
experiment_5d40a12f4994c40001e4b80c_20250826171829.csv,5d40a12f4994c40001e4b80c,0,9,16.385,32.956973,5d40a12f4994c40001e4b80c,9,0,0.0,5d40a12f4994c40001e4b80c,127.5,231.6,0
experiment_5d40a12f4994c40001e4b80c_20250826172035.csv,5d40a12f4994c40001e4b80c,0,10,17.775,33.755274,5d40a12f4994c40001e4b80c,10,0,0.0,5d40a12f4994c40001e4b80c,113.66666666666669,162.8,1
experiment_5d40a12f4994c40001e4b80c_20250826172259.csv,5d40a12f4994c40001e4b80c,0,13,24.61,31.694433,5d40a12f4994c40001e4b80c,13,0,0.0,5d40a12f4994c40001e4b80c,85.66666666666667,210.0,0
experiment_5d40a12f4994c40001e4b80c_20250826172528.csv,5d40a12f4994c40001e4b80c,0,23,63.53,21.722021,5d40a12f4994c40001e4b80c,23,0,0.0,5d40a12f4994c40001e4b80c,294.0,-106.0,0
experiment_5d40a12f4994c40001e4b80c_20250826172723.csv,5d40a12f4994c40001e4b80c,0,16,31.99,30.009378,5d40a12f4994c40001e4b80c,16,4,0.25,5d40a12f4994c40001e4b80c,119.6,96.75,1
experiment_5d40a12f4994c40001e4b80c_20250826172853.csv,5d40a12f4994c40001e4b80c,0,11,23.08,28.596187,5d40a12f4994c40001e4b80c,11,1,0.090909,5d40a12f4994c40001e4b80c,83.22222222222223,168.5,0
experiment_5dafea4de40355001651fa2f_20250827072907.csv,5dafea4de40355001651fa2f,0,4,40.011,5.99835,5dafea4de40355001651fa2f,4,1,0.25,5dafea4de40355001651fa2f,88.0,,0
experiment_5dafea4de40355001651fa2f_20250827073139.csv,5dafea4de40355001651fa2f,0,16,42.066,22.821281,5dafea4de40355001651fa2f,16,0,0.0,5dafea4de40355001651fa2f,84.0,,0
experiment_5dafea4de40355001651fa2f_20250827073404.csv,5dafea4de40355001651fa2f,0,15,46.536,19.339866,5dafea4de40355001651fa2f,15,0,0.0,5dafea4de40355001651fa2f,86.42857142857143,521.5,1
experiment_5dafea4de40355001651fa2f_20250827073623.csv,5dafea4de40355001651fa2f,0,14,33.187,25.311116,5dafea4de40355001651fa2f,14,0,0.0,5dafea4de40355001651fa2f,84.0,250.0,1
experiment_5dafea4de40355001651fa2f_20250827073851.csv,5dafea4de40355001651fa2f,0,21,56.646,22.243406,5dafea4de40355001651fa2f,21,1,0.047619,5dafea4de40355001651fa2f,92.33333333333331,440.0,0
experiment_5dafea4de40355001651fa2f_20250827074133.csv,5dafea4de40355001651fa2f,0,24,61.8,23.300971,5dafea4de40355001651fa2f,24,0,0.0,5dafea4de40355001651fa2f,81.66666666666667,311.0,1
experiment_5dafea4de40355001651fa2f_20250827074355.csv,5dafea4de40355001651fa2f,0,26,55.819,27.947473,5dafea4de40355001651fa2f,26,0,0.0,5dafea4de40355001651fa2f,81.4,170.75,0
experiment_5dafea4de40355001651fa2f_20250827074621.csv,5dafea4de40355001651fa2f,0,25,69.97,21.437759,5dafea4de40355001651fa2f,25,1,0.04,5dafea4de40355001651fa2f,93.0,251.8,1
experiment_5ea4cebb8944a8495280db42_20250827131019.csv,5ea4cebb8944a8495280db42,2,38,46.952,48.560232,5ea4cebb8944a8495280db42,38,11,0.289474,5ea4cebb8944a8495280db42,79.16666666666667,58.8,1
experiment_5ea4cebb8944a8495280db42_20250827131239.csv,5ea4cebb8944a8495280db42,6,27,40.714,39.789753,5ea4cebb8944a8495280db42,27,27,1.0,5ea4cebb8944a8495280db42,85.33333333333333,45.0,1
experiment_5ea4cebb8944a8495280db42_20250827131357.csv,5ea4cebb8944a8495280db42,8,28,36.147,46.476886,5ea4cebb8944a8495280db42,28,17,0.607143,5ea4cebb8944a8495280db42,78.11111111111111,96.76470588235294,1
experiment_5ea4cebb8944a8495280db42_20250827131506.csv,5ea4cebb8944a8495280db42,0,11,29.339,22.495654,5ea4cebb8944a8495280db42,11,25,2.272727,5ea4cebb8944a8495280db42,70.0,,1
experiment_5ea4cebb8944a8495280db42_20250827131629.csv,5ea4cebb8944a8495280db42,0,64,57.547,66.728066,5ea4cebb8944a8495280db42,64,20,0.3125,5ea4cebb8944a8495280db42,133.0,,1
experiment_5ea4cebb8944a8495280db42_20250827131754.csv,5ea4cebb8944a8495280db42,5,43,59.887,43.081136,5ea4cebb8944a8495280db42,43,28,0.651163,5ea4cebb8944a8495280db42,100.0,48.0,0
experiment_5ea4cebb8944a8495280db42_20250827131916.csv,5ea4cebb8944a8495280db42,13,38,48.001,47.49901,5ea4cebb8944a8495280db42,38,17,0.447368,5ea4cebb8944a8495280db42,97.5,-32.0,0
experiment_5ea4cebb8944a8495280db42_20250827132017.csv,5ea4cebb8944a8495280db42,16,54,44.556,72.717479,5ea4cebb8944a8495280db42,54,9,0.166667,5ea4cebb8944a8495280db42,103.42857142857144,27.33333333333333,0
experiment_5f29eff59714081a3594a331_20250827002427.csv,5f29eff59714081a3594a331,0,30,63.096,28.527957,5f29eff59714081a3594a331,30,18,0.6,5f29eff59714081a3594a331,122.8,117.11111111111111,0
experiment_5f29eff59714081a3594a331_20250827002600.csv,5f29eff59714081a3594a331,0,18,67.071,16.102339,5f29eff59714081a3594a331,18,4,0.222222,5f29eff59714081a3594a331,137.0,6.0,0
experiment_5f29eff59714081a3594a331_20250827002741.csv,5f29eff59714081a3594a331,3,15,48.652,18.498726,5f29eff59714081a3594a331,15,7,0.466667,5f29eff59714081a3594a331,155.23076923076923,177.16666666666666,1
experiment_5f29eff59714081a3594a331_20250827003030.csv,5f29eff59714081a3594a331,0,26,79.85,19.536631,5f29eff59714081a3594a331,26,14,0.538462,5f29eff59714081a3594a331,168.8,29.0,1
experiment_5f29eff59714081a3594a331_20250827003250.csv,5f29eff59714081a3594a331,2,18,44.945,24.029369,5f29eff59714081a3594a331,18,7,0.388889,5f29eff59714081a3594a331,217.0,-110.0,0
experiment_5f29eff59714081a3594a331_20250827003720.csv,5f29eff59714081a3594a331,0,24,205.313,7.013682,5f29eff59714081a3594a331,24,18,0.75,5f29eff59714081a3594a331,175.23076923076923,221.88,0
experiment_5f29eff59714081a3594a331_20250827003856.csv,5f29eff59714081a3594a331,2,17,43.514,23.440732,5f29eff59714081a3594a331,17,17,1.0,5f29eff59714081a3594a331,122.6,75.0,1
experiment_5f29eff59714081a3594a331_20250827004004.csv,5f29eff59714081a3594a331,4,18,43.447,24.857873,5f29eff59714081a3594a331,18,10,0.555556,5f29eff59714081a3594a331,153.0,316.42857142857144,0
experiment_5f600669b846780f0fe45709_20250826213524.csv,5f600669b846780f0fe45709,0,8,114.895,4.177727,5f600669b846780f0fe45709,8,23,2.875,5f600669b846780f0fe45709,130.26666666666668,381.0,1
experiment_5f600669b846780f0fe45709_20250826214105.csv,5f600669b846780f0fe45709,1,29,78.038,22.29683,5f600669b846780f0fe45709,29,10,0.344828,5f600669b846780f0fe45709,73.0,305.8181818181818,1
experiment_5f600669b846780f0fe45709_20250826214342.csv,5f600669b846780f0fe45709,1,23,85.239,16.189772,5f600669b846780f0fe45709,23,4,0.173913,5f600669b846780f0fe45709,79.91666666666667,302.6363636363636,1
experiment_5f600669b846780f0fe45709_20250826214807.csv,5f600669b846780f0fe45709,2,21,108.151,11.650378,5f600669b846780f0fe45709,21,34,1.619048,5f600669b846780f0fe45709,65.6,82.0,0
experiment_5f600669b846780f0fe45709_20250826215049.csv,5f600669b846780f0fe45709,5,33,102.206,19.37264,5f600669b846780f0fe45709,33,12,0.363636,5f600669b846780f0fe45709,68.0,188.15384615384616,0
experiment_5f600669b846780f0fe45709_20250826215513.csv,5f600669b846780f0fe45709,3,37,141.319,15.70914,5f600669b846780f0fe45709,37,37,1.0,5f600669b846780f0fe45709,72.77777777777777,178.125,0
experiment_5f600669b846780f0fe45709_20250826215949.csv,5f600669b846780f0fe45709,2,42,129.83,19.409998,5f600669b846780f0fe45709,42,8,0.190476,5f600669b846780f0fe45709,78.0,701.7142857142857,1
experiment_5f600669b846780f0fe45709_20250826220343.csv,5f600669b846780f0fe45709,1,30,112.326,16.024785,5f600669b846780f0fe45709,30,34,1.133333,5f600669b846780f0fe45709,65.77777777777777,455.0,0
experiment_5faeb56b25a37f01d47d326c_20250827155350.csv,5faeb56b25a37f01d47d326c,4,41,103.149,23.848995,5faeb56b25a37f01d47d326c,41,40,0.97561,5faeb56b25a37f01d47d326c,124.0,,0
experiment_5faeb56b25a37f01d47d326c_20250827155623.csv,5faeb56b25a37f01d47d326c,4,32,104.039,18.454618,5faeb56b25a37f01d47d326c,32,13,0.40625,5faeb56b25a37f01d47d326c,123.0,,0
experiment_5faeb56b25a37f01d47d326c_20250827155839.csv,5faeb56b25a37f01d47d326c,0,31,54.694,34.007387,5faeb56b25a37f01d47d326c,31,15,0.483871,5faeb56b25a37f01d47d326c,108.83333333333331,108.0,0
experiment_5faeb56b25a37f01d47d326c_20250827160020.csv,5faeb56b25a37f01d47d326c,0,20,53.06,22.615907,5faeb56b25a37f01d47d326c,20,14,0.7,5faeb56b25a37f01d47d326c,118.0,112.4,0
experiment_5faeb56b25a37f01d47d326c_20250827160239.csv,5faeb56b25a37f01d47d326c,0,37,84.345,26.32047,5faeb56b25a37f01d47d326c,37,21,0.567568,5faeb56b25a37f01d47d326c,110.66666666666669,90.0,1
experiment_5faeb56b25a37f01d47d326c_20250827160447.csv,5faeb56b25a37f01d47d326c,0,33,86.06,23.007204,5faeb56b25a37f01d47d326c,33,23,0.69697,5faeb56b25a37f01d47d326c,114.0,70.2,0
experiment_5faeb56b25a37f01d47d326c_20250827160635.csv,5faeb56b25a37f01d47d326c,0,47,84.286,33.457514,5faeb56b25a37f01d47d326c,47,14,0.297872,5faeb56b25a37f01d47d326c,111.83333333333331,34.2,0
experiment_5faeb56b25a37f01d47d326c_20250827160757.csv,5faeb56b25a37f01d47d326c,0,22,70.755,18.655925,5faeb56b25a37f01d47d326c,22,23,1.045455,5faeb56b25a37f01d47d326c,105.33333333333331,71.8,0
experiment_5fb551ccab996500099ab1aa_20250819155215.csv,5fb551ccab996500099ab1aa,0,25,67.442,22.241333,5fb551ccab996500099ab1aa,25,51,2.04,5fb551ccab996500099ab1aa,88.0,,0
experiment_5fb551ccab996500099ab1aa_20250819155325.csv,5fb551ccab996500099ab1aa,6,14,23.517,35.718842,5fb551ccab996500099ab1aa,14,14,1.0,5fb551ccab996500099ab1aa,76.6,94.25,1
experiment_5fb551ccab996500099ab1aa_20250819155614.csv,5fb551ccab996500099ab1aa,6,28,84.994,19.766101,5fb551ccab996500099ab1aa,28,51,1.821429,5fb551ccab996500099ab1aa,76.66666666666667,52.0,1
experiment_5fb551ccab996500099ab1aa_20250819155807.csv,5fb551ccab996500099ab1aa,0,27,34.333,47.184924,5fb551ccab996500099ab1aa,27,25,0.925926,5fb551ccab996500099ab1aa,67.0,,1
experiment_5fb551ccab996500099ab1aa_20250819160110.csv,5fb551ccab996500099ab1aa,0,37,126.852,17.500709,5fb551ccab996500099ab1aa,37,57,1.540541,5fb551ccab996500099ab1aa,67.0,,0
experiment_5fb551ccab996500099ab1aa_20250819160238.csv,5fb551ccab996500099ab1aa,4,20,27.081,44.31151,5fb551ccab996500099ab1aa,20,19,0.95,5fb551ccab996500099ab1aa,73.6,101.5,0
experiment_5fb551ccab996500099ab1aa_20250819160510.csv,5fb551ccab996500099ab1aa,5,47,88.368,31.912004,5fb551ccab996500099ab1aa,47,44,0.93617,5fb551ccab996500099ab1aa,69.0,51.0,1
experiment_5fb551ccab996500099ab1aa_20250819160706.csv,5fb551ccab996500099ab1aa,0,31,46.068,40.375098,5fb551ccab996500099ab1aa,31,11,0.354839,5fb551ccab996500099ab1aa,64.0,,0
experiment_5fbfe145e52a44000a9c2966_20250827123944.csv,5fbfe145e52a44000a9c2966,0,41,158.512,15.51933,5fbfe145e52a44000a9c2966,41,29,0.707317,5fbfe145e52a44000a9c2966,73.0,113.0,0
