filename,PARTICIPANT_ID,mean_dwell_bigram,mean_flight_bigram,mean_dwell_trigram,mean_flight_trigram
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,93.31757105943153,371.4377260981912,85.01740196078431,328.9066176470588
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,85.54337068160599,194.58228291316527,81.92270531400965,177.88285024154592
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,-34897066641.56028,34897066909.29844,-35733301631.78268,35733301897.0581
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,-107866737998.7952,107866738310.12105,-89572660456.89354,89572660743.80783
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,-83534488353.97264,83534488860.86357,-88311079609.90416,88311080201.65523
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,102.89191086691086,218.98471459096456,94.87967741935483,202.2991397849462
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,93.04758365324403,216.4089775790247,88.23035714285713,185.61020089285716
experiment_5962a9280b835400010a7617_20250819173056.csv,5962a9280b835400010a7617,81.9834864391951,317.5239501312336,80.92621527777777,314.0381944444444
experiment_5accb373436f5500010037ee_20250826220942.csv,5accb373436f5500010037ee,72.42518939393939,552.7452651515151,71.62463768115943,663.6202898550725
experiment_5accb373436f5500010037ee_20250826221152.csv,5accb373436f5500010037ee,-53311026509.288124,53311026926.352486,-55397025122.98552,55397025567.53698
experiment_5accb373436f5500010037ee_20250826221422.csv,5accb373436f5500010037ee,68.5625,522.3142361111111,67.44570707070707,485.38257575757575
experiment_5accb373436f5500010037ee_20250826221929.csv,5accb373436f5500010037ee,76.24319122235791,469.6740622032289,73.98760393046108,392.0217309145881
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,-37933334244.47785,37933334619.316284,-42325344536.00678,42325344898.41434
experiment_5accb373436f5500010037ee_20250826222601.csv,5accb373436f5500010037ee,68.40553695436508,803.2567708333333,67.45321782178218,624.2744224422441
experiment_5accb373436f5500010037ee_20250826223512.csv,5accb373436f5500010037ee,-59362958392.95912,59362960896.18425,-59402489230.30539,59402491256.608826
experiment_5accb373436f5500010037ee_20250826223839.csv,5accb373436f5500010037ee,68.2921686746988,407.6355421686747,67.74454828660436,389.8395638629283
experiment_5adae3ebdec767000128c131_20250819161542.csv,5adae3ebdec767000128c131,137.8318181818182,518.7659090909092,132.80088495575222,613.6474926253687
experiment_5adae3ebdec767000128c131_20250819161703.csv,5adae3ebdec767000128c131,-92985416660.61592,92985417084.94716,-108934585456.8557,108934585846.31241
experiment_5adae3ebdec767000128c131_20250819161830.csv,5adae3ebdec767000128c131,145.14607843137256,251.78333333333336,140.7636815920398,232.51492537313433
experiment_5adae3ebdec767000128c131_20250819161945.csv,5adae3ebdec767000128c131,-45719279387.55555,45719279957.0717,-53525010040.47358,53525010561.493904
experiment_5adae3ebdec767000128c131_20250819162111.csv,5adae3ebdec767000128c131,134.38541666666666,316.3094907407407,131.68421052631578,302.2708771929825
experiment_5adae3ebdec767000128c131_20250819162323.csv,5adae3ebdec767000128c131,-88231185009.52701,88231185831.91206,-81756837652.3701,81756838419.26144
experiment_5adae3ebdec767000128c131_20250819162433.csv,5adae3ebdec767000128c131,129.9737750172533,308.5089717046239,128.5970588235294,346.1411764705882
experiment_5adae3ebdec767000128c131_20250819162658.csv,5adae3ebdec767000128c131,125.243265993266,612.0923247627793,124.79484425349088,605.7388113139993
experiment_5bf368846edd7200017136c7_20250819173015.csv,5bf368846edd7200017136c7,131.75992063492063,32.17559523809524,134.9532710280374,21.19626168224299
experiment_5bf368846edd7200017136c7_20250819173115.csv,5bf368846edd7200017136c7,139.84053497942386,26.613168724279834,141.39805825242718,37.22977346278317
experiment_5bf368846edd7200017136c7_20250819173224.csv,5bf368846edd7200017136c7,133.765625,113.48958333333333,131.97060367454068,133.51417322834646
experiment_5bf368846edd7200017136c7_20250819173345.csv,5bf368846edd7200017136c7,135.0120481927711,164.98995983935745,135.88511326860842,184.95792880258898
experiment_5bf368846edd7200017136c7_20250819173434.csv,5bf368846edd7200017136c7,140.78623188405797,47.65942028985507,139.47368421052633,50.901315789473685
experiment_5bf368846edd7200017136c7_20250819173531.csv,5bf368846edd7200017136c7,146.96560846560845,135.62433862433863,146.44444444444443,127.71014492753623
experiment_5bf368846edd7200017136c7_20250819173657.csv,5bf368846edd7200017136c7,135.7076923076923,116.60714285714286,137.03225806451613,54.74865591397849
experiment_5bf368846edd7200017136c7_20250819173744.csv,5bf368846edd7200017136c7,132.5679012345679,-5.253086419753088,135.515625,-10.984375
experiment_5c4f5967aac8be0001716a65_20250827072337.csv,5c4f5967aac8be0001716a65,116.79971922017377,133.97271667726213,114.72281746031747,144.70555555555555
experiment_5c4f5967aac8be0001716a65_20250827072604.csv,5c4f5967aac8be0001716a65,-74078968009.26816,74078968417.14479,-75855567173.27948,75855567566.9004
experiment_5c4f5967aac8be0001716a65_20250827072740.csv,5c4f5967aac8be0001716a65,131.85185185185188,199.59074074074073,131.3377581120944,192.60914454277284
experiment_5c4f5967aac8be0001716a65_20250827072858.csv,5c4f5967aac8be0001716a65,-27971636292.31764,27971636723.645,-39426687402.220955,39426687767.23689
experiment_5c4f5967aac8be0001716a65_20250827073017.csv,5c4f5967aac8be0001716a65,-40747021175.837326,40747021454.38363,-36137443779.98518,36137444045.652885
experiment_5c4f5967aac8be0001716a65_20250827073135.csv,5c4f5967aac8be0001716a65,-48524665893.725586,48524666055.30793,-47450991964.53681,47450992132.30649
experiment_5c4f5967aac8be0001716a65_20250827073247.csv,5c4f5967aac8be0001716a65,123.40318270165207,180.6162779397473,122.70187074829931,154.41173469387755
experiment_5c4f5967aac8be0001716a65_20250827073348.csv,5c4f5967aac8be0001716a65,-39458904718.96691,39458904955.80964,-47881133547.52781,47881133795.89586
experiment_5caa534a19731a00190bb935_20250826134753.csv,5caa534a19731a00190bb935,83.60969387755102,497.7219387755102,83.24933333333333,443.58666666666664
experiment_5caa534a19731a00190bb935_20250826134934.csv,5caa534a19731a00190bb935,88.1380701754386,348.5166666666667,86.15512820512821,354.3012820512821
experiment_5caa534a19731a00190bb935_20250826135056.csv,5caa534a19731a00190bb935,84.08911027568922,290.01318295739344,82.84971509971511,270.6908831908832
experiment_5caa534a19731a00190bb935_20250826135247.csv,5caa534a19731a00190bb935,78.33844444444445,477.86837037037037,77.7046204620462,516.0907590759076
experiment_5caa534a19731a00190bb935_20250826135512.csv,5caa534a19731a00190bb935,82.28068086883876,227.64639376218324,81.02235772357723,272.6377032520325
experiment_5caa534a19731a00190bb935_20250826135711.csv,5caa534a19731a00190bb935,82.41168224299065,301.7908099688473,81.42365591397851,307.6709677419355
experiment_5caa534a19731a00190bb935_20250826135920.csv,5caa534a19731a00190bb935,81.70313492063492,356.30595238095236,80.27356711915536,317.6274509803921
experiment_5caa534a19731a00190bb935_20250826140059.csv,5caa534a19731a00190bb935,78.15033333333332,406.449,76.77994791666666,354.2981770833333
experiment_5cab22cd68194f001511b2d6_20250826123221.csv,5cab22cd68194f001511b2d6,106.54068106312292,820.3324916943521,105.50274390243902,675.5830284552845
experiment_5cab22cd68194f001511b2d6_20250826123421.csv,5cab22cd68194f001511b2d6,-51888070028.26755,51888070343.91761,-65185387250.24247,65185387613.22473
experiment_5cab22cd68194f001511b2d6_20250826123618.csv,5cab22cd68194f001511b2d6,117.33249194414608,357.33687790905833,115.05373303167421,294.96764705882356
experiment_5cab22cd68194f001511b2d6_20250826123817.csv,5cab22cd68194f001511b2d6,-33660726750.278072,33660727056.809967,-27162742938.18133,27162743221.232536
experiment_5cab22cd68194f001511b2d6_20250826124016.csv,5cab22cd68194f001511b2d6,103.05481344052772,136.00324159967016,103.02878787878788,120.64704184704185
experiment_5cab22cd68194f001511b2d6_20250826124150.csv,5cab22cd68194f001511b2d6,-51698016622.183395,51698016842.57116,-56719766670.728424,56719766893.1204
experiment_5cab22cd68194f001511b2d6_20250826124351.csv,5cab22cd68194f001511b2d6,-30984900934.370567,30984901239.61379,-34873721506.63109,34873721806.052895
experiment_5cab22cd68194f001511b2d6_20250826124438.csv,5cab22cd68194f001511b2d6,118.83647798742139,121.99685534591194,118.13756613756613,117.41269841269842
experiment_5ced66139b5b490001b688ed_20250819173629.csv,5ced66139b5b490001b688ed,-102032361440.15787,102032362024.4064,-159582302813.0847,159582303370.54495
experiment_5ced66139b5b490001b688ed_20250819173808.csv,5ced66139b5b490001b688ed,98.99952991452992,146.3353846153846,100.8224561403509,130.65035087719298
