PARTICIPANT_ID,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,D1U1,D1D2,U1U2,D1U2,U1D2,WORD_ID,D1U1_MEAN_WORD,D1D2_MEAN_WORD,U1U2_MEAN_WORD,D1U2_MEAN_WORD,U1D2_MEAN_WORD,WORD_LEN_KEYS,WORD_DURATION,OVERLAP_FLAG,MS_PER_KEY_WORD,D1U1_WORD_STD,D1U1_WORD_IQR,D1U1_WORD_RANGE,D1U1_WORD_CV,D1D2_WORD_STD,D1D2_WORD_IQR,D1D2_WORD_RANGE,D1D2_WORD_CV,U1U2_WORD_STD,U1U2_WORD_IQR,U1U2_WORD_RANGE,U1U2_WORD_CV,D1U2_WORD_STD,D1U2_WORD_IQR,D1U2_WORD_RANGE,D1U2_WORD_CV,U1D2_WORD_STD,U1D2_WORD_IQR,U1D2_WORD_RANGE,U1D2_WORD_CV,PAUSE_FLAG_X2,PAUSE_FLAG_P90,PAUSE_RATE_WORD,OVERLAP_MAG,OVERLAP_RATE_WORD,OVERLAP_MAG_MEAN_WORD,BACKSPACE_FLAG,BACKSPACE_RATE_WORD,TRI_RP_SUM,tri_1KeyLat[0],tri_1KeyLat[1],tri_2KeyLat[0],tri_2KeyLat[1],tri_1D2D[0],tri_2D3D[0],tri_Dur[0],tri_Dur[1],tri_NumEvents[0],tri_NumEvents[1],TRI_RP_SUM_WORD_MEAN,tri_2KeyLat[0]_WORD_MEAN,tri_2KeyLat[1]_WORD_MEAN,tri_1D2D[0]_WORD_MEAN,tri_2D3D[0]_WORD_MEAN,tri_Dur[0]_WORD_MEAN,TRI_RP_SUM_DEV_FROM_TRIGRAM_MEAN,tri_2KeyLat[0]_DEV_FROM_TRIGRAM_MEAN,tri_2KeyLat[1]_DEV_FROM_TRIGRAM_MEAN,tri_Dur[0]_DEV_FROM_TRIGRAM_MEAN
66929a6a268ccf0d6fce0d52,0,0,135.0,,,352.0,112.0,1.0,122.5,315.6666666666667,315.0,394.75,196.66666666666663,4.0,1080.0,0,270.0,14.177446878757824,19.5,30,0.1157342602347577,59.67690787342566,54.0,108,0.1890503945303875,84.92349498224858,75.0,150,0.2695983967690431,97.62299933929503,140.25,201,0.2473033548810513,92.42068671749487,135.25,193,0.5713798251467999,0,0,0.0,0,0.0,0.0,0,0.0,362.0,247.0,355.0,112.0,250.0,240.0,222.0,357.0,719.0,0,0,403.5,161.75,241.75,233.0,225.5,348.0,0.0,0.0,0.0,0.0
66929a6a268ccf0d6fce0d52,0,0,105.0,247.0,217.0,472.0,250.0,1.0,122.5,315.6666666666667,315.0,394.75,196.66666666666663,4.0,1080.0,0,270.0,14.177446878757824,19.5,30,0.1157342602347577,59.67690787342566,54.0,108,0.1890503945303875,84.92349498224858,75.0,150,0.2695983967690431,97.62299933929503,140.25,201,0.2473033548810513,92.42068671749487,135.25,193,0.5713798251467999,0,0,0.0,0,0.0,0.0,0,0.0,478.0,355.0,345.0,250.0,228.0,222.0,250.0,355.0,833.0,0,0,403.5,161.75,241.75,233.0,225.5,348.0,0.0,0.0,0.0,0.0
66929a6a268ccf0d6fce0d52,0,0,117.0,355.0,367.0,478.0,228.0,1.0,122.5,315.6666666666667,315.0,394.75,196.66666666666663,4.0,1080.0,0,270.0,14.177446878757824,19.5,30,0.1157342602347577,59.67690787342566,54.0,108,0.1890503945303875,84.92349498224858,75.0,150,0.2695983967690431,97.62299933929503,140.25,201,0.2473033548810513,92.42068671749487,135.25,193,0.5713798251467999,0,0,0.0,0,0.0,0.0,0,0.0,285.0,345.0,190.0,228.0,57.0,250.0,220.0,337.0,622.0,0,0,403.5,161.75,241.75,233.0,225.5,348.0,0.0,0.0,0.0,0.0
66929a6a268ccf0d6fce0d52,0,0,133.0,345.0,361.0,277.0,57.0,1.0,122.5,315.6666666666667,315.0,394.75,196.66666666666663,4.0,1080.0,0,270.0,14.177446878757824,19.5,30,0.1157342602347577,59.67690787342566,54.0,108,0.1890503945303875,84.92349498224858,75.0,150,0.2695983967690431,97.62299933929503,140.25,201,0.2473033548810513,92.42068671749487,135.25,193,0.5713798251467999,0,0,0.0,0,0.0,0.0,0,0.0,489.0,190.0,519.0,57.0,432.0,220.0,210.0,343.0,832.0,0,0,403.5,161.75,241.75,233.0,225.5,348.0,0.0,0.0,0.0,0.0
66929a6a268ccf0d6fce0d52,0,0,87.0,190.0,144.0,642.0,432.0,,,,,,,,,0,,24.76287543884999,10.0,62,0.2521677743263746,96.50751266093224,135.0,223,0.4001140657584256,111.01576464628796,160.0,267,0.5000710119202161,1228.6865751687856,199.0,2847,0.9934399863913208,1255.864642387865,171.0,2910,1.2192860605707427,0,0,0.0,0,0.0,0.0,0,0.0,452.0,519.0,143.0,432.0,20.0,210.0,255.0,342.0,794.0,0,0,1139.6,1030.0,109.6,206.8,211.0,309.2,0.0,0.0,0.0,0.0
66929a6a268ccf0d6fce0d52,0,1,123.0,519.0,555.0,275.0,20.0,2.0,119.66666666666669,373.6666666666667,379.3333333333333,415.3333333333333,173.5,3.0,706.0,0,235.3333333333333,14.294521094927712,14.0,28,0.1194528225202872,202.00330030307265,188.0,376,0.5405975922472951,206.4081716728612,201.5,403,0.5441340202272263,144.1399782618734,144.0,288,0.3470464966176727,155.54099138169337,153.5,307,0.8273456988387944,0,0,0.0,0,0.0,0.0,0,0.0,347.0,143.0,459.0,20.0,327.0,255.0,236.0,359.0,706.0,0,0,530.3333333333334,188.0,342.3333333333333,227.33333333333331,212.0,331.6666666666667,0.0,0.0,0.0,0.0
66929a6a268ccf0d6fce0d52,0,1,132.0,143.0,152.0,563.0,327.0,2.0,119.66666666666669,373.6666666666667,379.3333333333333,415.3333333333333,173.5,3.0,706.0,0,235.3333333333333,14.294521094927712,14.0,28,0.1194528225202872,202.00330030307265,188.0,376,0.5405975922472951,206.4081716728612,201.5,403,0.5441340202272263,144.1399782618734,144.0,288,0.3470464966176727,155.54099138169337,153.5,307,0.8273456988387944,0,0,0.0,0,0.0,0.0,0,0.0,544.0,459.0,321.0,327.0,217.0,236.0,191.0,323.0,867.0,0,0,530.3333333333334,188.0,342.3333333333333,227.33333333333331,212.0,331.6666666666667,0.0,0.0,0.0,0.0
66929a6a268ccf0d6fce0d52,0,1,104.0,459.0,431.0,408.0,217.0,2.0,119.66666666666669,373.6666666666667,379.3333333333333,415.3333333333333,173.5,3.0,706.0,0,235.3333333333333,14.294521094927712,14.0,28,0.1194528225202872,202.00330030307265,188.0,376,0.5405975922472951,206.4081716728612,201.5,403,0.5441340202272263,144.1399782618734,144.0,288,0.3470464966176727,155.54099138169337,153.5,307,0.8273456988387944,0,0,0.0,0,0.0,0.0,0,0.0,700.0,321.0,570.0,217.0,483.0,191.0,209.0,313.0,1013.0,0,0,530.3333333333334,188.0,342.3333333333333,227.33333333333331,212.0,331.6666666666667,0.0,0.0,0.0,0.0
66929a6a268ccf0d6fce0d52,0,1,87.0,321.0,304.0,692.0,483.0,,,,,,,,,0,,24.76287543884999,10.0,62,0.2521677743263746,96.50751266093224,135.0,223,0.4001140657584256,111.01576464628796,160.0,267,0.5000710119202161,1228.6865751687856,199.0,2847,0.9934399863913208,1255.864642387865,171.0,2910,1.2192860605707427,0,0,0.0,0,0.0,0.0,0,0.0,530.0,570.0,169.0,483.0,47.0,209.0,219.0,306.0,836.0,0,0,1139.6,1030.0,109.6,206.8,211.0,309.2,0.0,0.0,0.0,0.0
66929a6a268ccf0d6fce0d52,0,1,122.0,570.0,605.0,266.0,47.0,3.0,101.66666666666669,340.6666666666667,340.3333333333333,306.0,116.5,3.0,538.0,0,179.33333333333334,18.44812546936228,18.0,36,0.1814569718297929,206.62607128175603,200.5,401,0.6065344558172878,237.9754889339096,230.5,461,0.6992423768870997,55.21775076911409,51.5,103,0.1804501659121375,70.14983962918234,69.5,139,0.6319805371998409,0,0,0.0,0,0.0,0.0,0,0.0,233.0,169.0,283.0,47.0,186.0,219.0,183.0,305.0,538.0,0,0,326.6666666666667,111.0,215.66666666666663,195.0,195.33333333333331,297.0,0.0,0.0,0.0,0.0
