word,n_confident,n_unconfident,n_none,labels,occurrences
store,1,1,1,"CONFIDENT,UNCONFIDENT,NONE","[61,65];[261,265];[401,405]"
cup,0,1,1,"UNCONFIDENT,NONE","[155,157];[228,230]"
should,0,1,4,"UNCONFIDENT,NONE","[71,76];[267,272];[364,369];[463,468];[485,490]"
visible,0,1,1,"UNCONFIDENT,NONE","[277,283];[374,380]"
