word,n_confident,n_unconfident,n_none,labels,occurrences
almost,1,1,0,"CONFIDENT,UNCONFIDENT","[253,258];[786,791]"
coming,1,1,0,"CONFIDENT,UNCONFIDENT","[505,510];[851,856]"
desk,3,1,0,"CONFIDENT,UNCONFIDENT","[120,123];[135,138];[494,497];[632,635]"
desks,2,1,0,"CONFIDENT,UNCONFIDENT","[154,158];[562,566];[974,978]"
man,1,1,0,"CONFIDENT,UNCONFIDENT","[237,239];[765,767]"
professionals,2,1,0,"CONFIDENT,UNCONFIDENT","[46,58];[539,551];[950,962]"
right,1,3,0,"CONFIDENT,UNCONFIDENT","[334,338];[701,705];[747,751];[892,896]"
symmetrical,1,1,0,"CONFIDENT,UNCONFIDENT","[164,174];[793,803]"
white,2,1,0,"CONFIDENT,UNCONFIDENT","[231,235];[445,449];[730,734]"
