word,n_confident,n_unconfident,n_none,labels,occurrences
facing,1,1,0,"CONFIDENT,UNCONFIDENT","[136,141];[156,161]"
two,1,1,0,"CONFIDENT,UNCONFIDENT","[44,46];[163,165]"
