word,n_confident,n_unconfident,n_none,labels,occurrences
image,1,1,0,"CONFIDENT,UNCONFIDENT","[189,193];[314,318]"
river,2,1,0,"CONFIDENT,UNCONFIDENT","[45,49];[287,291];[325,329]"
