word,n_confident,n_unconfident,n_none,labels,occurrences
desk,1,0,2,"CONFIDENT,NONE","[174,177];[188,191];[233,236]"
desks,1,0,1,"CONFIDENT,NONE","[50,54];[87,91]"
each,1,0,1,"CONFIDENT,NONE","[169,172];[183,186]"
modern,1,0,1,"CONFIDENT,NONE","[21,26];[151,156]"
there's,1,0,2,"CONFIDENT,NONE","[193,199];[238,244];[290,296]"
two,2,0,1,"CONFIDENT,NONE","[46,48];[141,143];[425,427]"
office,1,1,0,"CONFIDENT,UNCONFIDENT","[28,33];[515,520]"
