word,n_confident,n_unconfident,n_none,labels,occurrences
everything,1,1,0,"CONFIDENT,UNCONFIDENT","[113,122];[218,227]"
how,1,2,0,"CONFIDENT,UNCONFIDENT","[56,58];[165,167];[204,206]"
