word,n_confident,n_unconfident,n_none,labels,occurrences
ancient,1,1,0,"CONFIDENT,UNCONFIDENT","[95,101]"
background,1,1,0,"CONFIDENT,UNCONFIDENT","[116,125]"
ruins,1,1,0,"CONFIDENT,UNCONFIDENT","[103,107]"
