word,n_confident,n_unconfident,n_none,labels,occurrences
chairs,1,1,0,"CONFIDENT,UNCONFIDENT","[444,449];[536,541]"
computers,1,1,0,"CONFIDENT,UNCONFIDENT","[57,65];[547,555]"
desks,2,1,0,"CONFIDENT,UNCONFIDENT","[46,50];[83,87];[525,529]"
see,1,1,0,"CONFIDENT,UNCONFIDENT","[188,190];[283,285]"
should,1,1,0,"CONFIDENT,UNCONFIDENT","[265,270];[352,357]"
sitting,3,1,0,"CONFIDENT,UNCONFIDENT","[68,74];[216,222];[428,434];[603,609]"
two,1,2,0,"CONFIDENT,UNCONFIDENT","[42,44];[287,289];[515,517]"
