word,n_confident,n_unconfident,n_none,labels,occurrences
riddle,1,1,0,"CONFIDENT,UNCONFIDENT","[155,160];[243,248]"
library,1,1,1,"CONFIDENT,UNCONFIDENT,NONE","[38,44];[83,89];[218,224]"
