word,n_confident,n_unconfident,n_none,labels,occurrences
back,0,1,1,"UNCONFIDENT,NONE","[112,115];[243,246]"
two,0,1,2,"UNCONFIDENT,NONE","[87,89];[154,156];[198,200]"
