word,n_confident,n_unconfident,n_none,labels,occurrences
comes,1,1,0,"CONFIDENT,UNCONFIDENT","[178,182]"
day,1,1,0,"CONFIDENT,UNCONFIDENT","[174,176]"
out,1,1,0,"CONFIDENT,UNCONFIDENT","[184,186]"
seen,1,1,0,"CONFIDENT,UNCONFIDENT","[152,155]"
spreading,1,1,0,"CONFIDENT,UNCONFIDENT","[157,165]"
