filename,PARTICIPANT_ID,span_index,pause_within_mean_ms,pause_within_max_ms,pause_within_min_ms,pause_within_var_ms,pause_between_ms,label
experiment_5accb373436f5500010037ee_20250826221929.csv,5accb373436f5500010037ee,31,70.5,93.0,56.0,232.25,424.0,1
experiment_5accb373436f5500010037ee_20250826221929.csv,5accb373436f5500010037ee,32,,,,,862.0,1
experiment_5accb373436f5500010037ee_20250826221929.csv,5accb373436f5500010037ee,33,,,,,831.0,1
experiment_5accb373436f5500010037ee_20250826221929.csv,5accb373436f5500010037ee,34,67.0,102.0,52.0,182.83333333333334,1012.0,1
experiment_5accb373436f5500010037ee_20250826221929.csv,5accb373436f5500010037ee,35,60.666666666666664,75.0,53.0,63.22222222222223,1520.0,1
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,1,69.16666666666667,102.0,45.0,295.1388888888889,418.0,0
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,2,87.0,87.0,87.0,0.0,1117.9999999999998,0
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,3,62.0,66.0,58.0,10.666666666666666,491.0,0
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,4,,,,,781.0,0
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,5,,,,,340.0,0
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,6,69.83333333333333,98.0,56.0,181.1388888888889,819.0,0
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,7,54.0,63.0,45.0,81.0,845.0,0
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,8,52.0,54.0,50.0,4.0,1796.0,0
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,9,69.33333333333333,111.0,47.0,430.88888888888886,1136.0000000000002,0
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,10,53.57142857142857,78.0,40.0,141.3877551020408,362.0,0
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,11,67.33333333333333,106.0,23.0,1164.2222222222224,579.0,0
experiment_5accb373436f5500010037ee_20250826222104.csv,5accb373436f5500010037ee,12,,,,,172.0,0
