filename,PARTICIPANT_ID,words,duration_seconds,WPM_file
experiment_5f29eff59714081a3594a331_20250827003856.csv,5f29eff59714081a3594a331,17,43.514,23.440732
experiment_5f29eff59714081a3594a331_20250827004004.csv,5f29eff59714081a3594a331,18,43.447,24.857873
experiment_5f600669b846780f0fe45709_20250826213524.csv,5f600669b846780f0fe45709,8,114.895,4.177727
experiment_5f600669b846780f0fe45709_20250826214105.csv,5f600669b846780f0fe45709,29,78.038,22.29683
experiment_5f600669b846780f0fe45709_20250826214342.csv,5f600669b846780f0fe45709,23,85.239,16.189772
experiment_5f600669b846780f0fe45709_20250826214807.csv,5f600669b846780f0fe45709,21,108.151,11.650378
experiment_5f600669b846780f0fe45709_20250826215049.csv,5f600669b846780f0fe45709,33,102.206,19.37264
experiment_5f600669b846780f0fe45709_20250826215513.csv,5f600669b846780f0fe45709,37,141.319,15.70914
experiment_5f600669b846780f0fe45709_20250826215949.csv,5f600669b846780f0fe45709,42,129.83,19.409998
experiment_5f600669b846780f0fe45709_20250826220343.csv,5f600669b846780f0fe45709,30,112.326,16.024785
experiment_5faeb56b25a37f01d47d326c_20250827155350.csv,5faeb56b25a37f01d47d326c,41,103.149,23.848995
experiment_5faeb56b25a37f01d47d326c_20250827155623.csv,5faeb56b25a37f01d47d326c,32,104.039,18.454618
experiment_5faeb56b25a37f01d47d326c_20250827155839.csv,5faeb56b25a37f01d47d326c,31,54.694,34.007387
experiment_5faeb56b25a37f01d47d326c_20250827160020.csv,5faeb56b25a37f01d47d326c,20,53.06,22.615907
experiment_5faeb56b25a37f01d47d326c_20250827160239.csv,5faeb56b25a37f01d47d326c,37,84.345,26.32047
experiment_5faeb56b25a37f01d47d326c_20250827160447.csv,5faeb56b25a37f01d47d326c,33,86.06,23.007204
experiment_5faeb56b25a37f01d47d326c_20250827160635.csv,5faeb56b25a37f01d47d326c,47,84.286,33.457514
experiment_5faeb56b25a37f01d47d326c_20250827160757.csv,5faeb56b25a37f01d47d326c,22,70.755,18.655925
experiment_5fb551ccab996500099ab1aa_20250819155215.csv,5fb551ccab996500099ab1aa,25,67.442,22.241333
experiment_5fb551ccab996500099ab1aa_20250819155325.csv,5fb551ccab996500099ab1aa,14,23.517,35.718842
experiment_5fb551ccab996500099ab1aa_20250819155614.csv,5fb551ccab996500099ab1aa,28,84.994,19.766101
experiment_5fb551ccab996500099ab1aa_20250819155807.csv,5fb551ccab996500099ab1aa,27,34.333,47.184924
experiment_5fb551ccab996500099ab1aa_20250819160110.csv,5fb551ccab996500099ab1aa,37,126.852,17.500709
experiment_5fb551ccab996500099ab1aa_20250819160238.csv,5fb551ccab996500099ab1aa,20,27.081,44.31151
experiment_5fb551ccab996500099ab1aa_20250819160510.csv,5fb551ccab996500099ab1aa,47,88.368,31.912004
experiment_5fb551ccab996500099ab1aa_20250819160706.csv,5fb551ccab996500099ab1aa,31,46.068,40.375098
experiment_5fbfe145e52a44000a9c2966_20250827123944.csv,5fbfe145e52a44000a9c2966,41,158.512,15.51933
experiment_5fbfe145e52a44000a9c2966_20250827124623.csv,5fbfe145e52a44000a9c2966,30,76.724,23.460716
experiment_5fbfe145e52a44000a9c2966_20250827125522.csv,5fbfe145e52a44000a9c2966,41,117.767,20.888704
experiment_5fbfe145e52a44000a9c2966_20250827125841.csv,5fbfe145e52a44000a9c2966,21,57.622,21.866648
experiment_5fbfe145e52a44000a9c2966_20250827130713.csv,5fbfe145e52a44000a9c2966,56,147.843,22.726812
experiment_5fbfe145e52a44000a9c2966_20250827131113.csv,5fbfe145e52a44000a9c2966,24,40.249,35.777286
experiment_5fbfe145e52a44000a9c2966_20250827131610.csv,5fbfe145e52a44000a9c2966,31,97.294,19.117315
experiment_5fbfe145e52a44000a9c2966_20250827131905.csv,5fbfe145e52a44000a9c2966,20,41.473,28.934487
experiment_5fff2877a99bcb65a14a223c_20250827105501.csv,5fff2877a99bcb65a14a223c,3,9.325,19.302949
experiment_5fff2877a99bcb65a14a223c_20250827105621.csv,5fff2877a99bcb65a14a223c,14,26.436,31.774852
experiment_5fff2877a99bcb65a14a223c_20250827105709.csv,5fff2877a99bcb65a14a223c,11,20.397,32.3577
experiment_5fff2877a99bcb65a14a223c_20250827105737.csv,5fff2877a99bcb65a14a223c,5,14.054,21.346236
experiment_5fff2877a99bcb65a14a223c_20250827105815.csv,5fff2877a99bcb65a14a223c,6,18.265,19.709828
experiment_5fff2877a99bcb65a14a223c_20250827105905.csv,5fff2877a99bcb65a14a223c,4,14.666,16.36438
experiment_5fff2877a99bcb65a14a223c_20250827105927.csv,5fff2877a99bcb65a14a223c,6,10.754,33.475916
experiment_5fff2877a99bcb65a14a223c_20250827110019.csv,5fff2877a99bcb65a14a223c,4,26.268,9.136592
experiment_606598de386cd206c99a4648_20250827100151.csv,606598de386cd206c99a4648,37,100.333,22.126319
experiment_606598de386cd206c99a4648_20250827100414.csv,606598de386cd206c99a4648,40,103.019,23.296673
experiment_606598de386cd206c99a4648_20250827100613.csv,606598de386cd206c99a4648,34,76.029,26.831867
experiment_606598de386cd206c99a4648_20250827100834.csv,606598de386cd206c99a4648,42,107.184,23.510972
experiment_606598de386cd206c99a4648_20250827101057.csv,606598de386cd206c99a4648,42,90.157,27.951241
experiment_606598de386cd206c99a4648_20250827101337.csv,606598de386cd206c99a4648,49,118.55,24.799663
experiment_606598de386cd206c99a4648_20250827101611.csv,606598de386cd206c99a4648,57,130.06,26.295556
experiment_606598de386cd206c99a4648_20250827101816.csv,606598de386cd206c99a4648,36,92.1,23.452769
experiment_6081728972120aa7f9685791_20250819162308.csv,6081728972120aa7f9685791,25,127.941,11.724154
experiment_6081728972120aa7f9685791_20250819162608.csv,6081728972120aa7f9685791,21,54.897,22.952074
experiment_6081728972120aa7f9685791_20250819162905.csv,6081728972120aa7f9685791,30,133.964,13.436446
experiment_6081728972120aa7f9685791_20250819163340.csv,6081728972120aa7f9685791,38,91.387,24.948844
experiment_6081728972120aa7f9685791_20250819163538.csv,6081728972120aa7f9685791,20,61.467,19.522671
experiment_6081728972120aa7f9685791_20250819164215.csv,6081728972120aa7f9685791,11,46.023,14.340656
experiment_6081728972120aa7f9685791_20250819164558.csv,6081728972120aa7f9685791,29,43.017,40.449125
experiment_6081728972120aa7f9685791_20250819164901.csv,6081728972120aa7f9685791,19,40.272,28.307509
experiment_60984a1b0cce76d16c4ca781_20250826200447.csv,60984a1b0cce76d16c4ca781,25,30.543,49.111089
experiment_60984a1b0cce76d16c4ca781_20250826200645.csv,60984a1b0cce76d16c4ca781,26,35.119,44.420399
experiment_60984a1b0cce76d16c4ca781_20250826200908.csv,60984a1b0cce76d16c4ca781,37,48.223,46.036124
experiment_60984a1b0cce76d16c4ca781_20250826201050.csv,60984a1b0cce76d16c4ca781,41,56.959,43.18896
experiment_60984a1b0cce76d16c4ca781_20250826201214.csv,60984a1b0cce76d16c4ca781,33,56.759,34.884336
experiment_60984a1b0cce76d16c4ca781_20250826201351.csv,60984a1b0cce76d16c4ca781,21,34.887,36.116605
experiment_60984a1b0cce76d16c4ca781_20250826201445.csv,60984a1b0cce76d16c4ca781,27,33.176,48.83048
experiment_60984a1b0cce76d16c4ca781_20250826201546.csv,60984a1b0cce76d16c4ca781,25,40.111,37.396225
experiment_60bf706fc3b12a3c4f11a487_20250827100116.csv,60bf706fc3b12a3c4f11a487,28,81.76,20.547945
experiment_60bf706fc3b12a3c4f11a487_20250827100808.csv,60bf706fc3b12a3c4f11a487,7,32.763,12.819339
experiment_60bf706fc3b12a3c4f11a487_20250827101328.csv,60bf706fc3b12a3c4f11a487,26,113.731,13.716577
experiment_60bf706fc3b12a3c4f11a487_20250827101501.csv,60bf706fc3b12a3c4f11a487,11,37.865,17.430345
experiment_60bf706fc3b12a3c4f11a487_20250827102031.csv,60bf706fc3b12a3c4f11a487,22,63.955,20.639512
experiment_60bf706fc3b12a3c4f11a487_20250827102148.csv,60bf706fc3b12a3c4f11a487,11,40.979,16.10581
experiment_60bf706fc3b12a3c4f11a487_20250827102400.csv,60bf706fc3b12a3c4f11a487,31,79.211,23.481587
experiment_60bf706fc3b12a3c4f11a487_20250827103123.csv,60bf706fc3b12a3c4f11a487,14,47.755,17.589781
experiment_60db9412ba928de1fdc2269e_20250827141622.csv,60db9412ba928de1fdc2269e,13,68.701,11.353547
experiment_60db9412ba928de1fdc2269e_20250827141823.csv,60db9412ba928de1fdc2269e,9,42.339,12.754198
experiment_60db9412ba928de1fdc2269e_20250827142119.csv,60db9412ba928de1fdc2269e,7,101.37,4.143238
experiment_60db9412ba928de1fdc2269e_20250827142439.csv,60db9412ba928de1fdc2269e,10,64.711,9.271994
experiment_60db9412ba928de1fdc2269e_20250827142708.csv,60db9412ba928de1fdc2269e,8,74.454,6.446934
experiment_60db9412ba928de1fdc2269e_20250827142848.csv,60db9412ba928de1fdc2269e,7,35.765,11.743324
experiment_60db9412ba928de1fdc2269e_20250827143129.csv,60db9412ba928de1fdc2269e,6,117.614,3.06086
experiment_60db9412ba928de1fdc2269e_20250827143453.csv,60db9412ba928de1fdc2269e,4,108.791,2.206065
experiment_60efc4347ae709f7f3dd8b04_20250827075231.csv,60efc4347ae709f7f3dd8b04,68,92.838,43.947521
experiment_60efc4347ae709f7f3dd8b04_20250827075425.csv,60efc4347ae709f7f3dd8b04,36,58.922,36.658633
experiment_60efc4347ae709f7f3dd8b04_20250827075557.csv,60efc4347ae709f7f3dd8b04,26,43.125,36.173913
experiment_60efc4347ae709f7f3dd8b04_20250827075848.csv,60efc4347ae709f7f3dd8b04,60,118.613,30.350805
experiment_60efc4347ae709f7f3dd8b04_20250827080019.csv,60efc4347ae709f7f3dd8b04,20,38.42,31.233732
experiment_60efc4347ae709f7f3dd8b04_20250827080214.csv,60efc4347ae709f7f3dd8b04,36,60.311,35.814362
experiment_60efc4347ae709f7f3dd8b04_20250827080404.csv,60efc4347ae709f7f3dd8b04,53,73.643,43.181294
experiment_60efc4347ae709f7f3dd8b04_20250827080553.csv,60efc4347ae709f7f3dd8b04,20,70.595,16.998371
experiment_60f23a36acf5f6c70e990efd_20250826202528.csv,60f23a36acf5f6c70e990efd,49,81.27,36.175711
experiment_60f23a36acf5f6c70e990efd_20250826202649.csv,60f23a36acf5f6c70e990efd,26,33.029,47.231221
experiment_60f23a36acf5f6c70e990efd_20250826202832.csv,60f23a36acf5f6c70e990efd,43,57.114,45.172812
experiment_60f23a36acf5f6c70e990efd_20250826202929.csv,60f23a36acf5f6c70e990efd,15,36.225,24.84472
experiment_60f23a36acf5f6c70e990efd_20250826203059.csv,60f23a36acf5f6c70e990efd,39,53.783,43.508172
experiment_60f23a36acf5f6c70e990efd_20250826203247.csv,60f23a36acf5f6c70e990efd,27,65.299,24.808956
experiment_60f23a36acf5f6c70e990efd_20250826203440.csv,60f23a36acf5f6c70e990efd,45,71.67,37.672666
experiment_60f23a36acf5f6c70e990efd_20250826203522.csv,60f23a36acf5f6c70e990efd,23,26.069,52.936438
experiment_6136cb52db0f1cb2262bbf5d_20250826171633.csv,6136cb52db0f1cb2262bbf5d,20,18.967,63.267781
experiment_6136cb52db0f1cb2262bbf5d_20250826171925.csv,6136cb52db0f1cb2262bbf5d,32,35.342,54.326297
experiment_6136cb52db0f1cb2262bbf5d_20250826172151.csv,6136cb52db0f1cb2262bbf5d,23,74.864,18.433426
experiment_6136cb52db0f1cb2262bbf5d_20250826172433.csv,6136cb52db0f1cb2262bbf5d,25,43.975,34.11029
experiment_6136cb52db0f1cb2262bbf5d_20250826172719.csv,6136cb52db0f1cb2262bbf5d,15,24.296,37.043135
experiment_6136cb52db0f1cb2262bbf5d_20250826172909.csv,6136cb52db0f1cb2262bbf5d,17,23.296,43.784341
experiment_6136cb52db0f1cb2262bbf5d_20250826173134.csv,6136cb52db0f1cb2262bbf5d,28,61.232,27.436634
experiment_6136cb52db0f1cb2262bbf5d_20250826173315.csv,6136cb52db0f1cb2262bbf5d,21,31.072,40.550978
experiment_6140ef8d27499e70e8740918_20250819164624.csv,6140ef8d27499e70e8740918,123,191.506,38.536652
experiment_6140ef8d27499e70e8740918_20250819165019.csv,6140ef8d27499e70e8740918,80,133.897,35.848451
experiment_6140ef8d27499e70e8740918_20250819165535.csv,6140ef8d27499e70e8740918,148,201.393,44.092893
experiment_6140ef8d27499e70e8740918_20250819165712.csv,6140ef8d27499e70e8740918,37,49.136,45.180723
experiment_6140ef8d27499e70e8740918_20250819165918.csv,6140ef8d27499e70e8740918,52,57.664,54.106548
experiment_6140ef8d27499e70e8740918_20250819170107.csv,6140ef8d27499e70e8740918,33,60.72,32.608696
experiment_6140ef8d27499e70e8740918_20250819170250.csv,6140ef8d27499e70e8740918,56,68.272,49.214905
experiment_6140ef8d27499e70e8740918_20250819170542.csv,6140ef8d27499e70e8740918,84,111.279,45.291564
experiment_6150ca3f37e1fe330f70311d_20250827083054.csv,6150ca3f37e1fe330f70311d,36,100.172,21.562912
experiment_6150ca3f37e1fe330f70311d_20250827083229.csv,6150ca3f37e1fe330f70311d,34,58.826,34.678544
experiment_6150ca3f37e1fe330f70311d_20250827083355.csv,6150ca3f37e1fe330f70311d,29,48.084,36.186673
experiment_6150ca3f37e1fe330f70311d_20250827083505.csv,6150ca3f37e1fe330f70311d,26,41.445,37.640246
experiment_6150ca3f37e1fe330f70311d_20250827083655.csv,6150ca3f37e1fe330f70311d,52,69.049,45.185303
experiment_6150ca3f37e1fe330f70311d_20250827083752.csv,6150ca3f37e1fe330f70311d,22,40.873,32.295158
experiment_6150ca3f37e1fe330f70311d_20250827083942.csv,6150ca3f37e1fe330f70311d,23,45.982,30.011744
experiment_6150ca3f37e1fe330f70311d_20250827084050.csv,6150ca3f37e1fe330f70311d,24,52.391,27.485637
experiment_615921b85071b9caef6148d8_20250827031630.csv,615921b85071b9caef6148d8,28,37.499,44.801195
experiment_615921b85071b9caef6148d8_20250827031858.csv,615921b85071b9caef6148d8,74,87.683,50.636954
experiment_615921b85071b9caef6148d8_20250827032049.csv,615921b85071b9caef6148d8,40,59.538,40.31039
experiment_615921b85071b9caef6148d8_20250827032257.csv,615921b85071b9caef6148d8,37,83.011,26.743444
experiment_615921b85071b9caef6148d8_20250827032451.csv,615921b85071b9caef6148d8,45,74.751,36.119918
experiment_615921b85071b9caef6148d8_20250827032611.csv,615921b85071b9caef6148d8,37,43.127,51.475874
experiment_615921b85071b9caef6148d8_20250827032744.csv,615921b85071b9caef6148d8,51,54.969,55.66774
experiment_615921b85071b9caef6148d8_20250827032948.csv,615921b85071b9caef6148d8,40,88.352,27.164071
experiment_616f9519fb3906da76b8e173_20250827010929.csv,616f9519fb3906da76b8e173,46,57.625,47.895879
experiment_616f9519fb3906da76b8e173_20250827011029.csv,616f9519fb3906da76b8e173,17,24.794,41.138985
experiment_616f9519fb3906da76b8e173_20250827011130.csv,616f9519fb3906da76b8e173,21,30.502,41.308767
experiment_616f9519fb3906da76b8e173_20250827011257.csv,616f9519fb3906da76b8e173,40,48.789,49.191416
experiment_616f9519fb3906da76b8e173_20250827011345.csv,616f9519fb3906da76b8e173,28,24.094,69.726903
experiment_616f9519fb3906da76b8e173_20250827011511.csv,616f9519fb3906da76b8e173,43,57.692,44.720239
experiment_616f9519fb3906da76b8e173_20250827011656.csv,616f9519fb3906da76b8e173,48,77.666,37.081863
experiment_616f9519fb3906da76b8e173_20250827011744.csv,616f9519fb3906da76b8e173,17,22.743,44.848965
experiment_61717173748006894b2b54ff_20250826174044.csv,61717173748006894b2b54ff,13,41.266,18.901759
experiment_61717173748006894b2b54ff_20250826174129.csv,61717173748006894b2b54ff,15,21.738,41.402153
experiment_61717173748006894b2b54ff_20250826174846.csv,61717173748006894b2b54ff,11,24.202,27.270474
experiment_61717173748006894b2b54ff_20250826174953.csv,61717173748006894b2b54ff,15,30.313,29.690232
experiment_61717173748006894b2b54ff_20250826175115.csv,61717173748006894b2b54ff,11,30.323,21.765656
experiment_61717173748006894b2b54ff_20250826175153.csv,61717173748006894b2b54ff,14,19.882,42.249271
experiment_61717173748006894b2b54ff_20250826175756.csv,61717173748006894b2b54ff,14,42.905,19.578138
experiment_61717173748006894b2b54ff_20250826175900.csv,61717173748006894b2b54ff,10,22.861,26.245571
experiment_6400e3697879c55c323f34d0_20250826123813.csv,6400e3697879c55c323f34d0,33,72.583,27.279115
experiment_6400e3697879c55c323f34d0_20250826124041.csv,6400e3697879c55c323f34d0,47,106.508,26.476884
experiment_6400e3697879c55c323f34d0_20250826124436.csv,6400e3697879c55c323f34d0,22,109.101,12.098881
experiment_6400e3697879c55c323f34d0_20250826124619.csv,6400e3697879c55c323f34d0,34,73.646,27.700079
experiment_6400e3697879c55c323f34d0_20250826124816.csv,6400e3697879c55c323f34d0,27,73.902,21.920922
experiment_6400e3697879c55c323f34d0_20250826125028.csv,6400e3697879c55c323f34d0,54,84.75,38.230088
