PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",0,1756226434169,1756226434399,Shift,16, weekly, physical-keyboard,0,0,0,1,230.0,,,250.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",1,1756226434328,1756226434419,M,77, weekly, physical-keyboard,0,0,0,1,91.0,159.0,20.0,154.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",2,1756226434428,1756226434482,e,69, weekly, physical-keyboard,1,0,0,1,54.0,100.0,63.0,415.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",3,1756226434765,1756226434843,Backspace,8, weekly, physical-keyboard,1,0,0,1,78.0,337.0,361.0,250.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",4,1756226434946,1756226435015,a,65, weekly, physical-keyboard,1,0,0,1,69.0,181.0,172.0,212.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",5,1756226435071,1756226435158,k,75, weekly, physical-keyboard,2,0,0,1,87.0,125.0,143.0,189.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",6,1756226435176,1756226435260,e,69, weekly, physical-keyboard,3,0,0,1,84.0,105.0,102.0,166.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",7,1756226435267,1756226435342, ,32, weekly, physical-keyboard,4,0,0,0,75.0,91.0,82.0,284.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",8,1756226435466,1756226435551,m,77, weekly, physical-keyboard,5,0,0,1,85.0,199.0,209.0,280.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",9,1756226435661,1756226435746,e,69, weekly, physical-keyboard,6,0,0,1,85.0,195.0,195.0,231.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",10,1756226435809,1756226435892, ,32, weekly, physical-keyboard,7,0,0,0,83.0,148.0,146.0,201.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",11,1756226435923,1756226436010,a,65, weekly, physical-keyboard,8,0,0,1,87.0,114.0,118.0,138.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",12,1756226435991,1756226436061, ,32, weekly, physical-keyboard,9,0,0,0,70.0,68.0,51.0,212.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",13,1756226436137,1756226436203,d,68, weekly, physical-keyboard,10,1,0,1,66.0,146.0,142.0,157.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",14,1756226436228,1756226436294,i,73, weekly, physical-keyboard,11,1,0,1,66.0,91.0,91.0,225.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",15,1756226436354,1756226436453,e,69, weekly, physical-keyboard,12,1,0,1,99.0,126.0,159.0,301.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",16,1756226436562,1756226436655,t,84, weekly, physical-keyboard,13,1,0,1,93.0,208.0,202.0,777.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",17,1756226437270,1756226437339, ,32, weekly, physical-keyboard,14,1,0,0,69.0,708.0,684.0,235.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",18,1756226437388,1756226437505,a,65, weekly, physical-keyboard,15,1,0,1,117.0,118.0,166.0,423.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",19,1756226437716,1756226437811,Backspace,8, weekly, physical-keyboard,15,1,0,1,95.0,328.0,306.0,225.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",20,1756226437838,1756226437941,t,84, weekly, physical-keyboard,15,1,0,1,103.0,122.0,130.0,306.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",21,1756226438026,1756226438144,h,72, weekly, physical-keyboard,15,1,0,1,118.0,188.0,203.0,251.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",22,1756226438140,1756226438277,a,65, weekly, physical-keyboard,15,1,0,1,137.0,114.0,133.0,290.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",23,1756226438333,1756226438430,t,84, weekly, physical-keyboard,15,1,0,1,97.0,193.0,153.0,344.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",24,1756226438612,1756226438677,Backspace,8, weekly, physical-keyboard,15,1,0,1,65.0,279.0,247.0,212.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",25,1756226438760,1756226438824,Backspace,8, weekly, physical-keyboard,15,1,0,1,64.0,148.0,147.0,200.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",26,1756226438897,1756226438960,Backspace,8, weekly, physical-keyboard,15,1,0,1,63.0,137.0,136.0,223.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",27,1756226439053,1756226439120,Backspace,8, weekly, physical-keyboard,15,1,0,1,67.0,156.0,160.0,1269.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",28,1756226440223,1756226440322,t,84, weekly, physical-keyboard,15,1,0,1,99.0,1170.0,1202.0,400.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",29,1756226440540,1756226440623,h,72, weekly, physical-keyboard,16,0,0,1,83.0,317.0,301.0,169.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",30,1756226440608,1756226440709,a,65, weekly, physical-keyboard,17,0,0,1,101.0,68.0,86.0,167.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",31,1756226440684,1756226440775,t,84, weekly, physical-keyboard,18,0,0,1,91.0,76.0,66.0,149.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",32,1756226440772,1756226440833, ,32, weekly, physical-keyboard,19,0,0,0,61.0,88.0,58.0,338.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",33,1756226441037,1756226441110,i,73, weekly, physical-keyboard,20,0,0,1,73.0,265.0,277.0,205.0
661564c766603e80ca4c3184,prompt-to-text,1,2,3,Make me a diet that is varied but still has a lot of meat.,"[10,15];[23,30];[53,57]","[46,50]",34,1756226441144,1756226441242,s,83, weekly, physical-keyboard,21,0,0,1,98.0,107.0,132.0,251.0
