PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
5bf368846edd7200017136c7,image-to-prompt,0,3,2,Draw me a picture with a business setting. Two employees at computers side by side with windows in background.,"[10,17];[25,41];[43,56];[60,78];[78,82];[88,109]","[83,88]",0,1755624758511,1755624758753,Shift,16, weekly, physical-keyboard,0,0,0,1,242.0,,,241.0
5bf368846edd7200017136c7,image-to-prompt,0,3,2,Draw me a picture with a business setting. Two employees at computers side by side with windows in background.,"[10,17];[25,41];[43,56];[60,78];[78,82];[88,109]","[83,88]",1,1755624758649,1755624758752,D,68, weekly, physical-keyboard,0,0,0,1,103.0,138.0,,437.0
5bf368846edd7200017136c7,image-to-prompt,0,3,2,Draw me a picture with a business setting. Two employees at computers side by side with windows in background.,"[10,17];[25,41];[43,56];[60,78];[78,82];[88,109]","[83,88]",2,1755624758995,1755624759086,r,82, weekly, physical-keyboard,1,0,0,1,91.0,346.0,334.0,249.0
5bf368846edd7200017136c7,image-to-prompt,0,3,2,Draw me a picture with a business setting. Two employees at computers side by side with windows in background.,"[10,17];[25,41];[43,56];[60,78];[78,82];[88,109]","[83,88]",3,1755624759050,1755624759244,a,65, weekly, physical-keyboard,2,0,0,1,194.0,55.0,158.0,362.0
5bf368846edd7200017136c7,image-to-prompt,0,3,2,Draw me a picture with a business setting. Two employees at computers side by side with windows in background.,"[10,17];[25,41];[43,56];[60,78];[78,82];[88,109]","[83,88]",4,1755624759175,1755624759412,w,87, weekly, physical-keyboard,3,0,0,1,237.0,125.0,168.0,369.0
5bf368846edd7200017136c7,image-to-prompt,0,3,2,Draw me a picture with a business setting. Two employees at computers side by side with windows in background.,"[10,17];[25,41];[43,56];[60,78];[78,82];[88,109]","[83,88]",5,1755624759392,1755624759544, ,32, weekly, physical-keyboard,4,0,0,0,152.0,217.0,132.0,310.0
5bf368846edd7200017136c7,image-to-prompt,0,3,2,Draw me a picture with a business setting. Two employees at computers side by side with windows in background.,"[10,17];[25,41];[43,56];[60,78];[78,82];[88,109]","[83,88]",6,1755624759590,1755624759702,m,77, weekly, physical-keyboard,5,0,0,1,112.0,198.0,158.0,263.0
5bf368846edd7200017136c7,image-to-prompt,0,3,2,Draw me a picture with a business setting. Two employees at computers side by side with windows in background.,"[10,17];[25,41];[43,56];[60,78];[78,82];[88,109]","[83,88]",7,1755624759725,1755624759853,e,69, weekly, physical-keyboard,6,0,0,1,128.0,135.0,151.0,221.0
5bf368846edd7200017136c7,image-to-prompt,0,3,2,Draw me a picture with a business setting. Two employees at computers side by side with windows in background.,"[10,17];[25,41];[43,56];[60,78];[78,82];[88,109]","[83,88]",8,1755624759833,1755624759946, ,32, weekly, physical-keyboard,7,0,0,0,113.0,108.0,93.0,309.0
5bf368846edd7200017136c7,image-to-prompt,0,3,2,Draw me a picture with a business setting. Two employees at computers side by side with windows in background.,"[10,17];[25,41];[43,56];[60,78];[78,82];[88,109]","[83,88]",9,1755624759986,1755624760142,a,65, weekly, physical-keyboard,8,0,0,1,156.0,153.0,196.0,236.0
