PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",0,1756305382143,1756305382308,Shift,16, daily, physical-keyboard,0,0,0,1,165.0,,,179.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",1,1756305382230,1756305382322,A,65, daily, physical-keyboard,0,0,0,1,92.0,87.0,14.0,311.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",2,1756305382425,1756305382541, ,32, daily, physical-keyboard,1,0,0,0,116.0,195.0,219.0,281.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",3,1756305382630,1756305382706,r,82, daily, physical-keyboard,2,1,0,1,76.0,205.0,165.0,189.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",4,1756305382744,1756305382819,i,73, daily, physical-keyboard,3,1,0,1,75.0,114.0,113.0,182.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",5,1756305382832,1756305382926,v,86, daily, physical-keyboard,4,1,0,1,94.0,88.0,107.0,277.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",6,1756305382974,1756305383109,e,69, daily, physical-keyboard,5,1,0,1,135.0,142.0,183.0,208.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",7,1756305383074,1756305383182,r,82, daily, physical-keyboard,6,1,0,1,108.0,100.0,73.0,428.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",8,1756305383300,1756305383502,Backspace,8, daily, physical-keyboard,6,1,0,1,202.0,226.0,320.0,1251.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",9,1756305384468,1756305384551,r,82, daily, physical-keyboard,6,1,0,1,83.0,1168.0,1049.0,2203.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",10,1756305386467,1756305386671, ,32, daily, physical-keyboard,7,1,0,0,204.0,1999.0,2120.0,888.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",11,1756305387252,1756305387355,w,87, daily, physical-keyboard,8,1,0,1,103.0,785.0,684.0,354.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",12,1756305387506,1756305387606,i,73, daily, physical-keyboard,9,0,0,1,100.0,254.0,251.0,179.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",13,1756305387604,1756305387685,t,84, daily, physical-keyboard,10,0,0,1,81.0,98.0,79.0,149.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",14,1756305387678,1756305387753, ,32, daily, physical-keyboard,11,0,0,1,75.0,74.0,68.0,211.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",15,1756305387818,1756305387889,h,72, daily, physical-keyboard,11,0,0,1,71.0,140.0,136.0,223.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",16,1756305387992,1756305388041,Backspace,8, daily, physical-keyboard,11,0,0,1,49.0,174.0,152.0,184.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",17,1756305388120,1756305388176,Backspace,8, daily, physical-keyboard,11,0,0,1,56.0,128.0,135.0,200.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",18,1756305388238,1756305388320,h,72, daily, physical-keyboard,11,0,0,1,82.0,118.0,144.0,177.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",19,1756305388301,1756305388415, ,32, daily, physical-keyboard,12,0,0,0,114.0,63.0,95.0,464.0
6538097b8793d9b90adc4667,image-to-prompt,1,1,4,"A river with 3 ducks on it. In the riverbank, tall grass, trees, rocks.","[2,8];[15,21];[51,56];[58,63];[65,70]","[13,15];[46,51]",20,1756305388668,1756305388765,3,51, daily, physical-keyboard,13,0,1,1,97.0,367.0,350.0,412.0
