PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",0,1756295655154,1756295655532,Shift,16, weekly, physical-keyboard,0,0,0,1,378.0,,,763.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",1,1756295655653,1756295655917,Shift,16, weekly, physical-keyboard,0,0,0,1,264.0,499.0,385.0,233.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",2,1756295655778,1756295655886,A,65, weekly, physical-keyboard,0,0,0,1,108.0,125.0,,397.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",3,1756295655977,1756295656175, ,32, weekly, physical-keyboard,1,0,0,0,198.0,199.0,289.0,1101.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",4,1756295656989,1756295657078,n,78, weekly, physical-keyboard,2,0,1,1,89.0,1012.0,903.0,608.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",5,1756295657460,1756295657597,Backspace,8, weekly, physical-keyboard,2,0,1,1,137.0,471.0,519.0,2580.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",6,1756295659903,1756295660040,n,78, weekly, physical-keyboard,2,0,1,1,137.0,2443.0,2443.0,656.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",7,1756295660445,1756295660559,Backspace,8, weekly, physical-keyboard,2,0,1,1,114.0,542.0,519.0,513.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",8,1756295660827,1756295660958,n,78, weekly, physical-keyboard,2,0,1,1,131.0,382.0,399.0,337.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",9,1756295661025,1756295661164,c,67, weekly, physical-keyboard,3,0,1,1,139.0,198.0,206.0,191.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",10,1756295661098,1756295661216,e,69, weekly, physical-keyboard,3,0,1,1,118.0,73.0,52.0,393.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",11,1756295661432,1756295661491,Backspace,8, weekly, physical-keyboard,3,0,1,1,59.0,334.0,275.0,233.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",12,1756295661578,1756295661665,Backspace,8, weekly, physical-keyboard,3,0,1,1,87.0,146.0,174.0,399.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",13,1756295661882,1756295661977,i,73, weekly, physical-keyboard,3,0,1,1,95.0,304.0,312.0,289.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",14,1756295661993,1756295662171,c,67, weekly, physical-keyboard,4,0,1,1,178.0,111.0,194.0,221.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",15,1756295662095,1756295662214,e,69, weekly, physical-keyboard,5,0,1,1,119.0,102.0,43.0,217.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",16,1756295662249,1756295662312, ,32, weekly, physical-keyboard,6,0,1,0,63.0,154.0,98.0,530.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",17,1756295662677,1756295662779,r,82, weekly, physical-keyboard,7,1,1,1,102.0,428.0,467.0,272.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",18,1756295662837,1756295662949,i,73, weekly, physical-keyboard,8,1,0,1,112.0,160.0,170.0,210.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",19,1756295662929,1756295663047,v,86, weekly, physical-keyboard,9,1,0,1,118.0,92.0,98.0,275.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",20,1756295663060,1756295663204,e,69, weekly, physical-keyboard,10,1,0,1,144.0,131.0,157.0,276.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",21,1756295663195,1756295663336,r,82, weekly, physical-keyboard,11,1,0,1,141.0,135.0,132.0,493.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",22,1756295663589,1756295663688, ,32, weekly, physical-keyboard,12,1,0,0,99.0,394.0,352.0,389.0
6614435124bf16e7a24f9662,image-to-prompt,1,2,5,"A nice river with ducks, in the riverbank there are a forests and some rock.","[7,13];[18,23];[54,62];[71,75]","[2,7];[32,42]",23,1756295663872,1756295663978,w,87, weekly, physical-keyboard,13,1,0,1,106.0,283.0,290.0,216.0
