PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
5f600669b846780f0fe45709,image-to-prompt,1,2,5,A beautifl lake with four ducks in it.The place is surrounded by treas and you can see some clouds in the clear sky,"[11,15];[21,30];[51,70];[106,115]","[2,10];[92,98]",0,1756244481298,1756244481674,Shift,16, never, physical-keyboard,0,0,0,1,376.0,,,368.0
5f600669b846780f0fe45709,image-to-prompt,1,2,5,A beautifl lake with four ducks in it.The place is surrounded by treas and you can see some clouds in the clear sky,"[11,15];[21,30];[51,70];[106,115]","[2,10];[92,98]",1,1756244481554,1756244481666,A,65, never, physical-keyboard,0,0,0,1,112.0,256.0,,360.0
5f600669b846780f0fe45709,image-to-prompt,1,2,5,A beautifl lake with four ducks in it.The place is surrounded by treas and you can see some clouds in the clear sky,"[11,15];[21,30];[51,70];[106,115]","[2,10];[92,98]",2,1756244481834,1756244481914, ,32, never, physical-keyboard,1,0,0,0,80.0,280.0,248.0,232.0
5f600669b846780f0fe45709,image-to-prompt,1,2,5,A beautifl lake with four ducks in it.The place is surrounded by treas and you can see some clouds in the clear sky,"[11,15];[21,30];[51,70];[106,115]","[2,10];[92,98]",3,1756244481986,1756244482066,b,66, never, physical-keyboard,2,0,1,1,80.0,152.0,152.0,304.0
5f600669b846780f0fe45709,image-to-prompt,1,2,5,A beautifl lake with four ducks in it.The place is surrounded by treas and you can see some clouds in the clear sky,"[11,15];[21,30];[51,70];[106,115]","[2,10];[92,98]",4,1756244482186,1756244482290,e,69, never, physical-keyboard,3,0,1,1,104.0,200.0,224.0,152.0
5f600669b846780f0fe45709,image-to-prompt,1,2,5,A beautifl lake with four ducks in it.The place is surrounded by treas and you can see some clouds in the clear sky,"[11,15];[21,30];[51,70];[106,115]","[2,10];[92,98]",5,1756244482298,1756244482338,a,65, never, physical-keyboard,4,0,1,1,40.0,112.0,48.0,568.0
5f600669b846780f0fe45709,image-to-prompt,1,2,5,A beautifl lake with four ducks in it.The place is surrounded by treas and you can see some clouds in the clear sky,"[11,15];[21,30];[51,70];[106,115]","[2,10];[92,98]",6,1756244482778,1756244482866,i,73, never, physical-keyboard,5,0,1,1,88.0,480.0,528.0,400.0
5f600669b846780f0fe45709,image-to-prompt,1,2,5,A beautifl lake with four ducks in it.The place is surrounded by treas and you can see some clouds in the clear sky,"[11,15];[21,30];[51,70];[106,115]","[2,10];[92,98]",7,1756244483106,1756244483178,t,84, never, physical-keyboard,5,0,1,1,72.0,328.0,312.0,936.0
5f600669b846780f0fe45709,image-to-prompt,1,2,5,A beautifl lake with four ducks in it.The place is surrounded by treas and you can see some clouds in the clear sky,"[11,15];[21,30];[51,70];[106,115]","[2,10];[92,98]",8,1756244483914,1756244484042,Backspace,8, never, physical-keyboard,5,0,1,1,128.0,808.0,864.0,488.0
5f600669b846780f0fe45709,image-to-prompt,1,2,5,A beautifl lake with four ducks in it.The place is surrounded by treas and you can see some clouds in the clear sky,"[11,15];[21,30];[51,70];[106,115]","[2,10];[92,98]",9,1756244484298,1756244484402,Backspace,8, never, physical-keyboard,5,0,1,1,104.0,384.0,360.0,440.0
