PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",0,1755624623573,1755624623806,Shift,16, weekly, physical-keyboard,0,0,1,1,233.0,,,272.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",1,1755624623748,1755624623845,G,71, weekly, physical-keyboard,0,0,1,1,97.0,175.0,39.0,260.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",2,1755624623870,1755624624008,i,73, weekly, physical-keyboard,1,0,1,1,138.0,122.0,163.0,230.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",3,1755624624004,1755624624100,v,86, weekly, physical-keyboard,2,0,1,1,96.0,134.0,92.0,333.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",4,1755624624176,1755624624337,e,69, weekly, physical-keyboard,3,0,1,1,161.0,172.0,237.0,254.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",5,1755624624266,1755624624430, ,32, weekly, physical-keyboard,4,0,1,0,164.0,90.0,93.0,184.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",6,1755624624311,1755624624450,m,77, weekly, physical-keyboard,5,0,1,1,139.0,45.0,20.0,307.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",7,1755624624437,1755624624618,e,69, weekly, physical-keyboard,6,0,1,1,181.0,126.0,168.0,318.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",8,1755624624582,1755624624755, ,32, weekly, physical-keyboard,7,0,1,0,173.0,145.0,137.0,195.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",9,1755624624650,1755624624777,t,84, weekly, physical-keyboard,8,1,0,1,127.0,68.0,22.0,198.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",10,1755624624742,1755624624848,h,72, weekly, physical-keyboard,9,1,0,1,106.0,92.0,71.0,275.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",11,1755624624871,1755624625017,r,82, weekly, physical-keyboard,10,1,0,1,146.0,129.0,169.0,198.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",12,1755624624948,1755624625069,e,69, weekly, physical-keyboard,11,1,0,1,121.0,77.0,52.0,316.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",13,1755624625140,1755624625264,e,69, weekly, physical-keyboard,12,1,0,1,124.0,192.0,195.0,199.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",14,1755624625199,1755624625339, ,32, weekly, physical-keyboard,13,1,0,0,140.0,59.0,75.0,204.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",15,1755624625284,1755624625403,i,73, weekly, physical-keyboard,14,1,0,1,119.0,85.0,64.0,216.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",16,1755624625365,1755624625500,d,68, weekly, physical-keyboard,15,1,0,1,135.0,81.0,97.0,347.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",17,1755624625539,1755624625712,e,69, weekly, physical-keyboard,16,1,0,1,173.0,174.0,212.0,286.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",18,1755624625640,1755624625825,a,65, weekly, physical-keyboard,17,1,0,1,185.0,101.0,113.0,336.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",19,1755624625806,1755624625976,s,83, weekly, physical-keyboard,18,1,0,1,170.0,166.0,151.0,233.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",20,1755624625921,1755624626039, ,32, weekly, physical-keyboard,19,1,0,0,118.0,115.0,63.0,221.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",21,1755624625986,1755624626142,f,70, weekly, physical-keyboard,20,0,0,1,156.0,65.0,103.0,292.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",22,1755624626187,1755624626278,o,79, weekly, physical-keyboard,21,0,0,1,91.0,201.0,136.0,373.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",23,1755624626430,1755624626560,r,82, weekly, physical-keyboard,22,0,0,1,130.0,243.0,282.0,301.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",24,1755624626544,1755624626731, ,32, weekly, physical-keyboard,23,0,0,0,187.0,114.0,171.0,398.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",25,1755624626790,1755624626942,a,65, weekly, physical-keyboard,24,0,0,1,152.0,246.0,211.0,239.0
5bf368846edd7200017136c7,prompt-to-text,1,1,2,Give me three ideas for a birthday party for my shy two year old daughter. She likes bunnies and hates pink.,"[8,19];[26,40];[48,73];[79,92];[97,108]","[0,7]",26,1755624626914,1755624627029, ,32, weekly, physical-keyboard,25,0,0,0,115.0,124.0,87.0,239.0
