PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",0,1755621251369,1755621251981,Shift,16, weekly, physical-keyboard,0,0,1,1,612.0,,,
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",1,1755621251879,0,Shift,16, weekly, physical-keyboard,0,0,1,1,,510.0,,155.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",2,1755621251888,1755621252034,A,65, weekly, physical-keyboard,0,0,1,1,146.0,9.0,,327.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",3,1755621252077,1755621252215, ,32, weekly, physical-keyboard,1,0,1,0,138.0,189.0,181.0,301.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",4,1755621252231,1755621252378,q,81, weekly, physical-keyboard,2,0,1,1,147.0,154.0,163.0,292.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",5,1755621252425,1755621252523,u,85, weekly, physical-keyboard,3,0,1,1,98.0,194.0,145.0,244.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",6,1755621252564,1755621252669,a,65, weekly, physical-keyboard,4,0,1,1,105.0,139.0,146.0,2457.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",7,1755621254929,1755621255021,i,73, weekly, physical-keyboard,4,0,1,1,92.0,2365.0,2352.0,413.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",8,1755621255219,1755621255342,t,84, weekly, physical-keyboard,4,0,1,1,123.0,290.0,321.0,408.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",9,1755621255491,1755621255627, ,32, weekly, physical-keyboard,4,0,1,1,136.0,272.0,285.0,1189.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",10,1755621256582,1755621256680,Backspace,8, weekly, physical-keyboard,4,0,1,1,98.0,1091.0,1053.0,347.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",11,1755621256822,1755621256929,Backspace,8, weekly, physical-keyboard,4,0,1,1,107.0,240.0,249.0,308.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",12,1755621257021,1755621257130,Backspace,8, weekly, physical-keyboard,4,0,1,1,109.0,199.0,201.0,1241.0
6081728972120aa7f9685791,image-to-prompt,1,4,6,"A quiet lake surrounded by trees and grassy shores, with ducks swimming in water under bright blue sky with clouds.","[37,50];[52,80];[103,115]","[0,12];[13,32];[86,102]",13,1755621258138,1755621258262,Backspace,8, weekly, physical-keyboard,4,0,1,1,124.0,1117.0,1132.0,858.0
