PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
5bf368846edd7200017136c7,text-to-prompt,0,6,2,Draft an email reminding my employees that all quarter three reports are due Friday at noon and in the shared folder only please.,"[15,37];[47,68];[77,83];[87,91];[73,77];[103,116]","[9,14]",0,1755624949616,1755624949874,Shift,16, weekly, physical-keyboard,0,0,0,1,258.0,,,284.0
5bf368846edd7200017136c7,text-to-prompt,0,6,2,Draft an email reminding my employees that all quarter three reports are due Friday at noon and in the shared folder only please.,"[15,37];[47,68];[77,83];[87,91];[73,77];[103,116]","[9,14]",1,1755624949769,1755624949900,D,68, weekly, physical-keyboard,0,0,0,1,131.0,153.0,26.0,348.0
5bf368846edd7200017136c7,text-to-prompt,0,6,2,Draft an email reminding my employees that all quarter three reports are due Friday at noon and in the shared folder only please.,"[15,37];[47,68];[77,83];[87,91];[73,77];[103,116]","[9,14]",2,1755624949970,1755624950117,r,82, weekly, physical-keyboard,1,0,0,1,147.0,201.0,217.0,274.0
5bf368846edd7200017136c7,text-to-prompt,0,6,2,Draft an email reminding my employees that all quarter three reports are due Friday at noon and in the shared folder only please.,"[15,37];[47,68];[77,83];[87,91];[73,77];[103,116]","[9,14]",3,1755624950091,1755624950244,a,65, weekly, physical-keyboard,2,0,0,1,153.0,121.0,127.0,207.0
5bf368846edd7200017136c7,text-to-prompt,0,6,2,Draft an email reminding my employees that all quarter three reports are due Friday at noon and in the shared folder only please.,"[15,37];[47,68];[77,83];[87,91];[73,77];[103,116]","[9,14]",4,1755624950202,1755624950298,f,70, weekly, physical-keyboard,3,0,0,1,96.0,111.0,54.0,292.0
5bf368846edd7200017136c7,text-to-prompt,0,6,2,Draft an email reminding my employees that all quarter three reports are due Friday at noon and in the shared folder only please.,"[15,37];[47,68];[77,83];[87,91];[73,77];[103,116]","[9,14]",5,1755624950383,1755624950494,t,84, weekly, physical-keyboard,4,0,0,1,111.0,181.0,196.0,220.0
5bf368846edd7200017136c7,text-to-prompt,0,6,2,Draft an email reminding my employees that all quarter three reports are due Friday at noon and in the shared folder only please.,"[15,37];[47,68];[77,83];[87,91];[73,77];[103,116]","[9,14]",6,1755624950448,1755624950603, ,32, weekly, physical-keyboard,5,0,0,0,155.0,65.0,109.0,382.0
5bf368846edd7200017136c7,text-to-prompt,0,6,2,Draft an email reminding my employees that all quarter three reports are due Friday at noon and in the shared folder only please.,"[15,37];[47,68];[77,83];[87,91];[73,77];[103,116]","[9,14]",7,1755624950665,1755624950830,a,65, weekly, physical-keyboard,6,0,0,1,165.0,217.0,227.0,240.0
5bf368846edd7200017136c7,text-to-prompt,0,6,2,Draft an email reminding my employees that all quarter three reports are due Friday at noon and in the shared folder only please.,"[15,37];[47,68];[77,83];[87,91];[73,77];[103,116]","[9,14]",8,1755624950805,1755624950905,n,78, weekly, physical-keyboard,7,0,0,1,100.0,140.0,75.0,220.0
5bf368846edd7200017136c7,text-to-prompt,0,6,2,Draft an email reminding my employees that all quarter three reports are due Friday at noon and in the shared folder only please.,"[15,37];[47,68];[77,83];[87,91];[73,77];[103,116]","[9,14]",9,1755624950892,1755624951025, ,32, weekly, physical-keyboard,8,0,0,0,133.0,87.0,120.0,336.0
