filename,PARTICIPANT_ID,span_index,mean_dwell_bigram,mean_flight_bigram,mean_dwell_trigram,mean_flight_trigram
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,43,78.66666666666667,111.33333333333333,77.86666666666666,119.5
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,44,73.16666666666667,2215.4166666666665,73.33333333333333,2387.409090909091
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,0,96.5,132.0,90.66666666666667,132.0
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,1,72.25,127.0,69.66666666666667,127.0
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,2,67.33333333333333,175.16666666666666,66.73333333333333,169.8
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,3,76.0,80.0,,
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,4,78.47727272727273,256.5,78.7777777777778,262.6190476190476
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,5,77.5,60.0,81.22222222222221,47.5
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,6,73.71428571428571,127.28571428571429,75.05555555555556,126.5
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,7,76.33333333333333,107.66666666666667,76.33333333333334,96.75
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,8,74.25,78.0,81.0,78.0
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,9,89.0,344.0,,
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,10,63.5,102.16666666666667,65.26666666666667,109.6
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,11,63.0,153.0,59.0,153.0
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,12,67.5,60.5,63.666666666666664,60.5
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,13,62.5,111.0,,
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,14,76.9,361.8,77.91666666666667,312.375
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,15,92.5,226.0,,
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,16,80.0,188.75,81.44444444444444,182.0
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,17,79.33333333333333,17.333333333333332,79.33333333333334,19.25
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,18,68.16666666666667,59.666666666666664,68.16666666666667,45.0
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,19,82.16666666666667,456.0,82.16666666666666,373.0
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,20,76.0,105.6,75.91666666666667,99.375
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,21,71.5,33.0,,
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,22,66.25,51.5,69.33333333333333,51.5
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,23,79.4,63.0,81.66666666666666,58.5
experiment_5962a9280b835400010a7617_20250819171842.csv,5962a9280b835400010a7617,24,66.9,70.0,68.33333333333333,70.375
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,0,95.5,248.0,96.08333333333334,218.0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,1,98.5,151.0,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,2,95.0,505.0,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,3,80.5,89.25,83.33333333333333,90.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,4,76.0,109.0,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,5,,,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,6,76.83333333333333,83.33333333333333,76.83333333333334,78.75
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,7,81.83333333333333,72.55555555555556,81.54166666666666,76.0625
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,8,77.25,115.75,77.66666666666667,117.16666666666667
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,9,69.33333333333333,85.33333333333333,69.33333333333333,77.25
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,10,69.16666666666667,99.66666666666667,69.16666666666666,84.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,11,65.5,120.0,66.66666666666667,120.0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,12,74.0,39.333333333333336,74.0,38.0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,13,68.0,76.5,70.0,76.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,14,80.0,141.25,80.42857142857143,152.21428571428572
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,15,69.25,110.5,70.33333333333333,110.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,16,65.875,128.5,62.333333333333336,143.16666666666666
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,17,84.2,66.4,83.08333333333333,69.375
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,18,85.0,28.0,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,19,79.625,188.3125,80.24444444444444,195.36666666666667
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,20,79.66666666666667,86.5,76.93333333333334,91.6
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,21,92.0,96.66666666666667,92.0,99.0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,22,88.0,36.0,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,23,67.0,135.0,72.66666666666667,135.0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,24,90.0,56.6,93.16666666666667,52.75
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,25,82.33333333333333,33.666666666666664,82.33333333333334,35.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,26,68.5,73.5,73.0,73.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,27,75.375,88.25,76.1111111111111,88.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,28,55.416666666666664,125.0,57.0,119.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,29,86.33333333333333,164.33333333333334,86.33333333333334,153.25
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,30,82.75,43.5,87.33333333333333,43.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,31,86.5,256.25,84.8888888888889,291.0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,32,73.18181818181819,178.8181818181818,74.63333333333333,190.0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,33,71.66666666666667,75.66666666666667,71.66666666666666,67.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,34,,,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,35,72.2,86.2,71.41666666666666,97.25
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,36,94.0,31.0,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,37,69.75,122.0,69.33333333333333,102.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,38,67.85714285714286,62.857142857142854,67.88888888888889,70.91666666666667
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,39,74.75,161.5,76.66666666666667,161.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,40,78.5,122.8,78.0,126.875
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,41,,,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,42,79.125,99.25,78.11111111111113,88.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,43,71.25,138.5,70.33333333333333,138.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,44,73.4,101.0,74.25,106.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,45,88.0,124.33333333333333,87.73333333333335,124.2
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,46,78.44444444444444,667.3333333333334,79.75,696.75
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,47,2080.0,2184.9523809523807,2046.7407407407409,2159.842105263158
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,48,90.375,167.5,90.0,184.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,49,80.2,70.6,79.83333333333333,75.25
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,50,81.5,29.0,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,51,71.0,584.0,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,52,68.5,89.22222222222223,67.99999999999999,79.0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,53,72.33333333333333,50.0,72.33333333333333,41.75
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,54,94.5,227.0,,
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,55,63.25,50.5,65.33333333333333,50.5
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,56,77.625,100.25,78.77777777777777,106.0
experiment_5962a9280b835400010a7617_20250819172140.csv,5962a9280b835400010a7617,57,80.75,78.75,79.66666666666666,84.14285714285714
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,0,70.83333333333333,132.0,70.83333333333333,116.25
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,1,88.0,27.0,,
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,2,,,,
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,3,85.0,126.0,80.66666666666667,126.0
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,4,884.6428571428571,1448.9333333333334,673.7435897435898,986.5
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,5,68.875,106.0,70.55555555555556,101.33333333333333
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,6,75.625,162.8,78.83333333333333,180.5
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,7,,,,
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,8,76.7,242.6,77.00000000000001,276.125
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,9,79.5,100.16666666666667,76.13333333333334,108.1
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,10,68.125,106.25,68.0,106.0
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,11,,,,
experiment_5962a9280b835400010a7617_20250819172308.csv,5962a9280b835400010a7617,12,63.611111111111114,581.4,63.79166666666667,415.27777777777777
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,0,109.25,149.0,109.33333333333333,149.0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,1,89.16666666666667,206.33333333333334,89.16666666666666,265.0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,2,100.5,104.0,,
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,3,83.7,102.4,82.33333333333333,90.875
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,4,94.5,67.0,,
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,5,78.17857142857143,275.14285714285717,79.02564102564104,287.15384615384613
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,6,80.21428571428571,100.71428571428571,81.66666666666666,104.66666666666667
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,7,96.0,30.0,,
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,8,82.75,57.0,82.66666666666667,62.166666666666664
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,9,74.66666666666667,271.5,74.73333333333333,303.1
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,10,84.25,81.0,83.66666666666667,81.0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,11,84.0,19.0,,
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,12,71.375,56.5,70.44444444444444,66.83333333333333
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,13,15660.965517241379,16505.733333333334,15405.555555555553,16267.107142857143
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,14,82.1,100.0,81.0,98.375
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,15,99.5,49.0,102.66666666666667,49.0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,16,98.1,823.0,96.99999999999999,589.4
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,17,71.58333333333333,95.33333333333333,70.60000000000001,99.9
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,18,73.25,104.5,72.1111111111111,91.0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,19,78.0,79.0,,
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,20,68.0,51.0,69.66666666666667,51.0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,21,75.125,48.25,74.8888888888889,48.666666666666664
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,22,73.25,60.5,70.33333333333333,60.5
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,23,72.875,64.75,72.1111111111111,63.333333333333336
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,24,59.0,27.0,,
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,25,67.5,178.4,68.5,168.83333333333334
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,26,84.75,36.0,87.66666666666667,36.0
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,27,70.625,228.5,70.8888888888889,171.16666666666666
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,28,65.42857142857143,66.28571428571429,64.72222222222221,72.08333333333333
experiment_5962a9280b835400010a7617_20250819172535.csv,5962a9280b835400010a7617,29,79.78571428571429,1563.6,79.38888888888889,962.0714285714286
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,0,84.0,115.4,83.66666666666667,117.125
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,1,79.0,54.0,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,2,81.0,86.0,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,3,79.0,81.25,81.55555555555556,77.0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,4,83.0,72.0,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,5,,,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,6,87.125,190.0,87.8888888888889,167.66666666666666
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,7,80.25,128.0,87.0,128.0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,8,75.66666666666667,117.66666666666667,75.66666666666666,119.5
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,9,,,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,10,82.3125,341.375,81.14285714285714,351.5
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,11,81.3,58.6,82.25000000000001,53.0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,12,77.1,345.6,75.58333333333334,311.75
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,13,74.5,92.0,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,14,87.25,47.5,95.66666666666667,47.5
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,15,70.16666666666667,83.16666666666667,69.2,76.6
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,16,93.5,139.0,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,17,64.5,71.5,70.33333333333333,71.5
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,18,62.5,98.0,65.0,98.0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,19,78.1923076923077,126.07692307692308,77.36111111111111,124.54166666666667
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,20,86.5,83.0,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,21,59.0,94.5,61.333333333333336,94.5
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,22,67.75,147.5,76.0,147.5
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,23,76.5,136.66666666666666,76.5,135.0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,24,57.25,89.0,63.0,89.0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,25,75.83333333333333,71.33333333333333,75.83333333333334,82.5
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,26,98.0,2.0,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,27,71.0,100.0,72.33333333333333,100.0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,28,70.58333333333333,149.83333333333334,70.66666666666666,162.9
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,29,102.5,181.0,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,30,75.0,317.0,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,31,62.25,88.0,65.0,88.0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,32,81.75,123.5,85.0,123.5
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,33,74.25,123.5,76.66666666666667,123.5
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,34,68.16666666666667,189.0,68.16666666666667,168.0
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,35,66.5,127.0,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,36,,,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,37,89.0,135.33333333333334,89.0,149.25
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,38,78.5,85.0,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,39,,,,
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,40,85.5,59.75,87.1111111111111,55.666666666666664
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,41,76.375,81.75,75.55555555555556,95.66666666666667
experiment_5962a9280b835400010a7617_20250819172701.csv,5962a9280b835400010a7617,42,80.28571428571429,128.57142857142858,75.61111111111113,130.5
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,0,68.125,129.75,69.55555555555556,115.33333333333333
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,1,63.5,79.0,,
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,2,67.25,62.0,72.33333333333333,62.0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,3,73.75,699.75,74.77777777777779,902.5
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,4,74.0,151.0,70.33333333333333,151.0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,5,62.0,178.5,64.0,178.5
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,6,76.4375,175.5,76.17777777777778,180.1
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,7,77.58333333333333,144.66666666666666,77.33333333333334,163.2
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,8,76.0,1.0,,
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,9,67.25,66.5,70.66666666666667,66.5
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,10,78.5,93.75,79.44444444444444,112.5
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,11,68.5,36.0,,
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,12,83.2,401.4,81.41666666666667,272.5
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,13,76.83333333333333,83.66666666666667,76.83333333333334,65.0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,14,76.33333333333333,55.333333333333336,76.33333333333334,59.0
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,15,86.5,61.5,93.0,61.5
experiment_5962a9280b835400010a7617_20250819172849.csv,5962a9280b835400010a7617,16,95.0,16.0,105.33333333333333,16.0
