filename,PARTICIPANT_ID,condition,span_index,cv_dwell,cv_flight,entropy_dwell,entropy_flight,label
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,3,0.14733845642309032,1.1494577242907833,1.474056825273205,0.7201248812718098,0
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,4,0.15059935478771555,0.36482346468369875,1.351783994289646,0.8675632284814612,0
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,5,0.23395473523337565,0.5929489330349558,1.0549201679861442,1.0397207708399179,0
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,6,0.05202312138728324,0.0,0.6931471805599453,,0
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,7,0.0,,,,0
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,8,0.1702806611692808,1.420270129441619,1.5465986860485126,0.639031859650177,0
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,9,0.28169014084507044,0.0,0.6931471805599453,,0
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,10,0.10588235294117647,0.0,0.6931471805599453,,0
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,11,0.1851471123144299,0.3493222516573466,1.2770342594661388,1.011404264707352,0
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,14,0.18775310028315295,0.8478601686644789,1.3296613488547582,0.9502705392332347,1
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,15,0.10638297872340426,0.0,0.6931471805599453,,1
experiment_5962a9280b835400010a7617_20250819171658.csv,5962a9280b835400010a7617,image-to-prompt,16,0.19986405476732205,0.7415910022379871,1.0397207708399179,1.0986122886681096,1
