PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD
5883a935c0c9a10001df6345,image-to-prompt,0,1,3,"Generate an image of an office, where two people are working at their respective computers. On the left, a man; on the right, a woman.","[12,30];[92,134];[81,90]","[38,48]",0,1757005951260,1757005951461,Shift,16, monthly, physical-keyboard
5883a935c0c9a10001df6345,image-to-prompt,0,1,3,"Generate an image of an office, where two people are working at their respective computers. On the left, a man; on the right, a woman.","[12,30];[92,134];[81,90]","[38,48]",1,1757005951351,1757005951415,G,71, monthly, physical-keyboard
5883a935c0c9a10001df6345,image-to-prompt,0,1,3,"Generate an image of an office, where two people are working at their respective computers. On the left, a man; on the right, a woman.","[12,30];[92,134];[81,90]","[38,48]",2,1757005951580,1757005951671,e,69, monthly, physical-keyboard
5883a935c0c9a10001df6345,image-to-prompt,0,1,3,"Generate an image of an office, where two people are working at their respective computers. On the left, a man; on the right, a woman.","[12,30];[92,134];[81,90]","[38,48]",3,1757005951757,1757005951844,n,78, monthly, physical-keyboard
5883a935c0c9a10001df6345,image-to-prompt,0,1,3,"Generate an image of an office, where two people are working at their respective computers. On the left, a man; on the right, a woman.","[12,30];[92,134];[81,90]","[38,48]",4,1757005951831,1757005951904,e,69, monthly, physical-keyboard
5883a935c0c9a10001df6345,image-to-prompt,0,1,3,"Generate an image of an office, where two people are working at their respective computers. On the left, a man; on the right, a woman.","[12,30];[92,134];[81,90]","[38,48]",5,1757005952118,1757005952953,Backspace,8, monthly, physical-keyboard
5883a935c0c9a10001df6345,image-to-prompt,0,1,3,"Generate an image of an office, where two people are working at their respective computers. On the left, a man; on the right, a woman.","[12,30];[92,134];[81,90]","[38,48]",6,1757005952630,1757005963742,Backspace,8, monthly, physical-keyboard
5883a935c0c9a10001df6345,image-to-prompt,0,1,3,"Generate an image of an office, where two people are working at their respective computers. On the left, a man; on the right, a woman.","[12,30];[92,134];[81,90]","[38,48]",7,1757005952661,1757005965696,Backspace,8, monthly, physical-keyboard
5883a935c0c9a10001df6345,image-to-prompt,0,1,3,"Generate an image of an office, where two people are working at their respective computers. On the left, a man; on the right, a woman.","[12,30];[92,134];[81,90]","[38,48]",8,1757005952692,1757005986487,Backspace,8, monthly, physical-keyboard
5883a935c0c9a10001df6345,image-to-prompt,0,1,3,"Generate an image of an office, where two people are working at their respective computers. On the left, a man; on the right, a woman.","[12,30];[92,134];[81,90]","[38,48]",9,1757005952723,1757005986637,Backspace,8, monthly, physical-keyboard
