PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD
5fc9ec3d0990d4501dfd7e05,image-to-prompt,0,4,7,Create a photorealistic image of a young man and a woman sitting next to each other in a minimalistic office working on their computers. The cameras pov should be behind them. In front of them they should be two big windows. Use soft lighting.,"[10,29];[35,83];[89,109];[225,242]","[137,174];[110,136]",0,1757002223828,1757002223964,CapsLock,20, weekly, physical-keyboard
5fc9ec3d0990d4501dfd7e05,image-to-prompt,0,4,7,Create a photorealistic image of a young man and a woman sitting next to each other in a minimalistic office working on their computers. The cameras pov should be behind them. In front of them they should be two big windows. Use soft lighting.,"[10,29];[35,83];[89,109];[225,242]","[137,174];[110,136]",1,1757002224500,1757002224588,C,67, weekly, physical-keyboard
5fc9ec3d0990d4501dfd7e05,image-to-prompt,0,4,7,Create a photorealistic image of a young man and a woman sitting next to each other in a minimalistic office working on their computers. The cameras pov should be behind them. In front of them they should be two big windows. Use soft lighting.,"[10,29];[35,83];[89,109];[225,242]","[137,174];[110,136]",2,1757002224804,1757002224916,CapsLock,20, weekly, physical-keyboard
5fc9ec3d0990d4501dfd7e05,image-to-prompt,0,4,7,Create a photorealistic image of a young man and a woman sitting next to each other in a minimalistic office working on their computers. The cameras pov should be behind them. In front of them they should be two big windows. Use soft lighting.,"[10,29];[35,83];[89,109];[225,242]","[137,174];[110,136]",3,1757002225420,1757002225532,r,82, weekly, physical-keyboard
5fc9ec3d0990d4501dfd7e05,image-to-prompt,0,4,7,Create a photorealistic image of a young man and a woman sitting next to each other in a minimalistic office working on their computers. The cameras pov should be behind them. In front of them they should be two big windows. Use soft lighting.,"[10,29];[35,83];[89,109];[225,242]","[137,174];[110,136]",4,1757002225636,1757002225732,e,69, weekly, physical-keyboard
5fc9ec3d0990d4501dfd7e05,image-to-prompt,0,4,7,Create a photorealistic image of a young man and a woman sitting next to each other in a minimalistic office working on their computers. The cameras pov should be behind them. In front of them they should be two big windows. Use soft lighting.,"[10,29];[35,83];[89,109];[225,242]","[137,174];[110,136]",5,1757002225884,1757002225972,a,65, weekly, physical-keyboard
5fc9ec3d0990d4501dfd7e05,image-to-prompt,0,4,7,Create a photorealistic image of a young man and a woman sitting next to each other in a minimalistic office working on their computers. The cameras pov should be behind them. In front of them they should be two big windows. Use soft lighting.,"[10,29];[35,83];[89,109];[225,242]","[137,174];[110,136]",6,1757002226284,1757002226412,t,84, weekly, physical-keyboard
5fc9ec3d0990d4501dfd7e05,image-to-prompt,0,4,7,Create a photorealistic image of a young man and a woman sitting next to each other in a minimalistic office working on their computers. The cameras pov should be behind them. In front of them they should be two big windows. Use soft lighting.,"[10,29];[35,83];[89,109];[225,242]","[137,174];[110,136]",7,1757002226628,1757002226724,e,69, weekly, physical-keyboard
5fc9ec3d0990d4501dfd7e05,image-to-prompt,0,4,7,Create a photorealistic image of a young man and a woman sitting next to each other in a minimalistic office working on their computers. The cameras pov should be behind them. In front of them they should be two big windows. Use soft lighting.,"[10,29];[35,83];[89,109];[225,242]","[137,174];[110,136]",8,1757002226932,1757002227068, ,32, weekly, physical-keyboard
5fc9ec3d0990d4501dfd7e05,image-to-prompt,0,4,7,Create a photorealistic image of a young man and a woman sitting next to each other in a minimalistic office working on their computers. The cameras pov should be behind them. In front of them they should be two big windows. Use soft lighting.,"[10,29];[35,83];[89,109];[225,242]","[137,174];[110,136]",9,1757002227828,1757002227940,a,65, weekly, physical-keyboard
