PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD
668a9841d4178ffe1aaaa225,image-to-prompt,0,5,1,"Create an image of an office with two people wonking on it. We doont see the faces, we see their backs. They are working in two computers ante they are sitting in white office chairs","[163,182];[124,137];[22,58];[63,102]","[138,162];[104,123];[0,21]",0,1757012776720,1757012777168,Shift,16, monthly, physical-keyboard
668a9841d4178ffe1aaaa225,image-to-prompt,0,5,1,"Create an image of an office with two people wonking on it. We doont see the faces, we see their backs. They are working in two computers ante they are sitting in white office chairs","[163,182];[124,137];[22,58];[63,102]","[138,162];[104,123];[0,21]",1,1757012777052,1757012777139,C,67, monthly, physical-keyboard
668a9841d4178ffe1aaaa225,image-to-prompt,0,5,1,"Create an image of an office with two people wonking on it. We doont see the faces, we see their backs. They are working in two computers ante they are sitting in white office chairs","[163,182];[124,137];[22,58];[63,102]","[138,162];[104,123];[0,21]",2,1757012777424,1757012777508,r,82, monthly, physical-keyboard
668a9841d4178ffe1aaaa225,image-to-prompt,0,5,1,"Create an image of an office with two people wonking on it. We doont see the faces, we see their backs. They are working in two computers ante they are sitting in white office chairs","[163,182];[124,137];[22,58];[63,102]","[138,162];[104,123];[0,21]",3,1757012777580,1757012777666,e,69, monthly, physical-keyboard
668a9841d4178ffe1aaaa225,image-to-prompt,0,5,1,"Create an image of an office with two people wonking on it. We doont see the faces, we see their backs. They are working in two computers ante they are sitting in white office chairs","[163,182];[124,137];[22,58];[63,102]","[138,162];[104,123];[0,21]",4,1757012777882,1757012777955,a,65, monthly, physical-keyboard
668a9841d4178ffe1aaaa225,image-to-prompt,0,5,1,"Create an image of an office with two people wonking on it. We doont see the faces, we see their backs. They are working in two computers ante they are sitting in white office chairs","[163,182];[124,137];[22,58];[63,102]","[138,162];[104,123];[0,21]",5,1757012778224,1757012778292,t,84, monthly, physical-keyboard
668a9841d4178ffe1aaaa225,image-to-prompt,0,5,1,"Create an image of an office with two people wonking on it. We doont see the faces, we see their backs. They are working in two computers ante they are sitting in white office chairs","[163,182];[124,137];[22,58];[63,102]","[138,162];[104,123];[0,21]",6,1757012778481,1757012778555,e,69, monthly, physical-keyboard
668a9841d4178ffe1aaaa225,image-to-prompt,0,5,1,"Create an image of an office with two people wonking on it. We doont see the faces, we see their backs. They are working in two computers ante they are sitting in white office chairs","[163,182];[124,137];[22,58];[63,102]","[138,162];[104,123];[0,21]",7,1757012778592,1757012778674, ,32, monthly, physical-keyboard
668a9841d4178ffe1aaaa225,image-to-prompt,0,5,1,"Create an image of an office with two people wonking on it. We doont see the faces, we see their backs. They are working in two computers ante they are sitting in white office chairs","[163,182];[124,137];[22,58];[63,102]","[138,162];[104,123];[0,21]",8,1757012779778,1757012779848,a,65, monthly, physical-keyboard
668a9841d4178ffe1aaaa225,image-to-prompt,0,5,1,"Create an image of an office with two people wonking on it. We doont see the faces, we see their backs. They are working in two computers ante they are sitting in white office chairs","[163,182];[124,137];[22,58];[63,102]","[138,162];[104,123];[0,21]",9,1757012779954,1757012780024,n,78, monthly, physical-keyboard
