PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",0,1757000299780,1757000299960,Shift,16, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",1,1757000299886,1757000299991,A,65, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",2,1757000299992,1757000300175, ,32, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",3,1757000300379,1757000300419,b,66, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",4,1757000300640,1757000300710,Backspace,8, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",5,1757000303527,1757000303601,b,66, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",6,1757000303627,1757000303648,i,73, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",7,1757000304020,1757000304081,g,71, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",8,1757000304234,1757000304357, ,32, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",9,1757000304680,1757000304761,r,82, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",10,1757000304783,1757000304865,i,73, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",11,1757000304922,1757000305002,v,86, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",12,1757000305005,1757000305139,e,69, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",13,1757000305101,1757000305200,r,82, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",14,1757000305346,1757000305412, ,32, weekly, physical-keyboard
6634e4d4f1950b4dcd44d4d9,image-to-prompt,1,2,5,A big river with some ducks on it. Trees and rocks in the riverbank. The sky is cloudy.,"[80,86];[22,28];[34,50];[58,67];[2,11]","[17,22];[73,77]",15,1757000306463,1757000306573,Backspace,8, weekly, physical-keyboard
