PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",0,1757009898491,1757009898657,Shift,16, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",1,1757009898592,1757009898652,G,71, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",2,1757009898735,1757009898804,i,73, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",3,1757009898807,1757009898885,v,86, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",4,1757009898889,1757009898950,e,69, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",5,1757009898938,1757009899022, ,32, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",6,1757009899119,1757009899189,m,77, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",7,1757009899249,1757009899327,e,69, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",8,1757009899370,1757009899399, ,32, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",9,1757009899497,1757009899608,a,65, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",10,1757009899529,1757009899603, ,32, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",11,1757009900950,1757009901015,r,82, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",12,1757009901209,1757009901282,e,69, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",13,1757009901309,1757009901370,m,77, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",14,1757009901469,1757009901527,i,73, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",15,1757009901632,1757009901689,n,78, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",16,1757009901711,1757009901796,d,68, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",17,1757009901794,1757009901917,e,69, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",18,1757009901922,1757009901995,r,82, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",19,1757009902002,1757009902075, ,32, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",20,1757009902182,1757009902260,a,65, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",21,1757009902406,1757009902472,b,66, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",22,1757009902551,1757009902635,o,79, monthly, physical-keyboard
66d871743a85d2a9902a2712,text-to-prompt,0,4,1,Give me a reminder about Q3 report must needed to friday at noon.,"[25,28];[10,19];[28,35];[50,64]","[40,47]",23,1757009902728,1757009902804,u,85, monthly, physical-keyboard
